sensorID,zoneID,equipmentID,sensorType,currentReading,lastUpdateTime
S0882,Z251,,Occupancy,10.0,2025-07-01 19:43:55
S0883,Z252,,AirQuality,63.5,2025-07-01 19:47:32
S0884,Z252,,Light,685.6,2025-07-01 14:32:34
S0885,Z252,,Humidity,66.8,2025-06-29 23:58:01
S0886,Z252,,Occupancy,17.0,2025-07-01 04:03:09
S0887,Z252,,Vibration,46.5,2025-07-01 05:51:52
S0888,Z253,,Motion,0.0,2025-07-01 07:58:03
S0889,Z253,,Motion,1.0,2025-06-29 18:23:06
S0890,Z253,,Pressure,30.0,2025-06-29 10:44:23
S0891,Z254,,Pressure,29.5,2025-07-01 05:45:22
S0892,Z254,,Humidity,35.6,2025-07-01 03:31:58
S0893,Z254,,Pressure,30.3,2025-07-01 03:10:46
S0894,Z255,,Motion,0.0,2025-06-30 00:29:49
S0895,Z255,,Humidity,40.1,2025-07-01 08:42:34
S0896,Z255,,CO2,399.2,2025-07-01 13:00:33
S0897,Z255,E1544,Light,232.7,2025-07-01 19:53:48
S0898,Z256,E3232,Motion,1.0,2025-06-29 19:51:43
S0899,Z256,,Occupancy,23.0,2025-07-01 10:41:06
S0900,Z256,,Smoke,9.3,2025-07-01 22:29:01
S0901,Z256,E4789,AirQuality,91.2,2025-07-01 15:27:59
S0902,Z256,,Motion,1.0,2025-07-01 02:52:34
S0903,Z257,,Sound,47.5,2025-06-29 21:10:24
S0904,Z257,,Temperature,79.7,2025-07-01 15:25:09
S0905,Z257,,Motion,1.0,2025-07-01 17:13:26
S0906,Z257,,Temperature,66.1,2025-07-01 05:47:39
S0907,Z257,,Temperature,77.4,2025-07-01 17:37:29
S0908,Z258,,Temperature,78.2,2025-07-01 06:35:32
S0909,Z258,,Motion,1.0,2025-06-30 02:37:30
S0910,Z258,E2162,Vibration,44.9,2025-06-29 08:30:16
S0911,Z258,,Occupancy,5.0,2025-06-30 10:48:49
S0912,Z259,E3530,Motion,0.0,2025-06-30 16:38:20
S0913,Z259,,CO2,791.2,2025-07-01 11:12:39
S0914,Z259,,Vibration,40.8,2025-07-01 02:59:10
S0915,Z260,,Light,54.1,2025-07-01 19:01:04
S0916,Z260,E4569,Sound,75.8,2025-07-01 05:28:00
S0917,Z260,,Motion,0.0,2025-06-30 15:28:20
S0918,Z260,E3352,CO2,708.8,2025-07-01 12:03:22
S0919,Z261,E1911,AirQuality,78.8,2025-07-01 02:20:25
S0920,Z261,E5006,Light,975.5,2025-07-01 15:24:37
S0921,Z261,E1881,Sound,70.2,2025-07-01 12:50:26
S0922,Z262,,Sound,69.2,2025-06-30 04:59:49
S0923,Z262,,Occupancy,0.0,2025-07-01 00:42:07
S0924,Z262,,AirQuality,41.2,2025-07-01 17:19:08
S0925,Z262,,Occupancy,6.0,2025-07-01 04:00:02
S0926,Z263,,Smoke,1.5,2025-06-30 09:10:28
S0927,Z263,,Sound,36.1,2025-07-01 16:59:33
S0928,Z263,,Pressure,30.0,2025-07-01 06:59:01
S0929,Z264,,Light,446.2,2025-06-29 11:43:03
S0930,Z264,,CO2,457.7,2025-07-01 20:38:48
S0931,Z264,E4686,Light,765.6,2025-06-29 09:13:08
S0932,Z264,E3446,Motion,0.0,2025-07-01 10:04:37
S0933,Z264,,Sound,74.8,2025-07-01 07:44:26
S0934,Z265,E2652,Pressure,29.9,2025-07-01 02:05:48
S0935,Z265,,Humidity,54.8,2025-07-01 21:38:17
S0936,Z265,E2467,Vibration,51.4,2025-07-01 11:53:25
S0937,Z265,E4808,Temperature,75.8,2025-07-01 01:39:00
S0938,Z265,,AirQuality,66.7,2025-07-01 08:22:25
S0939,Z266,,Temperature,80.3,2025-07-01 19:38:39
S0940,Z266,,CO2,507.0,2025-07-01 16:33:40
S0941,Z267,E4589,Light,121.8,2025-07-01 19:31:48
S0942,Z267,,Sound,72.3,2025-06-30 18:35:35
S0943,Z267,,Pressure,29.9,2025-07-01 17:48:51
S0944,Z267,E2001,Light,306.9,2025-07-01 13:19:42
S0945,Z268,,Motion,0.0,2025-07-01 06:44:18
S0946,Z268,,AirQuality,55.9,2025-07-01 07:26:44
S0947,Z268,,Humidity,30.2,2025-07-01 03:02:03
S0948,Z268,,Smoke,4.6,2025-07-01 19:42:45
S0949,Z269,E2365,Sound,47.0,2025-07-01 06:56:29
S0950,Z269,,Motion,0.0,2025-07-01 09:19:24
S0951,Z269,,Sound,55.2,2025-07-01 06:01:38
S0952,Z269,,Vibration,26.3,2025-07-01 22:01:50
S0953,Z270,E2186,AirQuality,41.1,2025-07-01 10:17:08
S0954,Z270,,AirQuality,43.4,2025-07-01 10:44:10
S0955,Z270,,Vibration,62.4,2025-06-30 06:11:22
S0956,Z270,,AirQuality,60.8,2025-07-01 15:06:08
S0957,Z271,,Temperature,67.9,2025-07-01 16:04:23
S0958,Z271,,Pressure,29.9,2025-07-01 18:29:07
S0959,Z271,,Temperature,82.7,2025-07-01 02:57:30
S0960,Z271,,Humidity,59.7,2025-07-01 13:15:23
S0961,Z272,,Temperature,69.8,2025-06-29 05:08:56
S0962,Z272,E2112,Temperature,69.1,2025-07-01 15:19:10
S0963,Z272,,Sound,50.5,2025-07-01 17:04:08
S0964,Z272,E2586,Pressure,30.3,2025-07-01 12:54:19
S0965,Z272,,Temperature,75.1,2025-07-01 07:36:10
S0966,Z273,,Vibration,1.6,2025-07-01 06:55:02
S0967,Z273,,Pressure,30.1,2025-07-01 17:55:50
S0968,Z274,E5450,Smoke,8.9,2025-07-01 10:12:37
S0969,Z274,,Vibration,12.9,2025-07-01 19:35:39
S0970,Z274,E3263,Pressure,30.3,2025-07-01 16:10:49
S0971,Z275,,Vibration,50.1,2025-07-01 09:45:41
S0972,Z275,E1901,AirQuality,81.9,2025-06-30 06:34:14
S0973,Z275,E5263,Vibration,17.8,2025-07-01 03:46:58
S0974,Z276,E0425,Temperature,66.1,2025-07-01 01:56:06
S0975,Z276,E2104,AirQuality,64.9,2025-07-01 03:05:30
S0976,Z276,,Pressure,29.8,2025-07-01 13:08:15
S0977,Z276,E0775,Occupancy,24.0,2025-07-01 00:48:09
S0978,Z277,E2507,CO2,487.9,2025-06-30 13:16:48
S0979,Z277,,Motion,0.0,2025-07-01 08:23:41
S0980,Z278,,AirQuality,46.4,2025-07-01 01:40:08
S0981,Z278,,AirQuality,56.7,2025-07-01 14:00:34
S0982,Z278,,CO2,931.2,2025-07-01 11:41:45
S0983,Z278,E4863,Occupancy,6.0,2025-07-01 16:11:17
S0984,Z279,,Vibration,94.5,2025-07-01 08:52:01
S0985,Z279,,Sound,41.5,2025-07-01 02:26:39
S0986,Z279,,Humidity,49.5,2025-06-29 20:05:13
S0987,Z279,E0038,Pressure,30.0,2025-07-01 05:40:42
S0988,Z279,,CO2,580.8,2025-07-01 03:41:26
S0989,Z280,E1711,Smoke,0.8,2025-07-01 06:03:26
S0990,Z280,,Pressure,29.7,2025-07-01 07:17:51
S0991,Z280,,Temperature,66.7,2025-06-29 20:00:36
S0992,Z281,,Light,575.5,2025-06-30 19:43:02
S0993,Z281,E0919,Sound,44.0,2025-07-01 08:16:32
S0994,Z281,,Humidity,48.2,2025-07-01 20:38:16
S0995,Z282,,Light,315.5,2025-07-01 18:26:21
S0996,Z282,,Humidity,48.9,2025-06-29 08:52:40
S0997,Z282,E1739,Smoke,8.7,2025-06-29 06:33:00
S0998,Z282,,Smoke,4.5,2025-06-30 03:43:53
S0999,Z283,,Temperature,79.8,2025-07-01 06:31:22
S1000,Z283,,Vibration,75.4,2025-07-01 12:47:03
S1001,Z283,,Humidity,62.4,2025-07-01 04:55:55
S1002,Z284,E0957,Vibration,83.8,2025-06-29 21:37:29
S1003,Z284,,Light,726.7,2025-07-01 16:25:15
S1004,Z284,,Occupancy,7.0,2025-07-01 09:51:13
S1005,Z285,,Sound,45.9,2025-07-01 02:53:52
S1006,Z285,,Humidity,65.9,2025-07-01 21:39:17
S1007,Z285,E3411,Smoke,4.8,2025-06-29 10:01:31
S1008,Z286,,AirQuality,79.0,2025-06-29 10:04:35
S1009,Z286,,Vibration,54.4,2025-07-01 13:51:57
S1010,Z286,,Temperature,84.1,2025-07-01 07:54:16
S1011,Z286,,Pressure,30.3,2025-07-01 17:28:40
S1012,Z287,,Sound,57.8,2025-07-01 02:01:10
S1013,Z287,,Vibration,52.2,2025-07-01 12:14:27
S1014,Z287,E1420,Humidity,55.9,2025-07-01 06:14:18
S1015,Z287,,Pressure,30.2,2025-07-01 21:08:47
S1016,Z288,E0861,Occupancy,0.0,2025-07-01 09:50:24
S1017,Z288,E2070,Sound,39.9,2025-07-01 15:59:46
S1018,Z288,,Humidity,65.3,2025-07-01 19:38:40
S1019,Z288,,Smoke,0.9,2025-06-29 05:21:49
S1020,Z288,E3813,Light,363.5,2025-07-01 16:32:39
S1021,Z289,,Sound,69.5,2025-07-01 05:11:06
S1022,Z289,,Humidity,42.8,2025-07-01 12:57:46
S1023,Z289,E4265,Occupancy,5.0,2025-07-01 19:38:38
S1024,Z289,E3644,Motion,0.0,2025-07-01 17:18:03
S1025,Z289,E0997,Occupancy,3.0,2025-07-01 18:45:26
S1026,Z290,E0357,AirQuality,50.1,2025-07-01 20:30:19
S1027,Z290,,Temperature,66.4,2025-07-01 20:39:03
S1028,Z291,,Pressure,30.5,2025-07-01 06:33:19
S1029,Z291,,Sound,58.4,2025-07-01 15:26:27
S1030,Z291,,Vibration,91.3,2025-07-01 11:18:52
S1031,Z292,E1087,Motion,0.0,2025-07-01 20:58:39
S1032,Z292,E0953,Occupancy,10.0,2025-07-01 03:48:13
S1033,Z292,E0902,Vibration,17.3,2025-07-01 17:27:04
S1034,Z293,,AirQuality,21.0,2025-07-01 17:23:29
S1035,Z293,,CO2,357.2,2025-06-30 21:54:19
S1036,Z293,,Light,673.6,2025-07-01 18:15:14
S1037,Z293,E0915,CO2,515.4,2025-07-01 06:48:21
S1038,Z293,E4007,Smoke,2.6,2025-07-01 13:58:45
S1039,Z294,E2413,Occupancy,25.0,2025-07-01 10:50:07
S1040,Z294,,Humidity,58.8,2025-06-29 18:37:37
S1041,Z294,,Temperature,68.8,2025-06-29 18:39:36
S1042,Z295,,Motion,0.0,2025-07-01 13:37:27
S1043,Z295,,Occupancy,13.0,2025-07-01 04:33:22
S1044,Z295,E5379,Smoke,0.7,2025-07-01 05:53:50
S1045,Z295,,Humidity,43.3,2025-07-01 02:59:33
S1046,Z295,E0758,Motion,0.0,2025-07-01 13:40:23
S1047,Z296,E1967,AirQuality,58.0,2025-06-29 07:16:40
S1048,Z296,,Temperature,78.1,2025-07-01 15:41:51
S1049,Z296,E0313,Motion,0.0,2025-07-01 18:52:20
S1050,Z297,,Sound,46.7,2025-07-01 02:01:06
S1051,Z297,E2482,Light,947.4,2025-07-01 17:51:45
S1052,Z297,E4403,Humidity,38.3,2025-07-01 08:28:06
S1053,Z297,E1511,AirQuality,75.8,2025-07-01 10:06:17
S1054,Z298,,AirQuality,46.9,2025-07-01 12:37:09
S1055,Z298,,Pressure,29.8,2025-07-01 17:16:59
S1056,Z298,,Light,531.2,2025-06-29 21:58:47
S1057,Z299,,Vibration,19.3,2025-07-01 15:02:14
S1058,Z299,,AirQuality,92.0,2025-07-01 20:22:57
S1059,Z299,E3417,Light,278.7,2025-07-01 06:40:14
S1060,Z299,E5271,Occupancy,9.0,2025-07-01 14:00:50
S1061,Z299,,CO2,345.3,2025-07-01 08:40:14
S1062,Z300,,Temperature,77.5,2025-06-29 12:52:07
S1063,Z300,,CO2,541.6,2025-07-01 01:01:23
S1064,Z301,E4065,Pressure,30.1,2025-06-30 04:55:52
S1065,Z301,,Vibration,70.9,2025-07-01 04:34:54
S1066,Z302,E2240,Motion,1.0,2025-07-01 10:31:36
S1067,Z302,,Smoke,7.7,2025-07-01 13:53:01
S1068,Z303,E1593,Motion,0.0,2025-07-01 05:21:11
S1069,Z303,,Temperature,77.9,2025-07-01 16:05:35
S1070,Z303,,Vibration,42.7,2025-07-01 02:36:47
S1071,Z303,,CO2,351.8,2025-07-01 07:18:27
S1072,Z303,,Light,659.4,2025-06-29 03:54:29
S1073,Z304,E0982,Light,546.2,2025-07-01 15:38:13
S1074,Z304,,Temperature,81.1,2025-07-01 05:12:14
S1075,Z305,,Smoke,1.4,2025-07-01 15:40:25
S1076,Z305,,Light,361.7,2025-07-01 22:26:01
S1077,Z305,,Light,705.2,2025-06-29 05:45:08
S1078,Z305,,CO2,600.3,2025-06-29 07:18:07
S1079,Z306,,Vibration,89.2,2025-06-29 18:21:19
S1080,Z306,,Temperature,83.6,2025-07-01 16:27:45
S1081,Z307,,Motion,0.0,2025-07-01 17:44:42
S1082,Z307,E3514,Temperature,66.9,2025-06-29 15:06:27
S1083,Z307,E0651,Temperature,78.2,2025-07-01 18:53:46
S1084,Z308,E0710,Humidity,30.8,2025-07-01 10:23:22
S1085,Z308,E1795,AirQuality,29.8,2025-07-01 16:25:26
S1086,Z308,,Motion,0.0,2025-07-01 05:07:50
S1087,Z308,E1549,Light,899.5,2025-07-01 13:29:33
S1088,Z309,,Pressure,30.1,2025-07-01 15:31:27
S1089,Z309,,Sound,45.4,2025-07-01 05:35:04
S1090,Z309,E4781,Smoke,5.8,2025-07-01 06:01:03
S1091,Z310,,Pressure,29.7,2025-07-01 11:11:03
S1092,Z310,,AirQuality,78.0,2025-07-01 07:07:44
S1093,Z310,,Pressure,29.9,2025-07-01 11:11:40
S1094,Z310,,Pressure,29.5,2025-07-01 17:27:47
S1095,Z311,,Smoke,1.0,2025-07-01 00:49:47
S1096,Z311,,Light,993.5,2025-06-29 22:09:36
S1097,Z311,,AirQuality,63.7,2025-07-01 21:43:47
S1098,Z311,,Vibration,84.7,2025-07-01 09:26:17
S1099,Z311,E3250,AirQuality,91.3,2025-06-30 04:38:50
S1100,Z312,,Vibration,67.9,2025-07-01 07:32:25
S1101,Z312,,AirQuality,91.3,2025-07-01 01:38:54
S1102,Z312,E5081,Light,609.4,2025-07-01 06:25:12
S1103,Z313,,Smoke,6.8,2025-06-30 18:19:08
S1104,Z313,,Sound,70.8,2025-07-01 11:20:03
S1105,Z313,,Smoke,3.3,2025-07-01 17:21:11
S1106,Z313,,Pressure,29.9,2025-07-01 22:31:33
S1107,Z314,E3427,Motion,1.0,2025-07-01 16:10:13
S1108,Z314,,Vibration,9.0,2025-07-01 10:52:31
S1109,Z314,,Motion,1.0,2025-07-01 04:21:16
S1110,Z314,E5396,Motion,0.0,2025-07-01 17:17:54
S1111,Z314,,Temperature,75.9,2025-07-01 10:16:03
S1112,Z315,E1112,Light,388.8,2025-07-01 06:32:56
S1113,Z315,,AirQuality,35.7,2025-07-01 05:51:56
S1114,Z316,,Sound,67.0,2025-07-01 15:18:57
S1115,Z316,,CO2,1053.1,2025-07-01 11:44:37
S1116,Z317,,AirQuality,78.6,2025-07-01 19:17:49
S1117,Z317,,Pressure,29.8,2025-07-01 04:02:57
S1118,Z318,E2221,CO2,634.8,2025-07-01 01:30:11
S1119,Z318,,AirQuality,31.7,2025-07-01 22:09:40
S1120,Z318,E4043,Light,958.5,2025-06-29 22:59:48
S1121,Z318,,Temperature,77.9,2025-07-01 06:29:15
S1122,Z319,,Temperature,67.5,2025-07-01 09:24:33
S1123,Z319,,Pressure,30.2,2025-07-01 01:21:08
S1124,Z319,,Smoke,5.5,2025-07-01 22:34:29
S1125,Z319,E4389,Temperature,65.8,2025-06-29 02:16:06
S1126,Z320,,Sound,52.1,2025-07-01 22:42:55
S1127,Z320,,Vibration,69.0,2025-07-01 04:09:29
S1128,Z320,,Pressure,30.1,2025-07-01 18:53:45
S1129,Z320,,Smoke,0.4,2025-06-29 00:32:58
S1130,Z320,E4259,Occupancy,8.0,2025-07-01 13:55:47
S1131,Z321,E1165,AirQuality,60.6,2025-07-01 04:07:17
S1132,Z321,,Vibration,98.7,2025-07-01 01:34:54
S1133,Z321,E1169,CO2,1151.3,2025-07-01 11:23:10
S1134,Z322,,Vibration,37.0,2025-07-01 01:27:50
S1135,Z322,,Light,739.9,2025-07-01 09:11:52
S1136,Z322,,AirQuality,19.3,2025-07-01 06:41:49
S1137,Z322,,Sound,64.5,2025-07-01 18:17:10
S1138,Z322,,Humidity,48.6,2025-06-30 16:51:50
S1139,Z323,,Pressure,29.7,2025-07-01 06:42:10
S1140,Z323,,Pressure,30.4,2025-07-01 10:55:31
S1141,Z323,E3434,Temperature,73.2,2025-07-01 06:02:22
S1142,Z323,E3060,Motion,1.0,2025-07-01 10:40:50
S1143,Z323,E4199,Motion,1.0,2025-07-01 18:34:30
S1144,Z324,,Light,458.8,2025-07-01 16:56:51
S1145,Z324,E0835,Sound,45.6,2025-06-29 20:11:01
S1146,Z325,E3373,Smoke,8.7,2025-06-30 15:25:00
S1147,Z325,,Pressure,30.1,2025-07-01 06:47:19
S1148,Z325,,Occupancy,15.0,2025-06-30 22:06:46
S1149,Z325,E2969,Vibration,76.6,2025-07-01 03:10:08
S1150,Z325,,Light,987.9,2025-07-01 22:35:49
S1151,Z326,,Sound,47.4,2025-07-01 12:14:45
S1152,Z326,,Occupancy,2.0,2025-07-01 20:41:03
S1153,Z326,E0426,Sound,66.3,2025-07-01 21:26:17
S1154,Z326,,Motion,1.0,2025-07-01 18:18:53
S1155,Z327,,Sound,55.0,2025-07-01 11:12:07
S1156,Z327,,Temperature,73.1,2025-06-30 17:06:07
S1157,Z327,E4512,Motion,0.0,2025-07-01 03:09:50
S1158,Z327,,Vibration,95.1,2025-07-01 04:30:15
S1159,Z328,,Humidity,68.5,2025-06-29 16:55:58
S1160,Z328,,Pressure,29.7,2025-07-01 02:27:23
S1161,Z328,E5188,Smoke,2.1,2025-07-01 12:39:28
S1162,Z328,E1483,Smoke,1.8,2025-07-01 13:59:19
S1163,Z328,E1880,Humidity,50.2,2025-07-01 23:25:47
S1164,Z329,,Light,966.0,2025-07-01 18:57:36
S1165,Z329,,Motion,0.0,2025-07-01 00:46:02
S1166,Z329,,Temperature,72.4,2025-07-01 10:49:14
S1167,Z329,,Temperature,80.3,2025-07-01 18:53:03
S1168,Z330,,Temperature,78.7,2025-07-01 23:27:15
S1169,Z330,,Occupancy,16.0,2025-07-01 08:03:15
S1170,Z330,E5277,Occupancy,11.0,2025-07-01 12:35:59
S1171,Z331,,Smoke,8.3,2025-07-01 11:08:26
S1172,Z331,,AirQuality,83.2,2025-07-01 18:44:26
S1173,Z331,E3998,Occupancy,2.0,2025-07-01 17:44:44
S1174,Z332,,Smoke,8.8,2025-06-30 05:02:58
S1175,Z332,,Pressure,30.0,2025-07-01 17:03:06
S1176,Z333,,Smoke,4.8,2025-07-01 09:14:57
S1177,Z333,,CO2,877.7,2025-07-01 23:02:21
S1178,Z333,,Light,295.1,2025-07-01 06:07:19
S1179,Z333,,Occupancy,14.0,2025-06-29 08:00:28
S1180,Z333,E3315,AirQuality,63.2,2025-07-01 04:12:34
S1181,Z334,,Light,324.1,2025-07-01 13:49:11
S1182,Z334,,AirQuality,53.8,2025-06-29 23:07:01
S1183,Z334,E5053,Pressure,29.6,2025-07-01 18:22:02
S1184,Z334,,Humidity,62.9,2025-06-30 03:43:29
S1185,Z334,E1757,Smoke,7.7,2025-07-01 03:44:29
S1186,Z335,,Sound,79.9,2025-07-01 03:11:47
S1187,Z335,,Smoke,1.0,2025-06-29 06:04:26
S1188,Z335,,CO2,728.9,2025-07-01 19:49:25
S1189,Z335,E5281,Pressure,30.4,2025-07-01 15:54:21
S1190,Z336,E1241,Sound,59.3,2025-06-30 02:49:03
S1191,Z336,,Vibration,52.5,2025-07-01 19:16:40
S1192,Z336,,AirQuality,48.6,2025-07-01 07:03:02
S1193,Z336,,Humidity,68.2,2025-07-01 05:12:55
S1194,Z337,E3072,Humidity,64.2,2025-07-01 12:58:56
S1195,Z337,E3704,Vibration,55.1,2025-07-01 19:19:36
S1196,Z337,,Light,801.1,2025-07-01 03:34:12
S1197,Z337,,Temperature,75.8,2025-07-01 18:43:37
S1198,Z338,,Temperature,69.2,2025-06-30 02:43:03
S1199,Z338,E5480,Humidity,49.4,2025-07-01 15:07:31
S1200,Z338,,Vibration,30.7,2025-07-01 11:02:07
S1201,Z338,,CO2,444.1,2025-07-01 08:16:44
S1202,Z339,,Smoke,5.9,2025-07-01 14:51:12
S1203,Z339,,Smoke,6.2,2025-07-01 11:18:17
S1204,Z339,,Temperature,66.6,2025-07-01 11:17:28
S1205,Z339,,Pressure,30.2,2025-07-01 16:38:26
S1206,Z339,,CO2,556.4,2025-07-01 02:46:19
S1207,Z340,,Occupancy,22.0,2025-06-29 01:19:51
S1208,Z340,E1232,Light,96.8,2025-07-01 01:00:20
S1209,Z340,,Light,433.0,2025-07-01 01:55:30
S1210,Z340,,Motion,0.0,2025-07-01 09:39:06
S1211,Z340,,Vibration,7.0,2025-07-01 08:11:19
S1212,Z341,E1454,Vibration,24.2,2025-07-01 23:05:14
S1213,Z341,,Sound,50.2,2025-07-01 01:06:47
S1214,Z341,,Smoke,3.7,2025-07-01 12:59:20
S1215,Z342,,Vibration,99.9,2025-07-01 07:36:05
S1216,Z342,,Humidity,38.0,2025-07-01 08:16:31
S1217,Z343,E0698,CO2,1160.6,2025-07-01 23:29:24
S1218,Z343,E3977,Temperature,81.6,2025-07-01 05:41:58
S1219,Z343,,Occupancy,1.0,2025-07-01 03:15:34
S1220,Z343,,Sound,68.0,2025-07-01 19:12:06
S1221,Z343,,Temperature,83.8,2025-06-29 01:34:03
S1222,Z344,E3210,Smoke,8.3,2025-07-01 19:00:23
S1223,Z344,E2627,Humidity,42.1,2025-07-01 23:07:38
S1224,Z344,E4893,AirQuality,70.3,2025-07-01 21:54:37
S1225,Z344,,Vibration,34.0,2025-07-01 09:11:04
S1226,Z345,E3753,Temperature,73.0,2025-07-01 08:07:34
S1227,Z345,,Light,190.2,2025-07-01 06:30:18
S1228,Z345,E5197,CO2,588.7,2025-07-01 01:05:43
S1229,Z346,E4943,Motion,1.0,2025-06-30 06:30:17
S1230,Z346,,Occupancy,13.0,2025-06-30 15:43:04
S1231,Z347,,Humidity,42.4,2025-06-29 21:12:57
S1232,Z347,,Occupancy,4.0,2025-07-01 23:14:27
S1233,Z347,,AirQuality,41.7,2025-07-01 01:38:27
S1234,Z348,,Sound,63.3,2025-07-01 11:55:23
S1235,Z348,,Vibration,38.7,2025-07-01 05:01:06
S1236,Z348,,Occupancy,22.0,2025-07-01 04:24:36
S1237,Z348,,Temperature,67.2,2025-07-01 02:45:40
S1238,Z349,,Temperature,67.2,2025-07-01 12:45:57
S1239,Z349,,Pressure,30.4,2025-07-01 16:02:40
S1240,Z349,,Motion,1.0,2025-07-01 10:09:03
S1241,Z350,E4355,Smoke,9.9,2025-06-30 00:15:29
S1242,Z350,,Motion,1.0,2025-07-01 15:16:12
S1243,Z351,,Light,943.9,2025-07-01 11:50:30
S1244,Z351,,Sound,49.8,2025-06-30 13:29:13
S1245,Z351,,Vibration,50.7,2025-07-01 09:19:16
S1246,Z351,,Vibration,73.3,2025-07-01 20:19:37
S1247,Z351,,Humidity,64.0,2025-07-01 08:28:39
S1248,Z352,,Sound,70.6,2025-07-01 18:24:15
S1249,Z352,E5485,Sound,46.6,2025-06-30 20:58:22
S1250,Z353,,AirQuality,42.9,2025-07-01 13:53:14
S1251,Z353,,Occupancy,13.0,2025-07-01 07:23:47
S1252,Z353,,Motion,0.0,2025-07-01 13:17:58
S1253,Z353,,Humidity,37.0,2025-07-01 01:31:35
S1254,Z354,E3344,Smoke,2.5,2025-07-01 09:34:00
S1255,Z354,,AirQuality,46.5,2025-07-01 10:50:47
S1256,Z354,E2706,Occupancy,0.0,2025-07-01 08:32:52
S1257,Z354,,Smoke,9.7,2025-07-01 18:59:38
S1258,Z355,,AirQuality,84.1,2025-07-01 04:51:06
S1259,Z355,,Vibration,12.8,2025-07-01 12:55:37
S1260,Z355,,Pressure,30.1,2025-07-01 09:44:48
S1261,Z355,,Motion,0.0,2025-06-30 08:45:20
S1262,Z355,E2262,CO2,446.0,2025-07-01 06:36:02
S1263,Z356,,Smoke,5.0,2025-07-01 04:18:01
S1264,Z356,,Temperature,79.2,2025-06-30 20:21:00
S1265,Z356,,CO2,454.7,2025-07-01 05:26:15
S1266,Z356,,Humidity,56.9,2025-06-30 18:18:25
S1267,Z356,E4643,Smoke,0.8,2025-07-01 01:04:47
S1268,Z357,E3908,Light,363.1,2025-07-01 03:25:04
S1269,Z357,,Occupancy,22.0,2025-07-01 20:33:02
S1270,Z357,,AirQuality,38.3,2025-06-30 20:23:03
S1271,Z357,,Pressure,30.4,2025-07-01 18:26:07
S1272,Z358,E2218,Motion,1.0,2025-07-01 13:44:58
S1273,Z358,E4921,Vibration,87.2,2025-07-01 05:22:16
S1274,Z358,,AirQuality,79.2,2025-07-01 15:37:50
S1275,Z358,E2860,Light,840.7,2025-07-01 16:04:46
S1276,Z358,,Light,784.5,2025-07-01 21:18:44
S1277,Z359,E3199,Vibration,51.2,2025-07-01 10:07:05
S1278,Z359,,AirQuality,82.2,2025-06-30 12:59:09
S1279,Z359,,AirQuality,69.2,2025-07-01 05:42:59
S1280,Z360,,Occupancy,9.0,2025-07-01 20:27:59
S1281,Z360,,Temperature,70.6,2025-07-01 17:17:10
S1282,Z361,E4740,CO2,620.2,2025-07-01 01:19:20
S1283,Z361,,Vibration,68.4,2025-07-01 19:34:22
S1284,Z361,,Vibration,51.7,2025-07-01 00:50:15
S1285,Z361,E0829,Pressure,30.3,2025-07-01 07:11:39
S1286,Z361,E1242,Motion,0.0,2025-07-01 15:15:28
S1287,Z362,,CO2,350.3,2025-07-01 18:23:54
S1288,Z362,,Smoke,7.8,2025-07-01 22:00:33
S1289,Z362,,Humidity,38.5,2025-07-01 10:10:37
S1290,Z362,,Pressure,29.7,2025-07-01 04:29:00
S1291,Z362,,Pressure,29.9,2025-07-01 13:59:06
S1292,Z363,,CO2,812.3,2025-07-01 18:23:07
S1293,Z363,,CO2,790.7,2025-07-01 02:04:12
S1294,Z364,,Occupancy,1.0,2025-07-01 20:00:07
S1295,Z364,E5156,Smoke,6.2,2025-07-01 18:43:00
S1296,Z364,,Pressure,30.3,2025-07-01 09:48:27
S1297,Z365,E0689,Temperature,81.8,2025-07-01 19:52:42
S1298,Z365,,Light,546.7,2025-07-01 02:08:31
S1299,Z365,,AirQuality,28.4,2025-06-30 02:54:08
S1300,Z366,,CO2,523.7,2025-07-01 22:26:16
S1301,Z366,,Smoke,6.2,2025-07-01 05:20:41
S1302,Z366,E2030,Humidity,44.6,2025-06-29 08:24:21
S1303,Z366,E3092,Humidity,57.4,2025-07-01 09:33:23
S1304,Z366,,CO2,621.8,2025-06-29 02:39:28
S1305,Z367,E1613,Smoke,0.8,2025-07-01 23:15:46
S1306,Z367,E3017,Motion,1.0,2025-07-01 09:44:57
S1307,Z367,,Smoke,0.2,2025-06-30 09:12:01
S1308,Z367,,Vibration,55.6,2025-07-01 03:07:41
S1309,Z367,,Vibration,55.3,2025-07-01 18:37:03
S1310,Z368,E5388,CO2,578.6,2025-06-29 02:40:04
S1311,Z368,,Pressure,30.0,2025-07-01 01:14:23
S1312,Z368,,Smoke,4.4,2025-06-30 13:41:54
S1313,Z368,,Temperature,83.0,2025-07-01 03:17:37
S1314,Z368,E3798,Humidity,42.0,2025-07-01 04:00:36
S1315,Z369,E2972,AirQuality,64.4,2025-06-28 23:38:24
S1316,Z369,,Humidity,68.7,2025-07-01 01:34:12
S1317,Z369,E1585,Sound,70.3,2025-06-30 09:24:22
S1318,Z369,,Pressure,30.2,2025-06-30 15:44:20
S1319,Z369,E2695,Temperature,65.9,2025-06-29 19:48:10
S1320,Z370,E2061,Occupancy,18.0,2025-07-01 09:02:39
S1321,Z370,,Humidity,43.1,2025-07-01 06:10:44
