id,title,releaseYear,duration,rating,directorID,actorCharacterPairs,genres,genres_tru
movie_263,"Movie 263 - Quick and the Dead, The (1995)",2012,164,7.8,director_32,"[{'actorID': 'actor_59', 'characterID': 'char_372'}, {'actorID': 'actor_6', 'characterID': 'char_53'}, {'actorID': 'actor_42', 'characterID': 'char_29'}, {'actorID': 'actor_28', 'characterID': 'char_478'}, {'actorID': 'actor_45', 'characterID': 'char_483'}, {'actorID': 'actor_62', 'characterID': 'char_122'}]","[{'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}, {'name': 'History', 'description': 'Historical events and figures'}]",Action|Thriller|Western
movie_264,Movie 264 - Roommates (1995),2014,93,6.6,director_25,"[{'actorID': 'actor_16', 'characterID': 'char_410'}, {'actorID': 'actor_18', 'characterID': 'char_594'}, {'actorID': 'actor_51', 'characterID': 'char_583'}, {'actorID': 'actor_71', 'characterID': 'char_353'}, {'actorID': 'actor_0', 'characterID': 'char_293'}]","[{'name': 'Documentary', 'description': 'Non-fiction, informational film'}, {'name': 'War', 'description': 'Stories focused on warfare and conflict'}]",Comedy|Drama
movie_265,Movie 265 - Ready to Wear (Pret-A-Porter) (1994),2013,168,4.9,director_10,"[{'actorID': 'actor_30', 'characterID': 'char_603'}, {'actorID': 'actor_18', 'characterID': 'char_521'}, {'actorID': 'actor_68', 'characterID': 'char_620'}, {'actorID': 'actor_51', 'characterID': 'char_435'}, {'actorID': 'actor_56', 'characterID': 'char_446'}, {'actorID': 'actor_36', 'characterID': 'char_520'}]","[{'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}, {'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}]",Comedy
movie_266,Movie 266 - Three Colors: Red (Trois couleurs: Rouge) (1994),1999,118,9.8,director_27,"[{'actorID': 'actor_65', 'characterID': 'char_711'}, {'actorID': 'actor_69', 'characterID': 'char_162'}, {'actorID': 'actor_20', 'characterID': 'char_580'}, {'actorID': 'actor_51', 'characterID': 'char_123'}, {'actorID': 'actor_3', 'characterID': 'char_401'}]","[{'name': 'Horror', 'description': 'Scary and fear-inducing themes'}, {'name': 'Comedy', 'description': 'Light-hearted, humorous content'}, {'name': 'Drama', 'description': 'Serious, narrative-driven stories'}]",Drama
movie_267,Movie 267 - Three Colors: Blue (Trois couleurs: Bleu) (1993),2018,161,8.3,director_25,"[{'actorID': 'actor_63', 'characterID': 'char_745'}, {'actorID': 'actor_4', 'characterID': 'char_440'}]","[{'name': 'Comedy', 'description': 'Light-hearted, humorous content'}]",Drama
movie_268,Movie 268 - Three Colors: White (Trzy kolory: Bialy) (1994),2001,162,8.5,director_19,"[{'actorID': 'actor_28', 'characterID': 'char_342'}, {'actorID': 'actor_36', 'characterID': 'char_663'}, {'actorID': 'actor_23', 'characterID': 'char_516'}, {'actorID': 'actor_42', 'characterID': 'char_63'}]","[{'name': 'Horror', 'description': 'Scary and fear-inducing themes'}, {'name': 'Drama', 'description': 'Serious, narrative-driven stories'}, {'name': 'Musical', 'description': 'Song and dance-driven narratives'}]",Comedy|Drama
movie_269,Movie 269 - Rent-a-Kid (1995),1982,116,6.2,director_6,"[{'actorID': 'actor_48', 'characterID': 'char_196'}, {'actorID': 'actor_44', 'characterID': 'char_9'}, {'actorID': 'actor_71', 'characterID': 'char_637'}, {'actorID': 'actor_10', 'characterID': 'char_230'}, {'actorID': 'actor_40', 'characterID': 'char_225'}]","[{'name': 'War', 'description': 'Stories focused on warfare and conflict'}]",Comedy
movie_270,Movie 270 - Relative Fear (1994),2013,173,7.3,director_6,"[{'actorID': 'actor_61', 'characterID': 'char_380'}, {'actorID': 'actor_60', 'characterID': 'char_331'}, {'actorID': 'actor_11', 'characterID': 'char_446'}, {'actorID': 'actor_17', 'characterID': 'char_18'}, {'actorID': 'actor_35', 'characterID': 'char_741'}]","[{'name': 'Comedy', 'description': 'Light-hearted, humorous content'}, {'name': 'Drama', 'description': 'Serious, narrative-driven stories'}]",Horror|Thriller
movie_271,Movie 271 - Stuart Saves His Family (1995),1983,116,8.8,director_9,"[{'actorID': 'actor_56', 'characterID': 'char_437'}, {'actorID': 'actor_40', 'characterID': 'char_259'}, {'actorID': 'actor_35', 'characterID': 'char_38'}, {'actorID': 'actor_25', 'characterID': 'char_111'}, {'actorID': 'actor_23', 'characterID': 'char_693'}, {'actorID': 'actor_42', 'characterID': 'char_576'}]","[{'name': 'Animation', 'description': 'Animated content for all ages'}]",Comedy
movie_272,"Movie 272 - Swan Princess, The (1994)",1991,142,6.2,director_20,"[{'actorID': 'actor_34', 'characterID': 'char_62'}, {'actorID': 'actor_35', 'characterID': 'char_23'}, {'actorID': 'actor_54', 'characterID': 'char_688'}, {'actorID': 'actor_19', 'characterID': 'char_708'}, {'actorID': 'actor_2', 'characterID': 'char_99'}, {'actorID': 'actor_48', 'characterID': 'char_483'}, {'actorID': 'actor_46', 'characterID': 'char_609'}]","[{'name': 'Horror', 'description': 'Scary and fear-inducing themes'}, {'name': 'Drama', 'description': 'Serious, narrative-driven stories'}, {'name': 'Comedy', 'description': 'Light-hearted, humorous content'}]",Animation|Children
movie_273,"Movie 273 - Secret of Roan Inish, The (1994)",2004,118,9.1,director_30,"[{'actorID': 'actor_66', 'characterID': 'char_622'}, {'actorID': 'actor_21', 'characterID': 'char_118'}]","[{'name': 'Romance', 'description': 'Love-focused, emotional tales'}]",Children|Drama|Fantasy|Mystery
movie_274,"Movie 274 - Specialist, The (1994)",2016,166,8,director_30,"[{'actorID': 'actor_54', 'characterID': 'char_230'}, {'actorID': 'actor_27', 'characterID': 'char_673'}, {'actorID': 'actor_71', 'characterID': 'char_203'}]","[{'name': 'Comedy', 'description': 'Light-hearted, humorous content'}, {'name': 'Animation', 'description': 'Animated content for all ages'}]",Action|Drama|Thriller
movie_275,Movie 275 - Stargate (1994),1996,118,5.7,director_26,"[{'actorID': 'actor_33', 'characterID': 'char_48'}, {'actorID': 'actor_0', 'characterID': 'char_493'}, {'actorID': 'actor_72', 'characterID': 'char_71'}]","[{'name': 'Animation', 'description': 'Animated content for all ages'}, {'name': 'Action', 'description': 'High-intensity, fast-paced movies'}, {'name': 'War', 'description': 'Stories focused on warfare and conflict'}]",Action|Adventure|Sci-Fi
movie_276,"Movie 276 - Santa Clause, The (1994)",1997,150,9.2,director_16,"[{'actorID': 'actor_71', 'characterID': 'char_387'}, {'actorID': 'actor_0', 'characterID': 'char_619'}, {'actorID': 'actor_73', 'characterID': 'char_18'}, {'actorID': 'actor_53', 'characterID': 'char_296'}, {'actorID': 'actor_43', 'characterID': 'char_343'}, {'actorID': 'actor_38', 'characterID': 'char_278'}, {'actorID': 'actor_60', 'characterID': 'char_709'}]","[{'name': 'Family', 'description': 'Suitable for all ages'}, {'name': 'Adventure', 'description': 'Exploration and quests'}, {'name': 'War', 'description': 'Stories focused on warfare and conflict'}]",Comedy|Drama|Fantasy
movie_277,"Movie 277 - Shawshank Redemption, The (1994)",1980,177,9,director_9,"[{'actorID': 'actor_40', 'characterID': 'char_610'}, {'actorID': 'actor_64', 'characterID': 'char_696'}, {'actorID': 'actor_74', 'characterID': 'char_287'}, {'actorID': 'actor_24', 'characterID': 'char_471'}, {'actorID': 'actor_26', 'characterID': 'char_302'}, {'actorID': 'actor_10', 'characterID': 'char_156'}]","[{'name': 'Comedy', 'description': 'Light-hearted, humorous content'}]",Crime|Drama
movie_278,Movie 278 - Shallow Grave (1994),2005,157,8,director_11,"[{'actorID': 'actor_11', 'characterID': 'char_230'}, {'actorID': 'actor_0', 'characterID': 'char_317'}, {'actorID': 'actor_59', 'characterID': 'char_144'}, {'actorID': 'actor_73', 'characterID': 'char_248'}, {'actorID': 'actor_30', 'characterID': 'char_208'}, {'actorID': 'actor_19', 'characterID': 'char_210'}, {'actorID': 'actor_15', 'characterID': 'char_175'}]","[{'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}]",Comedy|Drama|Thriller
movie_279,Movie 279 - Suture (1993),2016,137,9.4,director_30,"[{'actorID': 'actor_21', 'characterID': 'char_101'}, {'actorID': 'actor_18', 'characterID': 'char_721'}, {'actorID': 'actor_32', 'characterID': 'char_178'}, {'actorID': 'actor_70', 'characterID': 'char_504'}, {'actorID': 'actor_15', 'characterID': 'char_723'}]","[{'name': 'Family', 'description': 'Suitable for all ages'}, {'name': 'History', 'description': 'Historical events and figures'}, {'name': 'Crime', 'description': 'Focus on criminal acts and detection'}]",Film-Noir|Thriller
movie_280,Movie 280 - Strawberry and Chocolate (Fresa y chocolate) (1993),2008,146,8.7,director_22,"[{'actorID': 'actor_58', 'characterID': 'char_687'}, {'actorID': 'actor_47', 'characterID': 'char_718'}, {'actorID': 'actor_59', 'characterID': 'char_653'}]","[{'name': 'Western', 'description': 'American Frontier, cowboy themes'}, {'name': 'Comedy', 'description': 'Light-hearted, humorous content'}, {'name': 'Mystery', 'description': 'Investigation and revealing secrets'}]",Drama
movie_281,Movie 281 - Swimming with Sharks (1995),2014,170,8.5,director_12,"[{'actorID': 'actor_68', 'characterID': 'char_574'}, {'actorID': 'actor_48', 'characterID': 'char_362'}, {'actorID': 'actor_21', 'characterID': 'char_392'}, {'actorID': 'actor_61', 'characterID': 'char_567'}, {'actorID': 'actor_42', 'characterID': 'char_40'}, {'actorID': 'actor_6', 'characterID': 'char_206'}, {'actorID': 'actor_7', 'characterID': 'char_714'}]","[{'name': 'Crime', 'description': 'Focus on criminal acts and detection'}, {'name': 'Thriller', 'description': 'Suspenseful, tension-building plots'}, {'name': 'Adventure', 'description': 'Exploration and quests'}]",Comedy|Drama
movie_282,"Movie 282 - Sum of Us, The (1994)",1983,157,5.6,director_3,"[{'actorID': 'actor_10', 'characterID': 'char_8'}, {'actorID': 'actor_74', 'characterID': 'char_404'}, {'actorID': 'actor_27', 'characterID': 'char_716'}, {'actorID': 'actor_66', 'characterID': 'char_381'}, {'actorID': 'actor_46', 'characterID': 'char_608'}]","[{'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}, {'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}]",Comedy|Drama
movie_283,Movie 283 - National Lampoon's Senior Trip (1995),2020,168,6.2,director_8,"[{'actorID': 'actor_56', 'characterID': 'char_453'}, {'actorID': 'actor_21', 'characterID': 'char_269'}, {'actorID': 'actor_74', 'characterID': 'char_205'}, {'actorID': 'actor_49', 'characterID': 'char_105'}, {'actorID': 'actor_33', 'characterID': 'char_73'}]","[{'name': 'Action', 'description': 'High-intensity, fast-paced movies'}, {'name': 'Romance', 'description': 'Love-focused, emotional tales'}, {'name': 'Family', 'description': 'Suitable for all ages'}]",Comedy
movie_284,Movie 284 - To Live (Huozhe) (1994),2002,153,6.9,director_10,"[{'actorID': 'actor_45', 'characterID': 'char_666'}, {'actorID': 'actor_19', 'characterID': 'char_111'}, {'actorID': 'actor_37', 'characterID': 'char_525'}, {'actorID': 'actor_46', 'characterID': 'char_121'}, {'actorID': 'actor_44', 'characterID': 'char_415'}, {'actorID': 'actor_28', 'characterID': 'char_747'}]","[{'name': 'History', 'description': 'Historical events and figures'}, {'name': 'Thriller', 'description': 'Suspenseful, tension-building plots'}]",Drama
movie_285,Movie 285 - Tank Girl (1995),2018,156,7.8,director_11,"[{'actorID': 'actor_14', 'characterID': 'char_615'}, {'actorID': 'actor_37', 'characterID': 'char_360'}]","[{'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}, {'name': 'Family', 'description': 'Suitable for all ages'}, {'name': 'Adventure', 'description': 'Exploration and quests'}]",Action|Comedy|Sci-Fi
movie_286,Movie 286 - Tales from the Crypt Presents: Demon Knight (1995),2012,142,6.1,director_30,"[{'actorID': 'actor_28', 'characterID': 'char_110'}, {'actorID': 'actor_0', 'characterID': 'char_573'}, {'actorID': 'actor_41', 'characterID': 'char_593'}, {'actorID': 'actor_52', 'characterID': 'char_279'}, {'actorID': 'actor_48', 'characterID': 'char_729'}, {'actorID': 'actor_47', 'characterID': 'char_46'}]","[{'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}, {'name': 'History', 'description': 'Historical events and figures'}, {'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}]",Horror|Thriller
movie_287,Movie 287 - Star Trek: Generations (1994),1983,130,4.8,director_20,"[{'actorID': 'actor_62', 'characterID': 'char_483'}, {'actorID': 'actor_19', 'characterID': 'char_124'}, {'actorID': 'actor_18', 'characterID': 'char_693'}, {'actorID': 'actor_35', 'characterID': 'char_295'}, {'actorID': 'actor_36', 'characterID': 'char_650'}, {'actorID': 'actor_27', 'characterID': 'char_50'}]","[{'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}]",Adventure|Drama|Sci-Fi
movie_288,Movie 288 - Tales from the Hood (1995),1989,160,5.5,director_3,"[{'actorID': 'actor_74', 'characterID': 'char_744'}, {'actorID': 'actor_52', 'characterID': 'char_60'}, {'actorID': 'actor_7', 'characterID': 'char_247'}]","[{'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}]",Action|Crime|Horror
movie_289,Movie 289 - Tom & Viv (1994),2002,108,8.8,director_27,"[{'actorID': 'actor_63', 'characterID': 'char_520'}, {'actorID': 'actor_19', 'characterID': 'char_129'}, {'actorID': 'actor_39', 'characterID': 'char_109'}, {'actorID': 'actor_69', 'characterID': 'char_156'}, {'actorID': 'actor_3', 'characterID': 'char_471'}]","[{'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}, {'name': 'Musical', 'description': 'Song and dance-driven narratives'}]",Drama
movie_290,Movie 290 - Village of the Damned (1995),1980,84,6.4,director_15,"[{'actorID': 'actor_21', 'characterID': 'char_494'}, {'actorID': 'actor_0', 'characterID': 'char_170'}]","[{'name': 'History', 'description': 'Historical events and figures'}, {'name': 'Comedy', 'description': 'Light-hearted, humorous content'}]",Horror|Sci-Fi
movie_291,Movie 291 - Tommy Boy (1995),1987,132,7.3,director_23,"[{'actorID': 'actor_41', 'characterID': 'char_558'}, {'actorID': 'actor_42', 'characterID': 'char_271'}, {'actorID': 'actor_32', 'characterID': 'char_378'}, {'actorID': 'actor_7', 'characterID': 'char_520'}, {'actorID': 'actor_31', 'characterID': 'char_710'}]","[{'name': 'Musical', 'description': 'Song and dance-driven narratives'}]",Comedy
movie_292,Movie 292 - Vanya on 42nd Street (1994),1980,174,8.8,director_5,"[{'actorID': 'actor_61', 'characterID': 'char_455'}, {'actorID': 'actor_41', 'characterID': 'char_345'}]","[{'name': 'Musical', 'description': 'Song and dance-driven narratives'}]",Drama
movie_293,Movie 293 - Underneath (1995),2004,87,6.1,director_10,"[{'actorID': 'actor_56', 'characterID': 'char_526'}, {'actorID': 'actor_49', 'characterID': 'char_623'}]","[{'name': 'Horror', 'description': 'Scary and fear-inducing themes'}, {'name': 'Documentary', 'description': 'Non-fiction, informational film'}, {'name': 'History', 'description': 'Historical events and figures'}]",Mystery|Thriller
movie_294,"Movie 294 - Walking Dead, The (1995)",2020,124,7.2,director_26,"[{'actorID': 'actor_40', 'characterID': 'char_422'}, {'actorID': 'actor_11', 'characterID': 'char_330'}, {'actorID': 'actor_66', 'characterID': 'char_199'}]","[{'name': 'War', 'description': 'Stories focused on warfare and conflict'}]",Drama|War
movie_295,Movie 295 - What's Eating Gilbert Grape (1993),1990,86,7.8,director_27,"[{'actorID': 'actor_44', 'characterID': 'char_242'}, {'actorID': 'actor_7', 'characterID': 'char_550'}]","[{'name': 'Drama', 'description': 'Serious, narrative-driven stories'}]",Drama
movie_296,Movie 296 - Virtuosity (1995),2014,149,8.6,director_23,"[{'actorID': 'actor_72', 'characterID': 'char_16'}, {'actorID': 'actor_19', 'characterID': 'char_409'}, {'actorID': 'actor_66', 'characterID': 'char_576'}, {'actorID': 'actor_36', 'characterID': 'char_386'}, {'actorID': 'actor_0', 'characterID': 'char_549'}]","[{'name': 'Animation', 'description': 'Animated content for all ages'}, {'name': 'Family', 'description': 'Suitable for all ages'}]",Action|Sci-Fi|Thriller
movie_297,Movie 297 - While You Were Sleeping (1995),2002,120,9.3,director_31,"[{'actorID': 'actor_0', 'characterID': 'char_409'}, {'actorID': 'actor_74', 'characterID': 'char_685'}]","[{'name': 'Romance', 'description': 'Love-focused, emotional tales'}, {'name': 'Drama', 'description': 'Serious, narrative-driven stories'}, {'name': 'Horror', 'description': 'Scary and fear-inducing themes'}]",Comedy|Romance
movie_298,"Movie 298 - War, The (1994)",2004,148,4.9,director_30,"[{'actorID': 'actor_32', 'characterID': 'char_32'}, {'actorID': 'actor_3', 'characterID': 'char_159'}, {'actorID': 'actor_40', 'characterID': 'char_691'}, {'actorID': 'actor_28', 'characterID': 'char_310'}]","[{'name': 'Drama', 'description': 'Serious, narrative-driven stories'}]",Adventure|Drama|War
movie_299,Movie 299 - Double Happiness (1994),2019,92,6.1,director_21,"[{'actorID': 'actor_58', 'characterID': 'char_454'}, {'actorID': 'actor_55', 'characterID': 'char_470'}, {'actorID': 'actor_57', 'characterID': 'char_190'}, {'actorID': 'actor_37', 'characterID': 'char_732'}, {'actorID': 'actor_32', 'characterID': 'char_267'}, {'actorID': 'actor_47', 'characterID': 'char_696'}]","[{'name': 'Comedy', 'description': 'Light-hearted, humorous content'}, {'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}]",Drama
movie_300,Movie 300 - Muriel's Wedding (1994),1984,149,8.9,director_20,"[{'actorID': 'actor_19', 'characterID': 'char_375'}, {'actorID': 'actor_49', 'characterID': 'char_28'}, {'actorID': 'actor_52', 'characterID': 'char_24'}, {'actorID': 'actor_33', 'characterID': 'char_174'}]","[{'name': 'Action', 'description': 'High-intensity, fast-paced movies'}, {'name': 'Drama', 'description': 'Serious, narrative-driven stories'}, {'name': 'Mystery', 'description': 'Investigation and revealing secrets'}]",Comedy
movie_301,"Movie 301 - Baby-Sitters Club, The (1995)",2016,149,5.6,director_14,"[{'actorID': 'actor_50', 'characterID': 'char_568'}, {'actorID': 'actor_25', 'characterID': 'char_188'}]","[{'name': 'Crime', 'description': 'Focus on criminal acts and detection'}, {'name': 'Mystery', 'description': 'Investigation and revealing secrets'}]",Children
movie_302,Movie 302 - Ace Ventura: Pet Detective (1994),2008,170,8.2,director_20,"[{'actorID': 'actor_68', 'characterID': 'char_624'}, {'actorID': 'actor_19', 'characterID': 'char_334'}, {'actorID': 'actor_51', 'characterID': 'char_507'}, {'actorID': 'actor_59', 'characterID': 'char_171'}, {'actorID': 'actor_74', 'characterID': 'char_379'}, {'actorID': 'actor_50', 'characterID': 'char_691'}, {'actorID': 'actor_12', 'characterID': 'char_94'}]","[{'name': 'Animation', 'description': 'Animated content for all ages'}, {'name': 'History', 'description': 'Historical events and figures'}, {'name': 'Adventure', 'description': 'Exploration and quests'}]",Comedy
movie_303,"Movie 303 - Adventures of Priscilla, Queen of the Desert, The (1994)",1991,142,8.3,director_4,"[{'actorID': 'actor_16', 'characterID': 'char_721'}, {'actorID': 'actor_13', 'characterID': 'char_70'}, {'actorID': 'actor_34', 'characterID': 'char_134'}, {'actorID': 'actor_73', 'characterID': 'char_682'}, {'actorID': 'actor_28', 'characterID': 'char_530'}, {'actorID': 'actor_65', 'characterID': 'char_481'}]","[{'name': 'Documentary', 'description': 'Non-fiction, informational film'}, {'name': 'Comedy', 'description': 'Light-hearted, humorous content'}]",Comedy|Drama
movie_304,Movie 304 - Backbeat (1993),2004,93,5.6,director_7,"[{'actorID': 'actor_64', 'characterID': 'char_24'}, {'actorID': 'actor_29', 'characterID': 'char_734'}, {'actorID': 'actor_57', 'characterID': 'char_556'}, {'actorID': 'actor_1', 'characterID': 'char_229'}, {'actorID': 'actor_47', 'characterID': 'char_68'}]","[{'name': 'Animation', 'description': 'Animated content for all ages'}, {'name': 'Adventure', 'description': 'Exploration and quests'}]",Drama|Musical
movie_305,Movie 305 - Bitter Moon (1992),2012,154,7.1,director_0,"[{'actorID': 'actor_7', 'characterID': 'char_137'}, {'actorID': 'actor_66', 'characterID': 'char_535'}, {'actorID': 'actor_51', 'characterID': 'char_565'}, {'actorID': 'actor_18', 'characterID': 'char_270'}, {'actorID': 'actor_22', 'characterID': 'char_33'}, {'actorID': 'actor_67', 'characterID': 'char_638'}, {'actorID': 'actor_20', 'characterID': 'char_128'}]","[{'name': 'Documentary', 'description': 'Non-fiction, informational film'}, {'name': 'Romance', 'description': 'Love-focused, emotional tales'}, {'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}]",Drama|Film-Noir|Romance
movie_306,Movie 306 - Bullets Over Broadway (1994),1995,127,6.8,director_16,"[{'actorID': 'actor_30', 'characterID': 'char_541'}, {'actorID': 'actor_10', 'characterID': 'char_606'}, {'actorID': 'actor_6', 'characterID': 'char_99'}, {'actorID': 'actor_24', 'characterID': 'char_424'}]","[{'name': 'Western', 'description': 'American Frontier, cowboy themes'}, {'name': 'Romance', 'description': 'Love-focused, emotional tales'}]",Comedy
movie_307,Movie 307 - Clear and Present Danger (1994),1991,139,4.5,director_23,"[{'actorID': 'actor_24', 'characterID': 'char_166'}, {'actorID': 'actor_47', 'characterID': 'char_693'}, {'actorID': 'actor_52', 'characterID': 'char_454'}, {'actorID': 'actor_4', 'characterID': 'char_436'}, {'actorID': 'actor_59', 'characterID': 'char_33'}, {'actorID': 'actor_31', 'characterID': 'char_228'}]","[{'name': 'History', 'description': 'Historical events and figures'}, {'name': 'War', 'description': 'Stories focused on warfare and conflict'}, {'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}]",Action|Crime|Drama|Thriller
movie_308,"Movie 308 - Client, The (1994)",1988,88,7.7,director_3,"[{'actorID': 'actor_70', 'characterID': 'char_444'}, {'actorID': 'actor_34', 'characterID': 'char_745'}, {'actorID': 'actor_50', 'characterID': 'char_387'}, {'actorID': 'actor_65', 'characterID': 'char_523'}, {'actorID': 'actor_41', 'characterID': 'char_677'}]","[{'name': 'Romance', 'description': 'Love-focused, emotional tales'}]",Drama|Mystery|Thriller
movie_309,"Movie 309 - Corrina, Corrina (1994)",2016,96,7.4,director_23,"[{'actorID': 'actor_12', 'characterID': 'char_33'}, {'actorID': 'actor_69', 'characterID': 'char_89'}, {'actorID': 'actor_0', 'characterID': 'char_486'}, {'actorID': 'actor_25', 'characterID': 'char_397'}, {'actorID': 'actor_16', 'characterID': 'char_142'}, {'actorID': 'actor_9', 'characterID': 'char_414'}, {'actorID': 'actor_32', 'characterID': 'char_272'}]","[{'name': 'Horror', 'description': 'Scary and fear-inducing themes'}]",Comedy|Drama|Romance
movie_310,Movie 310 - Crooklyn (1994),1988,166,5.4,director_29,"[{'actorID': 'actor_58', 'characterID': 'char_298'}, {'actorID': 'actor_24', 'characterID': 'char_486'}, {'actorID': 'actor_41', 'characterID': 'char_649'}]","[{'name': 'Biopic', 'description': 'Based on a real person’s life'}, {'name': 'Mystery', 'description': 'Investigation and revealing secrets'}]",Comedy|Drama
movie_311,"Movie 311 - Crow, The (1994)",2007,162,7.8,director_11,"[{'actorID': 'actor_30', 'characterID': 'char_24'}, {'actorID': 'actor_65', 'characterID': 'char_512'}, {'actorID': 'actor_66', 'characterID': 'char_717'}, {'actorID': 'actor_18', 'characterID': 'char_644'}, {'actorID': 'actor_74', 'characterID': 'char_325'}, {'actorID': 'actor_55', 'characterID': 'char_30'}, {'actorID': 'actor_35', 'characterID': 'char_85'}]","[{'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}]",Action|Crime|Fantasy|Thriller
movie_312,Movie 312 - Cobb (1994),2001,156,5.8,director_8,"[{'actorID': 'actor_9', 'characterID': 'char_482'}, {'actorID': 'actor_26', 'characterID': 'char_702'}]","[{'name': 'Film Noir', 'description': 'Dark, cynical crime dramas'}, {'name': 'Musical', 'description': 'Song and dance-driven narratives'}]",Drama
movie_313,"Movie 313 - Flintstones, The (1994)",1996,132,4.2,director_21,"[{'actorID': 'actor_63', 'characterID': 'char_448'}, {'actorID': 'actor_20', 'characterID': 'char_489'}, {'actorID': 'actor_0', 'characterID': 'char_399'}, {'actorID': 'actor_71', 'characterID': 'char_387'}, {'actorID': 'actor_43', 'characterID': 'char_195'}, {'actorID': 'actor_40', 'characterID': 'char_683'}, {'actorID': 'actor_1', 'characterID': 'char_11'}]","[{'name': 'History', 'description': 'Historical events and figures'}]",Children|Comedy|Fantasy
movie_314,Movie 314 - Forrest Gump (1994),1999,114,4.8,director_19,"[{'actorID': 'actor_3', 'characterID': 'char_244'}, {'actorID': 'actor_65', 'characterID': 'char_101'}, {'actorID': 'actor_1', 'characterID': 'char_82'}, {'actorID': 'actor_24', 'characterID': 'char_52'}]","[{'name': 'Comedy', 'description': 'Light-hearted, humorous content'}, {'name': 'Documentary', 'description': 'Non-fiction, informational film'}]",Comedy|Drama|Romance|War
movie_315,Movie 315 - Four Weddings and a Funeral (1994),1986,138,4.3,director_24,"[{'actorID': 'actor_18', 'characterID': 'char_73'}, {'actorID': 'actor_27', 'characterID': 'char_183'}]","[{'name': 'Drama', 'description': 'Serious, narrative-driven stories'}, {'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}]",Comedy|Romance
movie_316,Movie 316 - Higher Learning (1995),2021,155,5.2,director_4,"[{'actorID': 'actor_25', 'characterID': 'char_406'}, {'actorID': 'actor_12', 'characterID': 'char_337'}, {'actorID': 'actor_40', 'characterID': 'char_707'}]","[{'name': 'History', 'description': 'Historical events and figures'}]",Drama
movie_317,Movie 317 - I Like It Like That (1994),2016,177,6.3,director_11,"[{'actorID': 'actor_25', 'characterID': 'char_334'}, {'actorID': 'actor_2', 'characterID': 'char_658'}, {'actorID': 'actor_10', 'characterID': 'char_363'}]","[{'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}, {'name': 'Romance', 'description': 'Love-focused, emotional tales'}, {'name': 'Thriller', 'description': 'Suspenseful, tension-building plots'}]",Comedy|Drama|Romance
movie_318,Movie 318 - I Love Trouble (1994),2011,121,8.1,director_21,"[{'actorID': 'actor_12', 'characterID': 'char_429'}, {'actorID': 'actor_28', 'characterID': 'char_638'}, {'actorID': 'actor_6', 'characterID': 'char_439'}, {'actorID': 'actor_45', 'characterID': 'char_238'}]","[{'name': 'Adventure', 'description': 'Exploration and quests'}]",Action|Comedy
movie_319,Movie 319 - It Could Happen to You (1994),1985,97,4.4,director_9,"[{'actorID': 'actor_33', 'characterID': 'char_402'}, {'actorID': 'actor_27', 'characterID': 'char_342'}, {'actorID': 'actor_52', 'characterID': 'char_312'}, {'actorID': 'actor_5', 'characterID': 'char_389'}, {'actorID': 'actor_53', 'characterID': 'char_60'}]","[{'name': 'Fantasy', 'description': 'Magical and imaginative storytelling'}]",Comedy|Drama|Romance
movie_320,"Movie 320 - Jungle Book, The (1994)",1995,158,7.8,director_11,"[{'actorID': 'actor_44', 'characterID': 'char_443'}, {'actorID': 'actor_68', 'characterID': 'char_544'}, {'actorID': 'actor_17', 'characterID': 'char_8'}, {'actorID': 'actor_9', 'characterID': 'char_258'}]","[{'name': 'Sci-Fi', 'description': 'Futuristic or science-based concepts'}, {'name': 'Musical', 'description': 'Song and dance-driven narratives'}]",Adventure|Children|Romance
movie_321,"Movie 321 - Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",2022,102,4.1,director_19,"[{'actorID': 'actor_42', 'characterID': 'char_419'}, {'actorID': 'actor_21', 'characterID': 'char_588'}, {'actorID': 'actor_4', 'characterID': 'char_276'}]","[{'name': 'Thriller', 'description': 'Suspenseful, tension-building plots'}, {'name': 'Crime', 'description': 'Focus on criminal acts and detection'}]",Documentary
