policy_id,policy_group_id,start_date,end_date,line_of_business,coverage_term_months,underwriting_year,currency,ifrs_model_type,status
POL30198236,GRP08230,2019-10-06,2021-12-24,Health,27,2019,USD,PAA,Active
POL64987179,GRP36978,2020-11-29,2023-11-14,Health,36,2020,USD,GMM,Expired
POL28298445,GRP37687,2020-09-25,2022-12-14,Health,27,2020,USD,PAA,Active
POL81958725,GRP27298,2018-05-05,2019-03-31,Life,11,2018,EUR,PAA,Expired
POL12902088,GRP37244,2020-06-10,2021-12-02,Motor,18,2020,GBP,PAA,Active
POL29826283,GRP75060,2023-11-23,2024-08-19,Property,9,2023,USD,GMM,Active
POL02554563,GRP59429,2019-09-26,2021-04-18,Health,19,2019,GBP,PAA,Expired
POL92528988,GRP10309,2025-08-06,2026-11-29,Motor,16,2025,GBP,GMM,Active
POL57089688,GRP01604,2024-12-17,2025-06-15,Motor,6,2024,GBP,GMM,Active
POL81933825,GRP09133,2022-02-25,2024-07-14,Health,29,2022,USD,PAA,Cancelled
POL40291932,GRP29010,2022-05-28,2023-07-22,Property,14,2022,GBP,PAA,Active
POL94999610,GRP39911,2022-05-19,2023-05-14,Life,12,2022,GBP,PAA,Active
POL02212188,GRP30657,2022-10-05,2024-08-25,Life,23,2022,GBP,GMM,Active
POL24834363,GRP24428,2019-08-17,2021-04-08,Health,20,2019,USD,PAA,Active
POL89251317,GRP04164,2023-08-01,2026-02-16,Property,31,2023,EUR,GMM,Active
POL58084875,GRP06953,2023-06-20,2024-01-16,Property,7,2023,USD,GMM,Cancelled
POL95835608,GRP38290,2019-04-26,2020-06-19,Life,14,2019,USD,GMM,Cancelled
POL04950666,GRP75479,2018-12-27,2019-06-25,Motor,6,2018,USD,PAA,Cancelled
POL82396376,GRP26223,2023-09-27,2025-11-15,Health,26,2023,GBP,PAA,Expired
POL76808182,GRP83504,2022-10-08,2023-07-05,Motor,9,2022,GBP,GMM,Cancelled
POL38397722,GRP19252,2020-10-26,2022-07-18,Life,21,2020,EUR,PAA,Active
POL07077615,GRP89714,2022-08-22,2023-03-20,Property,7,2022,GBP,PAA,Active
POL35369550,GRP93118,2021-06-11,2022-05-07,Life,11,2021,EUR,PAA,Expired
POL73492184,GRP64039,2019-10-02,2021-07-23,Life,22,2019,USD,PAA,Expired
POL25355030,GRP38543,2018-01-31,2018-12-27,Health,11,2018,GBP,GMM,Active
POL56909305,GRP24185,2020-07-08,2021-04-04,Motor,9,2020,GBP,GMM,Expired
POL70669617,GRP45102,2023-11-09,2026-09-24,Motor,35,2023,EUR,GMM,Active
POL97590555,GRP82035,2024-10-18,2026-11-07,Health,25,2024,EUR,PAA,Cancelled
POL40328107,GRP27562,2022-12-21,2025-04-09,Life,28,2022,GBP,GMM,Expired
POL47926134,GRP69024,2024-10-24,2027-08-10,Life,34,2024,EUR,GMM,Active
POL81008104,GRP83214,2021-01-26,2022-05-21,Health,16,2021,USD,GMM,Active
POL83690015,GRP36477,2022-04-09,2023-05-04,Life,13,2022,EUR,PAA,Active
POL61028834,GRP37487,2021-07-22,2022-04-18,Health,9,2021,EUR,PAA,Cancelled
POL84815098,GRP96430,2023-02-19,2024-06-13,Life,16,2023,EUR,GMM,Expired
POL63958795,GRP17211,2023-12-16,2025-08-07,Health,20,2023,GBP,PAA,Cancelled
POL69413171,GRP37049,2020-09-01,2022-05-24,Life,21,2020,EUR,PAA,Active
POL44687048,GRP21728,2023-06-18,2024-09-10,Motor,15,2023,USD,GMM,Active
POL83994317,GRP08860,2018-12-05,2019-10-31,Motor,11,2018,USD,PAA,Expired
POL15346393,GRP58348,2025-11-06,2027-06-29,Health,20,2025,EUR,GMM,Active
POL51551115,GRP32811,2023-04-03,2024-11-23,Property,20,2023,EUR,PAA,Expired
POL74449005,GRP58191,2025-03-28,2026-07-21,Health,16,2025,EUR,GMM,Cancelled
POL01920640,GRP23116,2023-11-05,2025-01-28,Life,15,2023,GBP,GMM,Expired
POL30473052,GRP93168,2023-03-28,2026-03-12,Property,36,2023,GBP,GMM,Expired
POL10410617,GRP88101,2021-07-03,2023-12-20,Motor,30,2021,GBP,GMM,Cancelled
POL70108396,GRP21872,2021-03-30,2023-01-19,Life,22,2021,GBP,GMM,Active
POL67712471,GRP89656,2018-03-25,2019-03-20,Motor,12,2018,USD,GMM,Expired
POL12357488,GRP23263,2021-01-14,2022-03-10,Life,14,2021,GBP,GMM,Cancelled
POL77301289,GRP02474,2018-01-18,2020-10-04,Property,33,2018,EUR,PAA,Cancelled
POL93109327,GRP36487,2018-06-08,2020-01-29,Health,20,2018,GBP,GMM,Cancelled
POL97842589,GRP11534,2024-04-16,2027-01-01,Health,33,2024,GBP,GMM,Cancelled
POL93117797,GRP46726,2021-05-22,2023-12-08,Health,31,2021,GBP,PAA,Cancelled
POL48041051,GRP36886,2020-06-05,2021-12-27,Life,19,2020,USD,PAA,Active
POL08950221,GRP26908,2019-07-04,2019-12-31,Health,6,2019,GBP,GMM,Expired
POL70614654,GRP10987,2019-08-14,2021-10-02,Life,26,2019,USD,PAA,Cancelled
POL08447562,GRP41173,2018-06-15,2020-04-05,Property,22,2018,EUR,PAA,Active
POL20343962,GRP35267,2023-01-20,2024-05-14,Health,16,2023,GBP,PAA,Cancelled
POL08238480,GRP70265,2024-09-18,2025-04-16,Health,7,2024,GBP,GMM,Cancelled
POL20982827,GRP91822,2025-10-15,2027-03-09,Life,17,2025,GBP,PAA,Cancelled
POL71967935,GRP27870,2024-08-23,2026-07-14,Health,23,2024,USD,GMM,Active
POL97778054,GRP47956,2019-02-16,2021-01-06,Motor,23,2019,GBP,GMM,Cancelled
POL29094384,GRP34149,2025-10-16,2028-05-03,Health,31,2025,GBP,GMM,Active
POL28269116,GRP02407,2021-06-11,2023-03-03,Property,21,2021,USD,PAA,Expired
POL61180157,GRP70289,2022-05-23,2024-08-10,Health,27,2022,EUR,PAA,Expired
POL10731861,GRP24173,2018-04-16,2020-05-05,Property,25,2018,GBP,GMM,Cancelled
POL91178975,GRP69414,2023-10-30,2025-09-19,Life,23,2023,EUR,GMM,Cancelled
POL66323912,GRP02497,2020-12-16,2021-11-11,Life,11,2020,USD,GMM,Expired
POL62627655,GRP04047,2018-01-07,2019-03-03,Life,14,2018,USD,GMM,Expired
POL99672912,GRP43395,2020-09-15,2021-10-10,Property,13,2020,GBP,PAA,Cancelled
POL90932520,GRP60401,2018-08-12,2020-01-04,Motor,17,2018,GBP,PAA,Expired
POL42142789,GRP41557,2020-09-15,2022-09-05,Life,24,2020,GBP,GMM,Cancelled
POL21787828,GRP15186,2020-12-13,2021-12-08,Life,12,2020,USD,PAA,Expired
POL33670122,GRP40597,2021-10-08,2023-11-27,Motor,26,2021,USD,PAA,Expired
POL69566897,GRP50827,2018-12-07,2020-10-27,Health,23,2018,GBP,PAA,Expired
POL73189119,GRP00010,2020-08-01,2022-11-19,Property,28,2020,EUR,GMM,Expired
POL33801451,GRP05232,2024-05-16,2027-05-01,Life,36,2024,USD,PAA,Expired
POL42448394,GRP31367,2025-12-07,2028-05-25,Motor,30,2025,EUR,GMM,Active
POL53782294,GRP32676,2022-04-13,2024-12-28,Health,33,2022,EUR,GMM,Active
POL96248683,GRP07469,2019-09-06,2022-06-22,Property,34,2019,GBP,PAA,Expired
POL28535755,GRP84252,2025-01-15,2026-05-10,Health,16,2025,EUR,PAA,Active
POL45976784,GRP30002,2025-05-13,2027-12-29,Motor,32,2025,USD,PAA,Cancelled
POL93677361,GRP75841,2019-11-22,2020-09-17,Life,10,2019,GBP,GMM,Cancelled
POL00593506,GRP79765,2023-04-01,2024-07-24,Health,16,2023,USD,PAA,Cancelled
POL64326885,GRP12948,2023-11-18,2024-10-13,Health,11,2023,USD,PAA,Cancelled
POL28870665,GRP64483,2023-03-02,2024-09-22,Life,19,2023,GBP,GMM,Active
POL67790357,GRP55370,2021-01-24,2022-08-17,Health,19,2021,EUR,PAA,Cancelled
POL93698314,GRP43761,2018-10-29,2021-05-16,Motor,31,2018,EUR,PAA,Cancelled
POL97346803,GRP76350,2023-12-16,2024-06-13,Motor,6,2023,EUR,GMM,Active
POL93579007,GRP37775,2019-06-23,2020-07-17,Health,13,2019,USD,GMM,Expired
POL14074679,GRP65721,2022-05-29,2024-04-18,Motor,23,2022,USD,PAA,Expired
POL71804518,GRP93110,2018-04-23,2020-10-09,Health,30,2018,USD,GMM,Active
POL80915874,GRP18351,2019-12-22,2021-09-12,Health,21,2019,EUR,GMM,Active
POL99310573,GRP87077,2021-04-07,2023-03-28,Health,24,2021,USD,GMM,Active
POL94056524,GRP19033,2023-02-25,2025-01-15,Health,23,2023,EUR,PAA,Cancelled
POL74189842,GRP29361,2025-02-21,2026-11-13,Property,21,2025,USD,PAA,Expired
POL57005503,GRP49946,2021-08-18,2024-06-03,Life,34,2021,USD,GMM,Cancelled
POL94493193,GRP99588,2018-10-24,2020-10-13,Health,24,2018,EUR,GMM,Expired
POL22733196,GRP90354,2022-07-14,2025-04-29,Life,34,2022,EUR,GMM,Expired
POL24870188,GRP51423,2024-03-20,2026-04-09,Motor,25,2024,GBP,GMM,Cancelled
POL50985667,GRP23491,2021-04-22,2023-08-10,Health,28,2021,USD,GMM,Expired
POL46319377,GRP96373,2024-09-05,2025-05-03,Property,8,2024,EUR,PAA,Cancelled
POL17624890,GRP17771,2019-03-27,2021-06-14,Motor,27,2019,USD,PAA,Cancelled
POL65408126,GRP97125,2021-02-20,2023-06-10,Motor,28,2021,USD,GMM,Cancelled
POL26011902,GRP52840,2020-10-17,2021-11-11,Property,13,2020,EUR,GMM,Expired
POL75720827,GRP20141,2018-04-13,2020-10-29,Health,31,2018,EUR,PAA,Expired
POL57501207,GRP87666,2018-11-11,2020-07-03,Motor,20,2018,GBP,PAA,Expired
POL68164010,GRP12264,2018-03-10,2020-02-28,Life,24,2018,USD,GMM,Cancelled
POL34678376,GRP03201,2020-05-29,2021-03-25,Life,10,2020,USD,GMM,Cancelled
POL34738031,GRP72329,2019-05-07,2021-04-26,Motor,24,2019,EUR,GMM,Expired
POL24695487,GRP46162,2023-02-23,2024-02-18,Life,12,2023,EUR,PAA,Cancelled
POL60714280,GRP27436,2019-04-17,2020-10-08,Life,18,2019,EUR,GMM,Cancelled
POL29193925,GRP43301,2023-09-21,2026-02-07,Property,29,2023,USD,GMM,Active
POL63675406,GRP64916,2018-06-01,2019-07-26,Life,14,2018,EUR,GMM,Active
POL33022752,GRP93483,2018-08-08,2020-01-30,Motor,18,2018,EUR,PAA,Cancelled
POL68059738,GRP24155,2024-04-24,2024-10-21,Property,6,2024,EUR,GMM,Active
POL24136055,GRP17240,2024-01-10,2025-11-30,Motor,23,2024,GBP,GMM,Expired
POL80317915,GRP79233,2024-04-22,2024-10-19,Life,6,2024,USD,GMM,Expired
POL91172600,GRP79364,2023-04-20,2023-11-16,Life,7,2023,GBP,GMM,Active
POL82180927,GRP03658,2018-07-11,2019-01-07,Motor,6,2018,USD,GMM,Active
POL02925309,GRP86599,2023-10-08,2024-06-04,Life,8,2023,EUR,PAA,Active
POL77413738,GRP95970,2019-09-02,2022-06-18,Life,34,2019,EUR,GMM,Expired
POL09868603,GRP99141,2020-03-23,2022-07-11,Property,28,2020,EUR,GMM,Expired
POL08607961,GRP93489,2018-07-23,2021-07-07,Motor,36,2018,GBP,GMM,Expired
POL39127999,GRP84713,2022-02-05,2024-03-26,Life,26,2022,EUR,GMM,Cancelled
POL87579252,GRP44549,2024-06-12,2026-03-04,Motor,21,2024,GBP,PAA,Cancelled
POL80003239,GRP58934,2019-07-31,2020-04-26,Health,9,2019,EUR,GMM,Active
POL52363916,GRP92959,2025-04-20,2027-03-11,Life,23,2025,USD,GMM,Cancelled
POL46107043,GRP53548,2022-10-30,2024-12-18,Property,26,2022,EUR,GMM,Expired
POL69730327,GRP55275,2023-07-30,2024-10-22,Property,15,2023,GBP,GMM,Active
POL18506550,GRP45472,2022-10-20,2023-09-15,Motor,11,2022,GBP,GMM,Cancelled
POL70609349,GRP50135,2022-06-20,2025-01-05,Property,31,2022,USD,GMM,Cancelled
POL97037684,GRP40747,2023-04-18,2025-08-05,Life,28,2023,GBP,GMM,Cancelled
POL67952279,GRP05283,2022-07-03,2024-08-21,Motor,26,2022,GBP,PAA,Active
POL64712208,GRP97216,2020-02-24,2021-08-17,Life,18,2020,USD,GMM,Expired
POL70735617,GRP91594,2021-11-23,2022-05-22,Motor,6,2021,USD,GMM,Active
POL67303323,GRP09902,2018-01-22,2019-05-17,Health,16,2018,GBP,PAA,Expired
POL22821018,GRP80319,2024-09-05,2026-12-24,Motor,28,2024,USD,PAA,Active
POL21106857,GRP30804,2020-05-27,2022-03-18,Property,22,2020,EUR,PAA,Expired
POL15930381,GRP88831,2021-07-14,2023-06-04,Life,23,2021,GBP,PAA,Active
POL30194036,GRP63571,2023-09-04,2024-06-30,Life,10,2023,USD,PAA,Expired
POL06052107,GRP00896,2020-10-09,2022-05-02,Life,19,2020,GBP,PAA,Cancelled
POL27605139,GRP47916,2018-05-18,2021-01-02,Property,32,2018,GBP,PAA,Expired
POL77962973,GRP31519,2021-03-04,2024-01-18,Life,35,2021,EUR,PAA,Expired
POL71630518,GRP60602,2024-02-08,2025-06-02,Motor,16,2024,GBP,PAA,Cancelled
POL53645422,GRP09796,2021-06-30,2023-11-17,Health,29,2021,USD,GMM,Cancelled
POL98233806,GRP43397,2019-02-10,2021-01-30,Health,24,2019,USD,GMM,Active
POL93439613,GRP64264,2025-01-30,2025-11-26,Health,10,2025,USD,PAA,Cancelled
POL30297442,GRP35059,2018-07-02,2019-08-26,Motor,14,2018,USD,PAA,Expired
POL21826749,GRP62898,2025-12-10,2027-02-03,Life,14,2025,USD,GMM,Expired
POL87060233,GRP71218,2022-12-08,2024-01-02,Property,13,2022,GBP,PAA,Expired
POL95845316,GRP63082,2022-09-11,2024-10-30,Motor,26,2022,EUR,PAA,Expired
POL69559965,GRP09159,2018-01-30,2018-08-28,Property,7,2018,GBP,PAA,Cancelled
POL79104444,GRP21868,2025-10-19,2027-07-11,Health,21,2025,EUR,GMM,Cancelled
POL07271033,GRP43397,2024-11-25,2026-09-16,Life,22,2024,EUR,GMM,Expired
POL20924950,GRP33239,2023-09-25,2026-03-13,Motor,30,2023,GBP,GMM,Expired
POL06926555,GRP45507,2019-02-06,2021-01-26,Health,24,2019,EUR,PAA,Active
POL76426267,GRP59854,2023-02-25,2025-05-15,Life,27,2023,GBP,PAA,Active
POL82109233,GRP16433,2023-09-12,2024-11-05,Health,14,2023,EUR,GMM,Cancelled
POL35369437,GRP95158,2025-12-09,2027-11-29,Life,24,2025,EUR,PAA,Active
POL16608381,GRP89870,2022-02-01,2024-04-21,Life,27,2022,GBP,GMM,Cancelled
POL34677679,GRP18215,2020-02-23,2023-02-07,Motor,36,2020,EUR,GMM,Cancelled
POL92905967,GRP70482,2021-10-06,2023-10-26,Motor,25,2021,GBP,PAA,Cancelled
POL36630507,GRP15175,2022-04-15,2024-11-30,Health,32,2022,EUR,GMM,Cancelled
POL59903096,GRP81256,2024-05-13,2026-02-02,Health,21,2024,EUR,GMM,Active
POL42082667,GRP91047,2019-10-06,2021-07-27,Life,22,2019,EUR,PAA,Expired
POL89263601,GRP68132,2019-05-05,2020-06-28,Health,14,2019,GBP,PAA,Cancelled
POL98764918,GRP38813,2020-06-19,2021-02-14,Health,8,2020,USD,PAA,Cancelled
POL25479571,GRP54832,2023-12-03,2024-12-27,Motor,13,2023,EUR,GMM,Expired
POL77390727,GRP69881,2023-04-13,2024-03-08,Health,11,2023,USD,GMM,Cancelled
POL70960849,GRP08471,2022-07-07,2023-02-02,Property,7,2022,GBP,GMM,Cancelled
POL26095803,GRP32020,2020-06-30,2021-08-24,Property,14,2020,GBP,GMM,Cancelled
POL94793687,GRP88407,2021-11-17,2023-08-09,Health,21,2021,EUR,GMM,Active
POL27485640,GRP93552,2025-11-27,2027-05-21,Motor,18,2025,EUR,PAA,Expired
POL05520850,GRP83141,2020-04-26,2022-09-13,Motor,29,2020,USD,GMM,Active
POL56800592,GRP25256,2020-05-09,2021-10-31,Property,18,2020,EUR,PAA,Active
POL47514536,GRP59674,2021-02-27,2022-04-23,Health,14,2021,USD,PAA,Expired
POL80301548,GRP01762,2024-07-03,2026-06-23,Health,24,2024,EUR,PAA,Expired
POL49876905,GRP59123,2019-09-07,2021-10-26,Health,26,2019,GBP,GMM,Expired
POL22962722,GRP91935,2018-02-15,2019-09-08,Property,19,2018,GBP,GMM,Cancelled
POL33747993,GRP13296,2019-02-12,2021-11-28,Property,34,2019,USD,GMM,Active
POL19441234,GRP07258,2019-07-27,2021-11-13,Health,28,2019,GBP,PAA,Expired
POL47118173,GRP50119,2020-05-17,2020-12-13,Motor,7,2020,GBP,PAA,Cancelled
POL04587687,GRP22471,2024-07-13,2025-08-07,Health,13,2024,USD,GMM,Expired
POL50977652,GRP65511,2018-12-29,2019-09-25,Health,9,2018,USD,GMM,Active
POL61139460,GRP85937,2019-02-19,2019-10-17,Property,8,2019,USD,GMM,Cancelled
POL76787430,GRP80565,2024-09-19,2026-10-09,Property,25,2024,EUR,GMM,Expired
POL72825134,GRP54142,2018-06-12,2019-03-09,Health,9,2018,GBP,GMM,Active
POL66633709,GRP73131,2024-02-25,2026-10-12,Life,32,2024,EUR,GMM,Expired
POL36458064,GRP85762,2023-07-05,2025-10-22,Property,28,2023,USD,PAA,Active
POL62245281,GRP38453,2025-08-22,2026-11-15,Health,15,2025,USD,GMM,Cancelled
POL66822653,GRP42646,2025-04-20,2026-08-13,Motor,16,2025,USD,PAA,Expired
POL36258018,GRP17140,2020-10-04,2021-08-30,Motor,11,2020,EUR,GMM,Expired
POL56438049,GRP84858,2024-11-08,2027-03-28,Life,29,2024,EUR,GMM,Expired
POL20167534,GRP17559,2025-08-01,2027-02-22,Health,19,2025,EUR,PAA,Active
POL29881332,GRP42235,2023-03-10,2026-01-23,Life,35,2023,EUR,GMM,Active
POL58345099,GRP09117,2021-05-10,2023-08-28,Health,28,2021,USD,GMM,Cancelled
POL89227044,GRP49887,2021-09-07,2024-08-22,Life,36,2021,GBP,GMM,Expired
POL09825056,GRP32301,2018-05-23,2020-05-12,Health,24,2018,GBP,GMM,Expired
POL27945140,GRP41149,2025-07-17,2026-09-10,Property,14,2025,GBP,PAA,Active
POL58732362,GRP00430,2025-07-12,2027-12-29,Health,30,2025,EUR,GMM,Active
POL64822384,GRP26386,2020-12-16,2021-06-14,Health,6,2020,GBP,PAA,Expired
POL48056600,GRP81350,2023-05-27,2024-04-21,Motor,11,2023,GBP,PAA,Active
POL77209216,GRP49399,2018-05-03,2020-09-19,Motor,29,2018,EUR,GMM,Expired
POL92865233,GRP72953,2025-04-24,2026-03-20,Health,11,2025,EUR,PAA,Expired
POL97748998,GRP66445,2023-03-10,2024-10-30,Health,20,2023,GBP,GMM,Active
POL54428530,GRP28646,2022-02-23,2024-04-13,Motor,26,2022,USD,GMM,Expired
POL58143656,GRP74639,2025-12-14,2028-06-01,Motor,30,2025,GBP,GMM,Active
POL41340464,GRP02834,2023-05-17,2024-02-11,Life,9,2023,EUR,GMM,Expired
POL54635048,GRP72402,2023-01-02,2024-06-25,Motor,18,2023,USD,GMM,Cancelled
POL43890768,GRP52549,2018-09-11,2020-07-02,Health,22,2018,GBP,GMM,Expired
POL84535671,GRP86098,2020-01-21,2020-07-19,Property,6,2020,USD,GMM,Expired
POL27620338,GRP31634,2018-02-21,2018-12-18,Health,10,2018,EUR,PAA,Expired
POL11898271,GRP92912,2018-04-07,2019-01-02,Life,9,2018,USD,GMM,Cancelled
POL69616730,GRP98210,2024-06-07,2026-12-24,Property,31,2024,EUR,GMM,Active
POL29565053,GRP61476,2018-05-25,2019-04-20,Life,11,2018,GBP,PAA,Cancelled
POL41218205,GRP53838,2025-11-16,2027-09-07,Motor,22,2025,USD,PAA,Active
POL16883414,GRP34313,2021-08-08,2022-10-02,Life,14,2021,GBP,PAA,Cancelled
POL30395942,GRP64166,2022-12-09,2025-03-28,Life,28,2022,USD,PAA,Active
POL81397513,GRP24334,2022-07-12,2025-02-26,Property,32,2022,GBP,PAA,Expired
POL29321683,GRP60728,2023-10-24,2024-05-21,Motor,7,2023,USD,PAA,Active
POL90431420,GRP43750,2023-11-21,2025-05-14,Property,18,2023,GBP,GMM,Cancelled
POL17569893,GRP37019,2021-08-13,2022-04-10,Life,8,2021,EUR,GMM,Expired
POL13712816,GRP80805,2020-07-09,2021-12-31,Property,18,2020,EUR,PAA,Active
POL12720289,GRP86726,2020-10-09,2022-12-28,Motor,27,2020,USD,PAA,Active
POL59130341,GRP88192,2021-07-17,2024-03-03,Property,32,2021,EUR,PAA,Expired
POL74331178,GRP44736,2020-07-03,2022-03-25,Property,21,2020,USD,PAA,Active
POL42351058,GRP80766,2022-01-11,2022-10-08,Property,9,2022,EUR,GMM,Cancelled
POL52449315,GRP21161,2023-02-04,2024-04-29,Life,15,2023,EUR,PAA,Active
POL15460932,GRP54596,2019-03-15,2020-07-07,Motor,16,2019,EUR,GMM,Expired
POL16193821,GRP04100,2022-07-01,2024-08-19,Health,26,2022,GBP,PAA,Cancelled
POL41602784,GRP55364,2019-06-15,2020-09-07,Health,15,2019,EUR,GMM,Expired
POL25753686,GRP42002,2025-11-19,2027-01-13,Property,14,2025,USD,PAA,Active
POL48458456,GRP40777,2021-06-30,2022-08-24,Life,14,2021,EUR,PAA,Expired
POL78941076,GRP31581,2024-04-26,2025-06-20,Health,14,2024,USD,PAA,Cancelled
POL77278258,GRP11950,2018-01-15,2019-09-07,Property,20,2018,EUR,PAA,Active
POL16011643,GRP96547,2022-11-12,2024-10-02,Health,23,2022,USD,GMM,Active
POL12066375,GRP98556,2020-03-08,2022-12-23,Life,34,2020,GBP,PAA,Active
POL57067363,GRP41314,2023-11-22,2025-08-13,Motor,21,2023,GBP,GMM,Cancelled
POL83864774,GRP17763,2020-11-09,2022-11-29,Health,25,2020,USD,PAA,Expired
POL77508979,GRP95568,2025-02-11,2026-11-03,Life,21,2025,USD,GMM,Cancelled
POL76657108,GRP07368,2023-11-07,2026-06-24,Life,32,2023,GBP,GMM,Active
POL72203496,GRP20052,2024-12-02,2025-07-30,Property,8,2024,USD,PAA,Cancelled
POL42683986,GRP62449,2021-04-11,2022-06-05,Life,14,2021,USD,GMM,Active
POL85728271,GRP67459,2020-06-08,2022-08-27,Motor,27,2020,USD,GMM,Active
POL02785726,GRP78515,2025-11-07,2027-05-31,Health,19,2025,USD,PAA,Active
POL67614736,GRP26775,2023-09-25,2025-07-16,Life,22,2023,EUR,PAA,Cancelled
POL73878245,GRP07423,2020-01-07,2021-04-01,Health,15,2020,GBP,PAA,Expired
POL91628324,GRP90964,2022-08-04,2024-04-25,Life,21,2022,EUR,PAA,Expired
POL47279028,GRP20956,2024-07-30,2026-09-18,Life,26,2024,GBP,PAA,Active
POL42632587,GRP71045,2021-02-26,2022-08-20,Motor,18,2021,GBP,PAA,Expired
POL61696667,GRP35448,2019-02-20,2020-12-11,Health,22,2019,GBP,PAA,Expired
POL74706585,GRP32653,2022-07-02,2024-05-22,Motor,23,2022,GBP,PAA,Expired
POL27278596,GRP68961,2019-06-14,2021-02-03,Life,20,2019,EUR,GMM,Expired
POL24257806,GRP51779,2019-07-12,2022-02-26,Life,32,2019,EUR,GMM,Expired
POL30720931,GRP67143,2018-11-10,2021-05-28,Motor,31,2018,USD,GMM,Cancelled
POL98663744,GRP78135,2018-07-07,2019-08-01,Health,13,2018,EUR,PAA,Cancelled
POL65692881,GRP37234,2020-11-20,2023-11-05,Motor,36,2020,USD,GMM,Expired
POL75914064,GRP21634,2025-04-12,2028-02-26,Motor,35,2025,EUR,GMM,Active
POL37459614,GRP57274,2023-04-22,2023-10-19,Life,6,2023,EUR,PAA,Active
POL65360744,GRP76317,2023-10-14,2024-06-10,Property,8,2023,EUR,GMM,Expired
POL31801391,GRP49059,2025-12-05,2026-12-30,Life,13,2025,USD,GMM,Cancelled
POL73799058,GRP87900,2023-04-02,2024-04-26,Health,13,2023,GBP,GMM,Cancelled
POL89685027,GRP79508,2018-02-16,2020-07-05,Property,29,2018,GBP,GMM,Expired
POL08834348,GRP81132,2018-04-09,2020-08-26,Life,29,2018,EUR,PAA,Cancelled
POL19550202,GRP55858,2025-06-24,2027-01-15,Property,19,2025,GBP,GMM,Cancelled
POL37518580,GRP65176,2023-08-16,2024-11-08,Life,15,2023,EUR,GMM,Cancelled
POL48225834,GRP93986,2025-07-08,2026-05-04,Life,10,2025,GBP,GMM,Expired
POL15298936,GRP33343,2023-09-14,2025-10-03,Health,25,2023,GBP,PAA,Active
POL26210091,GRP34536,2023-11-04,2025-12-23,Property,26,2023,GBP,PAA,Active
POL10640129,GRP42323,2022-12-02,2024-12-21,Property,25,2022,GBP,GMM,Active
POL41684855,GRP09672,2021-09-20,2023-01-13,Property,16,2021,EUR,GMM,Active
POL57978797,GRP58195,2020-03-09,2022-04-28,Property,26,2020,USD,PAA,Active
POL25582512,GRP90700,2019-03-17,2022-01-30,Life,35,2019,GBP,GMM,Expired
POL63712609,GRP34741,2022-06-12,2022-12-09,Health,6,2022,EUR,PAA,Cancelled
POL43505302,GRP55276,2018-12-23,2019-10-19,Motor,10,2018,USD,GMM,Active
POL99108250,GRP37216,2024-12-15,2026-08-07,Property,20,2024,GBP,PAA,Expired
POL29637445,GRP39295,2019-04-04,2020-09-25,Motor,18,2019,GBP,GMM,Expired
POL27783634,GRP97456,2018-12-06,2020-01-30,Health,14,2018,GBP,PAA,Active
POL23720367,GRP89863,2023-06-17,2024-05-12,Life,11,2023,EUR,PAA,Cancelled
POL31456404,GRP58297,2018-08-22,2020-08-11,Health,24,2018,USD,PAA,Cancelled
POL74493809,GRP84191,2021-07-11,2022-10-04,Motor,15,2021,GBP,GMM,Active
POL92235638,GRP11240,2023-03-10,2024-04-03,Life,13,2023,USD,GMM,Expired
POL85761040,GRP19376,2020-11-25,2021-05-24,Property,6,2020,GBP,GMM,Active
POL77885763,GRP13610,2021-03-12,2022-10-03,Health,19,2021,EUR,GMM,Cancelled
POL41550856,GRP86166,2024-02-10,2025-08-03,Property,18,2024,EUR,GMM,Cancelled
POL10871553,GRP69781,2018-08-19,2019-05-16,Life,9,2018,EUR,GMM,Expired
POL33045254,GRP36019,2018-06-18,2018-12-15,Property,6,2018,GBP,GMM,Active
POL72568590,GRP72980,2020-03-23,2021-02-16,Property,11,2020,USD,GMM,Active
POL05702373,GRP59379,2025-04-23,2025-11-19,Motor,7,2025,EUR,PAA,Active
POL93509489,GRP20857,2025-12-24,2027-08-16,Motor,20,2025,USD,PAA,Cancelled
POL34614956,GRP13072,2020-10-16,2022-02-08,Property,16,2020,USD,GMM,Cancelled
POL26760494,GRP63577,2019-08-18,2020-07-13,Motor,11,2019,EUR,PAA,Expired
POL03795664,GRP38235,2021-08-07,2022-03-05,Health,7,2021,USD,GMM,Expired
POL84712295,GRP84681,2025-07-07,2027-10-25,Property,28,2025,EUR,GMM,Expired
POL14080765,GRP16377,2018-06-04,2020-06-23,Property,25,2018,USD,PAA,Expired
POL10172682,GRP00244,2020-11-26,2021-05-25,Property,6,2020,EUR,GMM,Active
POL77646518,GRP29604,2018-09-08,2021-02-24,Property,30,2018,EUR,GMM,Cancelled
POL85492615,GRP17524,2019-02-25,2020-05-20,Motor,15,2019,GBP,PAA,Active
POL76333325,GRP87137,2024-07-21,2027-04-07,Motor,33,2024,EUR,PAA,Active
POL24770794,GRP83399,2022-07-07,2023-08-01,Health,13,2022,USD,PAA,Active
POL40071312,GRP53200,2025-07-31,2027-01-22,Life,18,2025,EUR,GMM,Expired
POL86947302,GRP99636,2021-07-27,2024-03-13,Health,32,2021,USD,PAA,Cancelled
