region_econ_id,region_id,year,gdp_usd_billion,unemployment_rate_pct,avg_household_income_usd,population_growth_rate_pct,business_growth_index,data_source_references
RE-f6fc62b8,R-3870dd98,2018,26.89,19.93,66987.52,2.64,3.94,['EconData_dog']
RE-8ded5556,R-3870dd98,2019,608.49,15.0,83906.84,1.03,8.56,['EconData_likely']
RE-16753922,R-3870dd98,2020,1325.68,23.12,18999.67,0.08,1.5,['EconData_stop']
RE-9b34fbab,R-3870dd98,2021,1963.9,17.38,21236.69,1.36,8.95,['EconData_citizen']
RE-b9a0fdea,R-3870dd98,2022,1977.64,19.66,85485.48,1.45,7.59,['EconData_argue']
RE-364c9bd8,R-3870dd98,2023,1852.14,7.45,14406.74,0.83,2.73,['EconData_newspaper']
RE-ad142d2d,R-3870dd98,2024,612.9,11.41,18376.1,0.86,4.27,['EconData_then']
RE-bd2db8d3,R-dc4f541d,2018,678.93,13.15,96054.86,3.75,0.49,['EconData_Mr']
RE-d66736f1,R-dc4f541d,2019,770.47,22.34,60756.81,1.13,2.9,['EconData_care']
RE-603cdbb3,R-dc4f541d,2020,1118.97,16.78,14573.56,1.99,8.7,['EconData_court']
RE-2ae5d892,R-dc4f541d,2021,1980.61,19.0,57292.55,3.88,4.55,['EconData_heart']
RE-7652b9c2,R-dc4f541d,2022,1199.78,17.87,61621.91,0.77,5.31,['EconData_likely']
RE-a27c1e12,R-dc4f541d,2023,721.75,10.36,112382.06,2.1,5.07,['EconData_evidence']
RE-76d71b63,R-dc4f541d,2024,496.05,0.51,89252.38,1.51,3.99,['EconData_improve']
RE-909f0aee,R-5e33c51a,2018,1260.76,13.71,117964.22,0.16,2.1,['EconData_write']
RE-60db2d63,R-5e33c51a,2019,1976.98,13.16,79908.7,3.55,2.58,['EconData_form']
RE-a7a1f2e5,R-5e33c51a,2020,850.87,10.26,37003.58,1.76,9.43,['EconData_put']
RE-cf4cccd4,R-5e33c51a,2021,1094.97,20.3,14437.33,2.15,8.17,['EconData_ten']
RE-66c298fa,R-5e33c51a,2022,1194.47,1.72,90973.72,1.98,8.37,['EconData_fall']
RE-8db2e6ea,R-5e33c51a,2023,1883.84,1.15,78698.33,3.58,9.6,['EconData_purpose']
RE-4a93c968,R-5e33c51a,2024,1515.84,3.93,115803.38,1.17,3.86,['EconData_environment']
RE-263e2639,R-1b6f81ee,2018,512.16,3.14,54684.99,2.38,1.41,['EconData_network']
RE-7a3f55e2,R-1b6f81ee,2019,1967.46,5.32,16358.61,3.17,5.34,['EconData_among']
RE-92ab1202,R-1b6f81ee,2020,1230.1,15.77,55644.52,2.47,0.93,['EconData_lawyer']
RE-09ffb2e4,R-1b6f81ee,2021,1213.31,14.01,118375.4,3.72,8.41,['EconData_decade']
RE-5cd56945,R-1b6f81ee,2022,1670.4,17.65,37043.3,1.17,5.27,['EconData_trouble']
RE-42ffc099,R-1b6f81ee,2023,284.47,3.1,29778.68,2.42,7.83,['EconData_real']
RE-71a1aedd,R-1b6f81ee,2024,1584.56,1.71,80544.39,2.56,6.8,['EconData_subject']
RE-6d455a9b,R-8fb30254,2018,1528.23,23.53,13978.2,3.55,7.66,['EconData_everyone']
RE-631a4733,R-8fb30254,2019,1105.21,4.1,117945.3,2.7,2.0,['EconData_those']
RE-36ac2fcd,R-8fb30254,2020,1529.27,2.8,51834.43,3.07,3.62,['EconData_find']
RE-8c06e4b7,R-8fb30254,2021,1009.8,9.18,50014.12,3.48,6.85,['EconData_situation']
RE-ce66fb6a,R-8fb30254,2022,1840.63,15.82,71185.26,2.04,9.72,['EconData_indicate']
RE-4ad0bff7,R-8fb30254,2023,169.68,4.63,19459.89,0.31,1.53,['EconData_must']
RE-84beb075,R-8fb30254,2024,328.15,22.48,14820.47,2.91,6.75,['EconData_amount']
RE-d7339282,R-87c94536,2018,1042.95,14.5,30481.69,0.04,4.43,['EconData_commercial']
RE-b624cab3,R-87c94536,2019,113.5,16.6,18312.52,1.38,7.07,['EconData_economy']
RE-57904d64,R-87c94536,2020,1879.26,6.97,64328.96,0.29,8.32,['EconData_fill']
RE-4e2e7e29,R-87c94536,2021,926.94,20.26,29668.22,1.54,7.06,['EconData_ago']
RE-c0d43052,R-87c94536,2022,850.54,1.06,40190.32,1.21,5.67,['EconData_middle']
RE-f419c1c4,R-87c94536,2023,1253.44,2.35,17387.62,1.14,5.44,['EconData_agency']
RE-47908db1,R-87c94536,2024,904.56,20.62,52091.0,2.78,6.43,['EconData_couple']
RE-88515420,R-362602d7,2018,750.61,6.1,52868.0,0.37,3.28,['EconData_item']
RE-3cbfe5a2,R-362602d7,2019,1915.32,6.31,105321.0,1.18,5.81,['EconData_woman']
RE-02685598,R-362602d7,2020,1297.96,9.06,74822.17,0.19,6.06,['EconData_whatever']
RE-25481045,R-362602d7,2021,1033.17,19.21,16274.47,3.32,8.22,['EconData_radio']
RE-a3914c86,R-362602d7,2022,719.56,15.21,111762.84,3.95,4.67,['EconData_left']
RE-0602d4f4,R-362602d7,2023,225.81,6.02,82167.17,3.39,7.22,['EconData_set']
RE-f5947e4f,R-362602d7,2024,1240.03,5.76,116417.44,2.91,8.81,['EconData_central']
RE-dbfc17ce,R-3c978378,2018,622.59,24.51,95267.38,3.88,1.98,['EconData_sort']
RE-af0d8b58,R-3c978378,2019,1112.73,8.84,118450.02,3.14,5.77,['EconData_realize']
RE-bf0df6e9,R-3c978378,2020,1417.78,16.68,17966.01,2.64,1.71,['EconData_laugh']
RE-1e70ff73,R-3c978378,2021,1637.32,9.15,95463.65,0.34,1.54,['EconData_analysis']
RE-8efcfed5,R-3c978378,2022,1803.36,18.65,74500.83,3.97,3.62,['EconData_box']
RE-a7b72c4e,R-3c978378,2023,293.12,7.46,103852.34,1.98,5.94,['EconData_most']
RE-93b691df,R-3c978378,2024,1167.0,21.98,101342.17,1.81,4.05,['EconData_travel']
RE-4357d928,R-4e1651f3,2018,720.43,17.84,55400.08,1.15,1.42,['EconData_nor']
RE-f941148c,R-4e1651f3,2019,1365.09,4.51,42895.01,2.84,5.61,['EconData_soon']
RE-880a528f,R-4e1651f3,2020,1780.13,0.75,59264.54,1.22,3.44,['EconData_act']
RE-1974756c,R-4e1651f3,2021,1129.51,18.69,38853.93,0.97,5.18,['EconData_themselves']
RE-3d65eac5,R-4e1651f3,2022,963.94,15.38,29984.17,0.69,1.84,['EconData_easy']
RE-1f11907a,R-4e1651f3,2023,824.3,21.84,55063.41,1.94,0.46,['EconData_need']
RE-2f412e75,R-4e1651f3,2024,1695.17,18.18,43919.09,2.64,8.47,['EconData_together']
RE-addd7f2e,R-f5d6590e,2018,1519.58,11.12,113264.76,2.3,8.32,['EconData_world']
RE-97c49aff,R-f5d6590e,2019,1816.07,12.63,79538.78,3.48,2.12,['EconData_but']
RE-08622223,R-f5d6590e,2020,1457.11,15.33,89457.33,2.93,4.28,['EconData_fill']
RE-d6c799de,R-f5d6590e,2021,934.69,9.46,43321.77,0.34,3.35,['EconData_four']
RE-afa3ffae,R-f5d6590e,2022,1875.9,6.8,110216.79,2.98,8.42,['EconData_president']
RE-b00006ca,R-f5d6590e,2023,364.96,2.93,81585.76,3.6,9.74,['EconData_add']
RE-b18fc770,R-f5d6590e,2024,585.78,15.69,77390.94,0.01,5.34,['EconData_turn']
RE-351cb7fd,R-78acee10,2018,236.28,21.91,62681.82,0.35,4.9,['EconData_player']
RE-49876102,R-78acee10,2019,1703.99,21.13,83745.7,2.19,0.58,['EconData_whatever']
RE-8a32018c,R-78acee10,2020,810.93,19.93,100199.81,0.7,5.78,['EconData_minute']
RE-b7fd14a7,R-78acee10,2021,447.21,14.79,53198.87,2.16,3.88,['EconData_add']
RE-024785cd,R-78acee10,2022,1007.79,2.98,39922.12,1.03,1.31,['EconData_magazine']
RE-7b9653a8,R-78acee10,2023,233.36,24.92,31621.5,3.03,7.38,['EconData_professional']
RE-0941f7fb,R-78acee10,2024,1810.98,14.15,28279.48,0.06,7.42,['EconData_never']
RE-98195e10,R-73e07601,2018,408.47,17.35,87118.88,0.71,9.11,['EconData_charge']
RE-0ea4a338,R-73e07601,2019,715.58,13.98,58522.08,1.27,6.84,['EconData_final']
RE-7e786917,R-73e07601,2020,593.01,19.72,27735.91,0.24,3.89,['EconData_skin']
RE-46b7c1ee,R-73e07601,2021,797.02,10.52,94984.2,0.91,4.0,['EconData_themselves']
RE-a0288245,R-73e07601,2022,490.12,6.03,45355.64,2.12,7.45,['EconData_ok']
RE-b339ef13,R-73e07601,2023,453.91,10.27,10679.59,1.29,1.32,['EconData_role']
RE-8e590d28,R-73e07601,2024,1928.5,8.67,109058.48,1.6,6.68,['EconData_beat']
RE-efb6bfd7,R-964fd7bd,2018,1458.91,11.92,90652.3,3.75,9.45,['EconData_fine']
RE-782eab35,R-964fd7bd,2019,1544.95,22.65,117473.01,1.07,6.86,['EconData_own']
RE-01ae8eac,R-964fd7bd,2020,1475.7,19.8,14597.88,2.27,0.1,['EconData_final']
RE-abd8e53d,R-964fd7bd,2021,769.9,8.92,43111.51,1.93,6.62,['EconData_fear']
RE-5ca7e4a7,R-964fd7bd,2022,865.02,8.57,19834.66,1.15,7.38,['EconData_between']
RE-3f83fad4,R-964fd7bd,2023,1888.46,8.56,32732.12,0.49,7.98,['EconData_baby']
RE-2936ce8a,R-964fd7bd,2024,757.48,6.92,49293.45,1.83,10.0,['EconData_buy']
RE-4765ec00,R-fb3026b3,2018,1871.71,17.05,66036.58,3.68,5.44,['EconData_information']
RE-a88a795e,R-fb3026b3,2019,1729.58,8.43,89076.64,3.06,1.73,['EconData_society']
RE-e810680f,R-fb3026b3,2020,757.71,3.63,23010.67,1.22,6.62,['EconData_seat']
RE-d58ecd81,R-fb3026b3,2021,1050.81,19.49,28744.2,3.45,4.97,['EconData_everybody']
RE-5e185006,R-fb3026b3,2022,1374.55,3.77,112668.26,0.5,1.25,['EconData_other']
RE-32cc0270,R-fb3026b3,2023,1994.19,15.07,44986.67,3.46,2.47,['EconData_special']
RE-d5f0748d,R-fb3026b3,2024,542.32,16.43,86696.88,2.94,9.37,['EconData_job']
RE-d83a65e3,R-6133d6ef,2018,1733.48,11.98,54086.4,1.49,0.5,['EconData_enough']
RE-845b2425,R-6133d6ef,2019,666.9,21.06,33780.37,3.5,2.16,['EconData_process']
RE-d3cda8a8,R-6133d6ef,2020,179.58,6.46,62476.15,2.26,1.58,['EconData_through']
RE-3d501fc8,R-6133d6ef,2021,329.83,16.18,53438.15,1.0,3.64,['EconData_person']
RE-d6ba818a,R-6133d6ef,2022,1559.14,19.04,112594.06,2.66,0.76,['EconData_trouble']
RE-ac30d2cb,R-6133d6ef,2023,1356.48,0.19,18008.83,3.22,7.33,['EconData_fast']
RE-4ca23280,R-6133d6ef,2024,10.07,14.91,50396.43,3.11,1.26,['EconData_ready']
RE-61cbcbcf,R-e3fc83ef,2018,800.24,9.15,11007.32,0.54,7.2,['EconData_offer']
RE-bde905d1,R-e3fc83ef,2019,1455.16,21.04,29070.45,2.14,4.8,['EconData_particular']
RE-162ec6cf,R-e3fc83ef,2020,1750.77,4.19,42734.02,1.23,3.19,['EconData_remain']
RE-a8328c79,R-e3fc83ef,2021,1118.38,13.61,84208.89,2.16,3.56,['EconData_top']
RE-af855cb0,R-e3fc83ef,2022,774.09,12.7,82714.46,2.44,4.61,['EconData_manager']
RE-6d7f708b,R-e3fc83ef,2023,1203.72,16.28,31769.1,0.13,0.46,['EconData_religious']
RE-c80047ba,R-e3fc83ef,2024,1662.49,7.25,82814.58,0.68,0.33,['EconData_analysis']
RE-0087836e,R-6526bfaf,2018,1773.07,18.55,24803.56,0.32,1.41,['EconData_place']
RE-f9db744d,R-6526bfaf,2019,1503.84,0.1,25268.4,3.92,7.92,['EconData_keep']
RE-7d4e7691,R-6526bfaf,2020,1206.34,10.51,68443.96,0.65,6.51,['EconData_serious']
RE-a1d5719a,R-6526bfaf,2021,1615.34,5.57,89631.65,3.3,4.98,['EconData_floor']
RE-4f20ee7d,R-6526bfaf,2022,419.86,3.07,50505.0,3.79,2.71,['EconData_parent']
RE-70007975,R-6526bfaf,2023,383.49,13.96,61729.38,1.14,5.98,['EconData_hundred']
RE-318e7be5,R-6526bfaf,2024,503.26,22.89,58002.54,2.89,3.59,['EconData_future']
RE-19b44d4e,R-2a1da8e6,2018,193.69,15.49,18077.38,1.33,4.02,['EconData_event']
RE-40434e94,R-2a1da8e6,2019,1171.95,9.41,42193.75,1.66,1.78,['EconData_hour']
RE-bfc44b8a,R-2a1da8e6,2020,1200.11,1.99,82326.69,3.9,7.18,['EconData_present']
RE-8fa13ff4,R-2a1da8e6,2021,1554.34,15.71,118214.47,0.09,1.6,['EconData_arm']
RE-a3603ee4,R-2a1da8e6,2022,184.75,6.79,47351.83,1.23,6.93,['EconData_around']
RE-7e14c265,R-2a1da8e6,2023,388.66,21.3,29938.83,3.54,1.74,['EconData_three']
RE-69544486,R-2a1da8e6,2024,1994.91,18.09,62569.46,0.6,2.57,['EconData_against']
RE-a2e020ca,R-5049b3e3,2018,1288.85,0.75,69322.53,3.19,7.09,['EconData_rather']
RE-46191594,R-5049b3e3,2019,1584.51,22.76,23847.42,3.03,3.53,['EconData_relate']
RE-f316ba30,R-5049b3e3,2020,1870.2,3.95,41972.18,3.32,2.62,['EconData_true']
RE-70ad9cc9,R-5049b3e3,2021,1057.31,4.01,114413.63,3.46,8.55,['EconData_move']
RE-43d52241,R-5049b3e3,2022,703.82,6.21,24176.23,2.38,1.89,['EconData_agent']
RE-6ab4ee01,R-5049b3e3,2023,1726.9,1.77,64777.14,3.56,9.08,['EconData_middle']
RE-3c6f8f43,R-5049b3e3,2024,1883.36,19.03,28077.29,3.18,9.88,['EconData_eight']
RE-0db8db1d,R-efd3c0b8,2018,330.06,16.55,110265.14,0.1,6.9,['EconData_hold']
RE-0ad0476b,R-efd3c0b8,2019,1920.22,3.4,14771.34,3.91,8.63,['EconData_answer']
RE-ba0d3677,R-efd3c0b8,2020,914.55,11.07,40443.7,0.03,8.79,['EconData_value']
RE-8bb4fd03,R-efd3c0b8,2021,1523.6,12.73,34160.64,3.42,5.31,['EconData_best']
RE-f42dad63,R-efd3c0b8,2022,1501.69,1.58,36993.41,0.51,5.81,['EconData_give']
RE-8c277480,R-efd3c0b8,2023,120.0,7.74,12740.67,1.84,7.26,['EconData_real']
RE-bad58304,R-efd3c0b8,2024,1631.29,17.61,89285.28,3.08,9.89,['EconData_until']
RE-e6758969,R-c2853498,2018,1472.69,13.7,58859.96,0.98,2.8,['EconData_discover']
RE-bb51a257,R-c2853498,2019,786.71,22.71,61253.35,2.51,1.42,['EconData_factor']
RE-45313bfd,R-c2853498,2020,1046.12,6.18,12553.72,0.39,3.79,['EconData_news']
RE-98d12bf3,R-c2853498,2021,34.92,9.3,31608.14,2.97,2.17,['EconData_federal']
RE-73828b54,R-c2853498,2022,779.83,17.81,18679.63,1.51,3.95,['EconData_challenge']
RE-aab0a459,R-c2853498,2023,968.89,21.1,40251.82,0.74,1.05,['EconData_pass']
RE-0036781b,R-c2853498,2024,1570.4,5.9,26879.93,3.34,1.13,['EconData_station']
RE-ad13416d,R-0fa3510c,2018,1375.05,6.84,105218.44,0.14,3.6,['EconData_rest']
RE-a0af6adc,R-0fa3510c,2019,795.65,5.12,39488.03,0.82,8.08,['EconData_recent']
RE-5fbf3070,R-0fa3510c,2020,506.04,13.13,34811.22,2.35,6.85,['EconData_open']
RE-46e1984b,R-0fa3510c,2021,1520.64,15.83,85405.23,2.94,4.24,['EconData_attorney']
RE-654db5c3,R-0fa3510c,2022,608.19,15.0,41317.15,1.78,9.1,['EconData_focus']
RE-75fb74e5,R-0fa3510c,2023,199.82,1.14,111638.67,2.83,9.8,['EconData_or']
RE-7a3ae0c8,R-0fa3510c,2024,792.36,10.77,15415.65,3.55,5.72,['EconData_pass']
RE-0dc2a649,R-e574a787,2018,1166.83,5.14,78450.5,2.64,4.8,['EconData_model']
RE-d66af72c,R-e574a787,2019,1150.97,2.51,118697.41,3.61,4.3,['EconData_network']
RE-b1879a0f,R-e574a787,2020,915.82,3.47,85508.64,1.3,2.25,['EconData_draw']
RE-8a008503,R-e574a787,2021,1131.26,14.24,35585.42,1.12,7.0,['EconData_thank']
RE-1034a5df,R-e574a787,2022,149.49,0.5,20742.55,1.3,5.32,['EconData_people']
RE-fd663871,R-e574a787,2023,1902.44,2.42,100400.65,1.58,0.65,['EconData_agree']
RE-87667042,R-e574a787,2024,273.59,12.88,20568.77,1.37,0.07,['EconData_positive']
RE-6dc97542,R-da641070,2018,868.44,9.5,117311.55,1.81,0.92,['EconData_about']
RE-9d2ac04a,R-da641070,2019,1059.06,20.24,46310.6,0.95,9.87,['EconData_party']
RE-9f556501,R-da641070,2020,1874.42,1.39,92807.44,1.58,7.94,['EconData_ahead']
RE-aaab1edf,R-da641070,2021,1787.58,13.31,32302.54,0.86,2.42,['EconData_maintain']
RE-ac98fc79,R-da641070,2022,1519.36,16.36,57335.21,1.54,1.96,['EconData_build']
RE-0bad8f2f,R-da641070,2023,1486.27,7.8,92408.55,2.48,5.26,['EconData_little']
RE-2f39e22a,R-da641070,2024,1813.09,23.29,45079.0,0.89,0.56,['EconData_along']
RE-35a8bcdb,R-c647bfb6,2018,1798.49,5.62,56301.51,2.2,4.99,['EconData_card']
RE-743fece7,R-c647bfb6,2019,142.61,0.47,95388.75,3.3,5.8,['EconData_plant']
RE-85d2376c,R-c647bfb6,2020,508.69,3.79,84485.38,3.43,5.48,['EconData_ago']
RE-1dfc48ed,R-c647bfb6,2021,1384.28,2.23,111961.89,3.75,4.17,['EconData_cost']
RE-55d8858e,R-c647bfb6,2022,1865.95,18.94,73072.55,1.03,9.63,['EconData_should']
RE-6d19776b,R-c647bfb6,2023,1287.19,2.11,52174.57,0.35,4.32,['EconData_shoulder']
RE-9befa4a2,R-c647bfb6,2024,1853.79,6.38,43877.65,0.66,8.79,['EconData_myself']
RE-0424030d,R-afe43cae,2018,697.23,20.58,47885.97,2.21,6.7,['EconData_always']
RE-696708e9,R-afe43cae,2019,1923.33,10.24,69192.12,0.87,2.69,['EconData_than']
RE-9374bbe3,R-afe43cae,2020,212.87,23.83,64982.08,3.33,4.03,['EconData_resource']
RE-32dc782d,R-afe43cae,2021,1495.09,6.37,92861.96,1.94,4.53,['EconData_building']
RE-1952c1c9,R-afe43cae,2022,428.35,15.25,19705.2,0.72,2.9,['EconData_door']
RE-c9cce9b2,R-afe43cae,2023,768.39,1.45,58251.43,2.06,6.12,['EconData_technology']
RE-bcd75fd3,R-afe43cae,2024,659.48,7.37,89434.51,3.49,1.41,['EconData_either']
RE-821d2d14,R-2be4b633,2018,1601.97,17.11,78018.51,0.03,9.49,['EconData_through']
RE-399c1645,R-2be4b633,2019,1952.43,4.94,36805.9,1.88,3.0,['EconData_cell']
RE-967543c9,R-2be4b633,2020,1521.59,8.98,29497.95,1.65,9.51,['EconData_me']
RE-83b54e30,R-2be4b633,2021,268.46,9.15,33963.62,3.75,3.69,['EconData_near']
RE-7ceae348,R-2be4b633,2022,158.26,21.82,12169.83,0.39,2.9,['EconData_administration']
RE-3af0b35c,R-2be4b633,2023,922.2,11.52,15797.35,2.95,1.23,['EconData_politics']
RE-da5e6f73,R-2be4b633,2024,1949.53,4.47,47144.39,1.72,3.27,['EconData_building']
RE-72084775,R-1d1f93c0,2018,1831.6,16.71,98471.56,3.23,3.63,['EconData_begin']
RE-8fe1ab96,R-1d1f93c0,2019,1165.48,16.05,12844.5,2.37,1.84,['EconData_vote']
RE-10536f72,R-1d1f93c0,2020,22.9,16.89,58245.98,2.36,1.74,['EconData_out']
RE-989d68df,R-1d1f93c0,2021,1476.96,18.07,105637.25,2.98,1.94,['EconData_suffer']
RE-6217fff7,R-1d1f93c0,2022,1867.8,18.82,37480.12,0.13,8.86,['EconData_boy']
RE-288eae52,R-1d1f93c0,2023,1015.74,15.14,84407.76,3.68,3.2,['EconData_tonight']
RE-4d89e4f6,R-1d1f93c0,2024,454.21,4.3,15794.38,3.28,8.96,['EconData_fire']
RE-9fde4a17,R-06634980,2018,1289.78,18.69,78755.63,0.89,4.18,['EconData_much']
RE-f07a7bfb,R-06634980,2019,1252.25,19.17,54288.1,0.98,8.64,['EconData_once']
RE-1811ddd2,R-06634980,2020,723.65,9.4,72183.93,0.04,7.27,['EconData_current']
RE-12896c2c,R-06634980,2021,1290.21,0.97,81660.73,0.44,6.92,['EconData_major']
RE-919dac0b,R-06634980,2022,1069.84,14.67,90471.32,1.08,0.39,['EconData_middle']
RE-e2bab57c,R-06634980,2023,1972.48,16.55,83704.55,3.36,1.92,['EconData_they']
RE-24624c7d,R-06634980,2024,1722.03,17.26,113469.09,1.66,9.23,['EconData_teach']
RE-2a97166f,R-7240c67e,2018,571.97,8.55,87991.26,1.27,7.19,['EconData_Democrat']
RE-d73db7ac,R-7240c67e,2019,1171.42,16.41,102015.13,3.28,4.67,['EconData_take']
RE-fe15343c,R-7240c67e,2020,1798.48,20.63,47886.32,3.77,2.01,['EconData_type']
RE-7feee485,R-7240c67e,2021,1005.6,3.08,17306.93,2.19,9.05,['EconData_happy']
RE-ebe581b8,R-7240c67e,2022,238.13,13.89,63000.5,0.99,5.04,['EconData_throughout']
RE-062a918e,R-7240c67e,2023,1394.85,23.72,26749.95,3.04,9.52,['EconData_too']
RE-299bfa0a,R-7240c67e,2024,947.95,22.32,82801.06,0.69,2.25,['EconData_language']
RE-7571113d,R-7ea1cdfe,2018,59.82,17.84,106672.67,2.01,8.21,['EconData_whole']
RE-884e8bf1,R-7ea1cdfe,2019,1934.22,21.0,110606.52,3.61,0.43,['EconData_wide']
RE-8ab0f8de,R-7ea1cdfe,2020,1476.78,12.36,12327.31,3.26,1.07,['EconData_say']
RE-8bdce8bc,R-7ea1cdfe,2021,995.64,13.49,61721.91,2.62,9.49,['EconData_modern']
RE-d5f765ba,R-7ea1cdfe,2022,1209.85,22.64,88655.76,0.45,5.96,['EconData_avoid']
RE-d9051e7e,R-7ea1cdfe,2023,806.05,2.67,75095.82,1.95,3.25,['EconData_probably']
RE-9e587121,R-7ea1cdfe,2024,182.98,20.37,31453.94,0.29,4.77,['EconData_until']
RE-582c5ec8,R-10a6dede,2018,1241.76,0.1,101578.5,1.96,2.76,['EconData_financial']
RE-4da82f56,R-10a6dede,2019,588.5,7.3,11056.23,2.61,8.66,['EconData_point']
RE-eddb6454,R-10a6dede,2020,306.28,11.61,42081.08,1.05,9.02,['EconData_success']
RE-c3d0f6e4,R-10a6dede,2021,1264.39,13.04,41369.28,1.3,1.51,['EconData_rate']
RE-b7fe2705,R-10a6dede,2022,139.62,8.83,76994.45,3.52,3.53,['EconData_group']
RE-3ac02b36,R-10a6dede,2023,620.83,17.3,42022.76,1.49,1.45,['EconData_worry']
RE-cb521ce7,R-10a6dede,2024,331.47,18.62,85418.86,2.92,2.5,['EconData_green']
RE-36eb13d8,R-b9fa4604,2018,640.83,8.95,25211.18,1.68,3.69,['EconData_investment']
RE-f8bf2283,R-b9fa4604,2019,1169.68,9.4,48248.27,2.97,0.81,['EconData_often']
RE-a99b8fb8,R-b9fa4604,2020,487.82,4.99,43766.46,1.66,5.35,['EconData_cover']
RE-2a42fc86,R-b9fa4604,2021,1890.15,12.43,113872.03,2.58,4.13,['EconData_base']
RE-a12e0ac6,R-b9fa4604,2022,1665.0,2.84,79356.52,1.2,5.86,['EconData_should']
RE-c3b1d5fa,R-b9fa4604,2023,703.08,1.47,20170.86,1.94,6.76,['EconData_skill']
RE-77446d39,R-b9fa4604,2024,1045.5,20.77,27035.5,2.25,0.01,['EconData_a']
RE-d24e0269,R-85abbd4a,2018,171.22,4.54,74893.9,1.42,3.8,['EconData_its']
RE-54f373f0,R-85abbd4a,2019,856.4,6.4,33949.84,1.78,2.3,['EconData_politics']
RE-daf4078b,R-85abbd4a,2020,992.42,6.84,62661.75,3.04,3.43,['EconData_area']
RE-2cfc547e,R-85abbd4a,2021,1913.5,10.61,97067.01,3.37,2.87,['EconData_north']
RE-4b9b820b,R-85abbd4a,2022,945.89,20.82,115389.68,1.85,0.92,['EconData_number']
RE-eecdbb5e,R-85abbd4a,2023,1389.69,24.09,70776.72,2.05,3.05,['EconData_fire']
RE-cf22eb91,R-85abbd4a,2024,254.73,1.34,54956.82,2.89,1.73,['EconData_value']
RE-600adaa2,R-d10d3b4a,2018,1149.77,12.47,105098.28,2.82,5.36,['EconData_teacher']
RE-045382d3,R-d10d3b4a,2019,830.25,22.56,98465.56,2.9,3.23,['EconData_agree']
RE-6d3087d6,R-d10d3b4a,2020,1782.3,9.47,99393.11,1.87,8.91,['EconData_decide']
RE-abe7e1a2,R-d10d3b4a,2021,1548.92,8.16,85555.93,1.28,3.52,['EconData_off']
RE-9d4a881a,R-d10d3b4a,2022,511.46,12.87,32446.68,2.31,3.7,['EconData_miss']
RE-8c638cd6,R-d10d3b4a,2023,1069.48,14.3,13839.02,1.95,0.31,['EconData_from']
RE-262e241a,R-d10d3b4a,2024,44.71,20.94,66674.55,3.05,0.76,['EconData_detail']
RE-1a879ea7,R-d889b833,2018,1671.52,23.06,58490.95,1.68,0.71,['EconData_research']
RE-218f2869,R-d889b833,2019,698.09,8.25,45691.98,1.7,6.91,['EconData_him']
RE-1a20fdb7,R-d889b833,2020,888.68,24.07,16775.26,3.53,8.51,['EconData_though']
RE-4c8d0335,R-d889b833,2021,1105.24,20.54,107932.25,2.03,7.23,['EconData_own']
RE-d956eb11,R-d889b833,2022,1756.73,16.33,59564.67,1.84,9.17,['EconData_human']
RE-65bfdfc5,R-d889b833,2023,516.8,17.99,53480.29,1.83,0.4,['EconData_huge']
RE-fd2c0872,R-d889b833,2024,631.83,4.46,111345.26,1.76,9.33,['EconData_claim']
RE-e4b28713,R-380a98a3,2018,634.28,12.42,104130.68,2.23,1.29,['EconData_deal']
RE-b036b4f2,R-380a98a3,2019,849.38,17.69,90509.33,0.4,9.49,['EconData_respond']
RE-120e0ef0,R-380a98a3,2020,1491.96,18.86,75336.72,0.8,3.6,['EconData_four']
RE-6c32162a,R-380a98a3,2021,952.91,16.49,46829.19,1.81,0.42,['EconData_focus']
RE-21cc7957,R-380a98a3,2022,287.22,19.71,10912.46,1.09,4.55,['EconData_impact']
RE-9443f803,R-380a98a3,2023,978.6,12.87,66329.93,0.97,0.75,['EconData_like']
RE-a192a1ee,R-380a98a3,2024,798.58,8.02,23565.12,2.16,3.14,['EconData_social']
RE-49000f0d,R-2794b31e,2018,837.41,3.43,49041.92,0.94,3.26,['EconData_thousand']
RE-3149a46f,R-2794b31e,2019,1495.01,2.67,53719.88,1.67,6.7,['EconData_structure']
RE-fef7c2a0,R-2794b31e,2020,1237.28,5.44,76117.27,3.31,6.87,['EconData_position']
RE-0e0b45ea,R-2794b31e,2021,1842.24,23.41,53210.23,1.41,7.79,['EconData_heart']
RE-961d5717,R-2794b31e,2022,325.66,19.18,93744.93,1.85,6.32,['EconData_suffer']
RE-4cc7ee8c,R-2794b31e,2023,1287.06,14.01,56332.99,1.05,7.68,['EconData_discuss']
RE-b18181a1,R-2794b31e,2024,1557.47,16.33,102319.96,2.9,3.34,['EconData_speech']
RE-3850f431,R-92dbaca8,2018,202.02,13.73,118657.45,1.45,1.38,['EconData_now']
RE-a0274254,R-92dbaca8,2019,1738.39,22.86,86428.89,0.56,5.15,['EconData_Democrat']
RE-dccd9688,R-92dbaca8,2020,166.3,0.26,69591.67,3.62,8.33,['EconData_let']
RE-fff83831,R-92dbaca8,2021,1157.14,12.22,45387.77,1.08,0.81,['EconData_modern']
RE-ea7576eb,R-92dbaca8,2022,1839.57,14.7,19941.35,3.35,6.44,['EconData_phone']
RE-2dce99de,R-92dbaca8,2023,266.07,0.23,60128.45,3.04,6.21,['EconData_case']
