region_id,name,country,sub_region,population,major_metropolitan_areas,energy_regulatory_body,data_source_references
R-abc39b25,West Christina,Spain,New Hampshire,9304360,['South Brady'],RegBody_television,['Source_east']
R-a6e49778,Lake Nathaniel,Saudi Arabia,Washington,1929589,"['North Jodibury', 'Port Marissa', 'Alexanderville']",RegBody_focus,['Source_listen']
R-44224cb1,Johnsonborough,Saint Vincent and the Grenadines,Ohio,9902479,"['East Amy', 'Anaberg', 'South Brandyhaven']",RegBody_animal,['Source_especially']
R-e8871a82,North Justin,Somalia,Vermont,4337236,"['Briantown', 'South Donnastad', 'North Kellyfurt']",RegBody_during,['Source_husband']
R-156b61bd,West Toddside,Benin,Idaho,16571155,['New Tammy'],RegBody_option,['Source_with']
R-3581634a,North Johnhaven,Gambia,Michigan,511558,"['Longburgh', 'West Gabriellestad', 'Joelhaven']",RegBody_fact,['Source_task']
R-b3cd39db,Lake Jonathanfurt,Tuvalu,Alaska,9640844,"['Jeremiahmouth', 'Sandovalland']",RegBody_show,['Source_idea']
R-d70510bb,South John,Cape Verde,Nevada,16162983,"['Reneemouth', 'Danielsborough']",RegBody_read,['Source_certainly']
R-2ae3a9e2,Port Devin,Portugal,Virginia,11532194,['South Wendy'],RegBody_speech,['Source_check']
R-31692561,West Carlos,Martinique,Washington,1823916,"['East Lonnieberg', 'Port Lucaschester']",RegBody_its,['Source_floor']
R-393262eb,Reeseview,Canada,Wyoming,16129931,['North David'],RegBody_agree,['Source_sound']
R-67f4c998,Catherinebury,Nepal,Iowa,2292561,"['Lake Anthony', 'Lake Kimberlyberg']",RegBody_morning,['Source_throughout']
R-2476423d,Josephstad,Colombia,Missouri,16600276,['Wellsburgh'],RegBody_data,['Source_draw']
R-4282a969,South Kathytown,Uzbekistan,Louisiana,19461617,"['Walkerborough', 'North Gregory', 'Camachofort']",RegBody_rise,['Source_garden']
R-1820c4e3,Claychester,Iraq,Wyoming,1898822,['New Jillfurt'],RegBody_service,['Source_form']
R-754966e5,Carrshire,Nepal,Ohio,5106240,"['New Danielmouth', 'East Aprilfurt', 'New Paulton']",RegBody_customer,['Source_film']
R-a4850f9d,Sandersport,Singapore,Maine,10295028,['Jacksonport'],RegBody_position,['Source_wide']
R-6d65c8ba,Lake Zacharyberg,Kyrgyz Republic,Tennessee,8427906,['Davishaven'],RegBody_budget,['Source_couple']
R-039e99f6,South Robert,Korea,Alaska,18825823,"['South Brittany', 'South Christopher']",RegBody_game,['Source_role']
R-32492e88,Lake Jessica,Bermuda,Delaware,7672803,"['Waltersland', 'Acostahaven', 'South Andrea']",RegBody_animal,['Source_special']
R-d8a4039b,West Ariana,Palestinian Territory,Georgia,12863368,"['Port Duane', 'South Kylemouth']",RegBody_fight,['Source_produce']
R-b4da2fbc,North Rachel,Cook Islands,Alabama,14955251,"['Alexanderfort', 'Stephenstown']",RegBody_political,['Source_us']
R-dc5096ad,Youngshire,Palestinian Territory,New Mexico,19847626,"['Ortizland', 'East Nicoleview']",RegBody_president,['Source_production']
R-002ad448,North Jack,Azerbaijan,Tennessee,10346860,"['Benjaminton', 'Markland', 'North Robertburgh']",RegBody_color,['Source_remember']
R-3f413466,Cherylshire,Solomon Islands,Oklahoma,2120993,"['South Kara', 'Sarahland', 'Marcusfurt']",RegBody_ten,['Source_author']
R-564d49eb,Bridgesland,French Guiana,New Mexico,3429726,['North Heather'],RegBody_face,['Source_girl']
R-3f133257,Warrenborough,New Zealand,Arkansas,7180830,"['New Jessicahaven', 'South Jenniferport']",RegBody_late,['Source_politics']
R-968747fc,Jordanshire,Nigeria,Minnesota,2824199,['New Anna'],RegBody_nature,['Source_shoulder']
R-a94e02e0,Vasquezburgh,Turks and Caicos Islands,South Carolina,8148539,['Lake Kelly'],RegBody_daughter,['Source_ability']
R-63328b82,North Stevenville,Saint Pierre and Miquelon,Indiana,18621786,['Gutierrezmouth'],RegBody_hard,['Source_opportunity']
R-f45f79b2,North Danielle,Portugal,Maine,5352363,['Kristyport'],RegBody_first,['Source_move']
R-5df7c50b,Katieville,Poland,Michigan,13807575,"['Randyshire', 'Port Gregorymouth']",RegBody_these,['Source_ground']
R-4cc44170,Hendrickston,Oman,Florida,15867646,"['Mooremouth', 'Stevenchester']",RegBody_without,['Source_situation']
R-6d11c6c3,Port Adrianashire,Saint Kitts and Nevis,Utah,1195211,['Angelatown'],RegBody_detail,['Source_participant']
R-51e4f983,Laurenstad,Bahrain,Georgia,9767195,"['Marymouth', 'Simsburgh', 'Lopezville']",RegBody_treatment,['Source_stay']
R-c88b3320,Janetmouth,Russian Federation,Arizona,9586454,"['Robertfort', 'West Shannon', 'Javierport']",RegBody_continue,['Source_brother']
R-e041c8b0,Kristenborough,United States Minor Outlying Islands,Colorado,15334763,['Hunterfort'],RegBody_west,['Source_month']
R-1a5a9e34,East Matthew,Liberia,Washington,7932403,"['Kimberlyberg', 'Port Tonihaven']",RegBody_require,['Source_cause']
R-b912a73f,Lake Benjamin,Iceland,Virginia,19890054,"['North Larryton', 'West Steventon', 'New Katieport']",RegBody_agency,['Source_participant']
R-f1b4de7d,Danielleborough,Gibraltar,Illinois,6737711,"['West Joshua', 'Kendraville']",RegBody_explain,['Source_church']
R-2c8828c2,West Danny,Nigeria,Oklahoma,3951253,"['East Amyside', 'Josephport', 'East Charles']",RegBody_position,['Source_wait']
R-5cc82d29,Amberton,Bulgaria,Alaska,7643353,"['Bergerton', 'South Brianchester', 'Whiteshire']",RegBody_professional,['Source_think']
R-9152b0d3,Jensenport,Grenada,Illinois,5099254,"['Port Kathyshire', 'North Lisa']",RegBody_wide,['Source_say']
R-649fbf3c,Davisport,Poland,Tennessee,4872657,['Ruizbury'],RegBody_charge,['Source_traditional']
R-485e7d53,Robertafurt,Cocos (Keeling) Islands,Vermont,2101120,['Kristinamouth'],RegBody_long,['Source_method']
R-13dc6739,North Thomasstad,Lesotho,New Jersey,10421739,"['West Katrina', 'New Dakota', 'West Angelaland']",RegBody_structure,['Source_five']
R-d1139084,Moraleschester,Dominican Republic,South Carolina,19199419,"['New Erik', 'Reyesmouth']",RegBody_detail,['Source_teach']
R-9dbc200a,Muellerchester,Montenegro,Michigan,14835544,['East Elaine'],RegBody_bank,['Source_sister']
R-ff965c9d,Wilsonmouth,Greece,Oklahoma,15826894,"['Port Seanport', 'Jonesville', 'Murphyton']",RegBody_believe,['Source_director']
R-88cc524e,New Rebecca,North Macedonia,Alabama,10303607,"['Lake Edward', 'Petershire', 'Gonzalezmouth']",RegBody_firm,['Source_over']
R-ed4ea4f6,Samanthachester,Saint Barthelemy,Minnesota,13605944,"['New Alanhaven', 'Abbottport']",RegBody_assume,['Source_hope']
R-6eec3a2f,North Jacquelinestad,Bouvet Island (Bouvetoya),Maine,16893059,"['East Ryanshire', 'Garrettfurt', 'Jamesside']",RegBody_development,['Source_recognize']
R-4d678a46,South Don,Moldova,Missouri,16669018,"['Maryberg', 'Whitneyberg']",RegBody_center,['Source_activity']
R-4bffb595,Lake Alfredfort,Palestinian Territory,Nevada,2799180,"['North Derrick', 'Daltonchester', 'South William']",RegBody_old,['Source_ten']
R-8c6fcfef,Cruzbury,Colombia,Nevada,1437505,"['New Tyronebury', 'Robertside']",RegBody_part,['Source_hit']
R-fb922048,North Ashleystad,Bouvet Island (Bouvetoya),Pennsylvania,10915317,"['Nixonland', 'Lake Jessica', 'Stevenland']",RegBody_necessary,['Source_voice']
R-659ed082,East Thomasland,Poland,South Dakota,8500952,['Chloemouth'],RegBody_nor,['Source_start']
R-9e46da14,South Shawnfort,Montserrat,Washington,3164421,['Robertport'],RegBody_figure,['Source_computer']
R-84d58d08,Lake Sandraport,Saint Lucia,Oregon,19400479,"['Bryanfort', 'New Brett', 'Lisatown']",RegBody_few,['Source_memory']
R-dc97a96d,East Williamview,El Salvador,Florida,796101,"['Joshuaview', 'Lake Danielburgh', 'Lake Sean']",RegBody_system,['Source_continue']
R-b0a80fda,Kimberlybury,Libyan Arab Jamahiriya,Idaho,9143289,"['West Traceyberg', 'Port Tyler', 'Townsendbury']",RegBody_recent,['Source_less']
R-1378912b,East Becky,Tajikistan,Minnesota,1449950,['Lake Josephville'],RegBody_area,['Source_computer']
R-3084d02c,Rossport,Lebanon,West Virginia,15887387,"['South Frances', 'Wellsberg', 'Smithmouth']",RegBody_idea,['Source_resource']
R-1537d968,Suzanneton,Bhutan,Ohio,14938756,"['Stephaniechester', 'Matthewview']",RegBody_suffer,['Source_billion']
R-0cb43b16,Destinyfurt,Kyrgyz Republic,Wyoming,6189765,"['Lake Emily', 'New Matthew', 'West Amy']",RegBody_remember,['Source_across']
R-8564cf76,North Roberthaven,Bosnia and Herzegovina,Utah,14725873,"['Bellport', 'Jamestown', 'North Sheenaborough']",RegBody_place,['Source_pull']
R-93e68487,Lake Susanland,Togo,Rhode Island,16599579,['South Diana'],RegBody_we,['Source_raise']
R-bf964ce7,North Heather,El Salvador,Maine,15870931,"['Guerreroland', 'Livingstonview']",RegBody_specific,['Source_late']
R-9446a9cb,Jonathanland,Falkland Islands (Malvinas),Wyoming,13801888,"['South Paulton', 'Stephanieview']",RegBody_could,['Source_let']
R-1d2340f3,South Tiffanyborough,New Zealand,Montana,10872927,"['Lake Travis', 'New Kayla', 'New Dawn']",RegBody_while,['Source_letter']
R-9404f10e,Dakotaland,Barbados,Oregon,3609789,['Kimberlytown'],RegBody_watch,['Source_modern']
R-55101771,Lake Danielle,Venezuela,Arizona,11166374,"['Adamsmouth', 'Andrewshaven']",RegBody_second,['Source_yard']
R-291f9f30,Mendozafurt,Tanzania,Washington,16725181,"['New Jeremiahfurt', 'Martinezside']",RegBody_worry,['Source_her']
R-fc204536,Evelynfurt,Azerbaijan,South Dakota,13536947,"['West Amandamouth', 'Port Steveport', 'East Angela']",RegBody_if,['Source_recent']
R-6096ae91,West Heather,Ukraine,Connecticut,1331351,"['Tommouth', 'East Austin']",RegBody_ago,['Source_service']
R-fea45d1f,South Paul,Somalia,Ohio,3054796,"['Victormouth', 'North Matthewmouth']",RegBody_store,['Source_set']
R-eb51f75d,South Davidhaven,Kuwait,Utah,8569100,"['Lake Beth', 'North Jillfort']",RegBody_ready,['Source_after']
R-c6bd781a,Meadowston,Ecuador,Vermont,3989683,"['North Gerald', 'West Loriville']",RegBody_loss,['Source_popular']
R-70648b50,Port Brittany,Svalbard & Jan Mayen Islands,Connecticut,17366984,['South Brookebury'],RegBody_at,['Source_summer']
R-152d99f9,South Matthew,Syrian Arab Republic,West Virginia,18306419,"['Nguyenshire', 'West Mary']",RegBody_student,['Source_different']
R-8fe7ede7,New Glennland,British Indian Ocean Territory (Chagos Archipelago),Louisiana,13966287,['Port Robert'],RegBody_same,['Source_hope']
R-4da39053,South John,Mozambique,Arizona,6394225,"['North Kylie', 'Stricklandtown', 'Millertown']",RegBody_country,['Source_with']
R-c566acdb,Lake Deniseport,Israel,Vermont,12239300,"['Schwartzborough', 'Lake Joseph', 'Jenkinsburgh']",RegBody_popular,['Source_role']
R-2703b020,New Hectorfort,New Zealand,Colorado,16826652,"['Michaeltown', 'East David', 'New Michaelside']",RegBody_movement,['Source_discuss']
R-12a65c5e,Townsendborough,Falkland Islands (Malvinas),Arkansas,14932433,['North Laura'],RegBody_reveal,['Source_three']
R-37c78b61,Jimenezburgh,Paraguay,Arizona,6930281,"['Lake Michaelborough', 'Kingmouth']",RegBody_animal,['Source_body']
R-8c35263b,New Gregorytown,Libyan Arab Jamahiriya,North Carolina,18528753,['North Pattymouth'],RegBody_person,['Source_particularly']
R-2f557610,Robertmouth,Denmark,Wyoming,9764654,"['West Jeremybury', 'Kanefurt']",RegBody_vote,['Source_discussion']
R-69ab8690,South Brendaton,Tuvalu,Nevada,16364229,['East Sarah'],RegBody_look,['Source_could']
R-cf5f86b9,Brooksmouth,Saint Helena,Illinois,1068697,"['Theresaborough', 'Davidshire', 'West Derekmouth']",RegBody_low,['Source_kid']
R-5f9794a2,Port Matthew,Turks and Caicos Islands,Maine,8129490,"['Port Laura', 'New Tara', 'North Robert']",RegBody_nearly,['Source_middle']
R-fe9659d6,New Thomas,Kyrgyz Republic,Louisiana,5414289,"['Lake Ronniebury', 'West Ryan']",RegBody_doctor,['Source_wait']
R-ca67e8c3,New Rachel,Israel,Arizona,18583090,['South Jessicahaven'],RegBody_along,['Source_large']
R-699a0332,Mendozaville,Korea,New York,18630482,"['North Angela', 'Lake Jessicaborough']",RegBody_cause,['Source_her']
R-4137cb6c,Johnland,Andorra,New Mexico,3227581,['Evanmouth'],RegBody_toward,['Source_own']
R-b1606205,South Stevenberg,Tunisia,Virginia,3907123,"['Lopezstad', 'Padillatown']",RegBody_traditional,['Source_product']
R-adfc7869,South Patriciamouth,Marshall Islands,Arizona,4041509,"['Ronaldview', 'Port Gail', 'Jillton']",RegBody_myself,['Source_young']
R-5c1455dd,Pamelaville,Hungary,Mississippi,5266413,"['Harveystad', 'Gregoryside']",RegBody_sea,['Source_audience']
R-a73eb4a7,East Tina,Dominican Republic,Ohio,9893248,"['Lake Timothyshire', 'Port Julie', 'West Michael']",RegBody_example,['Source_most']
R-d38432c1,Ramirezland,Holy See (Vatican City State),Minnesota,9274617,"['Tuckerhaven', 'South Jenniferside']",RegBody_we,['Source_final']
R-72159f68,Oliverland,Comoros,New Jersey,16289999,"['North Peterburgh', 'Susanland']",RegBody_boy,['Source_community']
R-9a144282,Danielberg,Luxembourg,Georgia,8278252,"['New Stephanie', 'West Robertside']",RegBody_work,['Source_cause']
R-3d505128,Reedmouth,Saint Pierre and Miquelon,Tennessee,18597386,['West Jaimetown'],RegBody_try,['Source_suffer']
R-c901e0cd,Port Stacey,Oman,Michigan,12971010,['Lanemouth'],RegBody_mention,['Source_personal']
R-e0d4d9db,Ellisshire,Bulgaria,Maryland,17153734,"['Port Jordan', 'Watsonport', 'East Michaelmouth']",RegBody_compare,['Source_present']
R-c54e3e6d,Lake Amanda,Cocos (Keeling) Islands,Idaho,4680459,['East John'],RegBody_analysis,['Source_free']
R-dfb47139,South Jorge,Colombia,Indiana,9369324,"['Lake Loganstad', 'West Shane']",RegBody_commercial,['Source_none']
R-23f777c4,Davidtown,Iraq,New York,11504320,"['South Sarah', 'North Tara', 'Deborahport']",RegBody_matter,['Source_war']
R-25059428,Tarashire,Papua New Guinea,Georgia,9064826,['Morganville'],RegBody_sign,['Source_measure']
R-6e796dc7,East Ericaville,Gambia,Alaska,9590501,"['Williamsonbury', 'Howardmouth', 'New Danielleshire']",RegBody_new,['Source_doctor']
R-e143e3d6,Jamesland,Mauritania,New Hampshire,10117871,"['New Prestonfort', 'Carriehaven', 'Lake Michaelberg']",RegBody_sense,['Source_too']
R-aee81a4d,Woodstad,American Samoa,Maine,19558999,"['Michaelmouth', 'East Jessicamouth', 'Laraport']",RegBody_common,['Source_sure']
R-a4e60d11,Chandlerchester,Burundi,Pennsylvania,16529603,['East Jaredfort'],RegBody_trip,['Source_network']
R-7cbc535e,Carlshire,Saudi Arabia,Missouri,15083644,"['North Robertview', 'Thompsonmouth', 'East Jacob']",RegBody_I,['Source_figure']
R-eb1b8c4e,Williamsport,Syrian Arab Republic,Pennsylvania,16351800,"['Troymouth', 'North Kylie']",RegBody_class,['Source_everybody']
R-b757e68d,Stephaniefort,British Virgin Islands,Tennessee,11254833,"['Robertfort', 'North David', 'Trevorland']",RegBody_place,['Source_skill']
R-2e545fcf,Biancashire,Jordan,Kentucky,18334487,"['Mccannville', 'Williamshire']",RegBody_adult,['Source_through']
R-a687c182,Franciscoton,Cameroon,Massachusetts,15378829,"['Johnsberg', 'Frankview']",RegBody_herself,['Source_kind']
R-ebc1083b,Brandonport,Marshall Islands,South Dakota,6430123,"['New Jamesburgh', 'New Karenside', 'Moniqueport']",RegBody_experience,['Source_reveal']
R-2f5c2e6f,Codyshire,Guinea,Georgia,8112984,"['East Aprilstad', 'Jenkinsburgh', 'East Ericbury']",RegBody_theory,['Source_cup']
R-1d061d43,South Stevenland,Brazil,Florida,12950369,['South Michaelstad'],RegBody_chair,['Source_technology']
R-a4cad0a4,Prestonhaven,Serbia,Michigan,13883325,['Lake Kevin'],RegBody_size,['Source_teacher']
R-50bc184a,East Davidberg,Portugal,Iowa,10776225,"['Davidberg', 'South Hannahville', 'North Kimchester']",RegBody_and,['Source_debate']
R-05fd9ecd,North Laurahaven,Nauru,Arkansas,15970449,"['Wilsonview', 'North Kevintown', 'Port Davidborough']",RegBody_people,['Source_wear']
R-68ed2c09,East Ellen,Antarctica (the territory South of 60 deg S),Colorado,12891994,"['Port Julie', 'Stacystad']",RegBody_he,['Source_college']
R-09a4ee40,New Ashley,Bolivia,Pennsylvania,5203807,"['New Jayborough', 'Georgeside']",RegBody_above,['Source_share']
R-eeed6813,East Samanthafort,Haiti,Vermont,1342172,['South Emily'],RegBody_both,['Source_course']
R-f0f2a1c9,Tinachester,Croatia,North Carolina,16954094,"['South Daniel', 'Davidville', 'South Kathryn']",RegBody_sea,['Source_fight']
R-21d59d90,North Markville,Hungary,Maine,11239893,['Burkeport'],RegBody_right,['Source_thought']
R-0afc0b39,Perezchester,French Guiana,Nevada,14874224,['Port Chad'],RegBody_thought,['Source_suffer']
R-d042e617,Crosbystad,Christmas Island,Alabama,17747989,"['Powersfurt', 'Millsland']",RegBody_call,['Source_character']
R-af7bfc42,Moralesshire,Bosnia and Herzegovina,West Virginia,614979,"['North Michael', 'West James', 'Martinezchester']",RegBody_share,['Source_money']
R-a6df4fb8,Kathyshire,Nauru,Louisiana,4937053,"['Kellyfurt', 'Dixonberg']",RegBody_special,['Source_look']
R-1715394b,North Johnfort,Djibouti,South Dakota,5279503,['North Cory'],RegBody_argue,['Source_then']
R-c1d07799,South Erikaburgh,Hong Kong,Rhode Island,15853490,"['Ericville', 'Lake Karenfort']",RegBody_structure,['Source_man']
R-b7fd1f7d,West Ebony,Liechtenstein,North Carolina,11460229,"['Amyside', 'Port Anthonychester', 'South Shannonfurt']",RegBody_level,['Source_machine']
R-1ba37908,North Gregoryport,Turks and Caicos Islands,Virginia,13437327,"['South Ryan', 'Jenniferfort', 'New Emilyside']",RegBody_reveal,['Source_notice']
R-d0736339,Alvarezburgh,Madagascar,Arkansas,2794934,"['Bakershire', 'Jensenstad']",RegBody_space,['Source_feel']
R-443fa09e,Bryanshire,Aruba,Florida,18005393,"['Michaelshire', 'Port Patriciamouth']",RegBody_husband,['Source_bill']
R-af1cfc59,Reedstad,Isle of Man,Minnesota,10725385,"['Lake Johnbury', 'Brittanyland', 'Dannyburgh']",RegBody_again,['Source_nothing']
R-07ed406b,Benjaminchester,Montenegro,North Carolina,16472800,"['Adamsfort', 'West Nicholasfurt', 'Ashleyfort']",RegBody_black,['Source_rock']
R-75cdd429,West Tyler,Sudan,Wisconsin,1304573,"['Garrettport', 'Taraborough', 'Reidland']",RegBody_though,['Source_to']
R-94c38331,West Joseph,French Southern Territories,Oregon,2395819,['Ballardland'],RegBody_series,['Source_three']
R-4a1509a6,New Matthewland,Montenegro,North Dakota,9742839,['Simmonsstad'],RegBody_stuff,['Source_ball']
R-3aba1eb7,Williamport,Jersey,Texas,3132627,"['Jamesfurt', 'Colleenmouth']",RegBody_remain,['Source_source']
R-a48bbdc1,North Courtney,Maldives,Idaho,3403203,"['Lewismouth', 'Sharonside', 'Michaelton']",RegBody_nearly,['Source_deep']
R-61c8add7,Stevenbury,Canada,West Virginia,3472463,"['Meganchester', 'Michelleland']",RegBody_protect,['Source_Democrat']
R-91cb7daa,Adamsport,Oman,Hawaii,5682275,"['Gloriabury', 'Allenberg', 'North John']",RegBody_their,['Source_force']
R-62318d0e,Washingtonchester,Jamaica,Tennessee,10148414,['East Erikberg'],RegBody_air,['Source_evening']
R-c7f06c74,Donnaburgh,Norway,Arizona,1643200,"['Caseyton', 'West Carolynland']",RegBody_wear,['Source_investment']
R-7cbe65f5,Emilyland,Indonesia,Washington,1983048,"['East Daniel', 'New Elizabethshire']",RegBody_stage,['Source_word']
R-d4b074ad,Tylerland,Dominica,Rhode Island,12128033,"['Port Lindsaymouth', 'Shafferbury']",RegBody_worry,['Source_land']
R-a847c4ec,East Daniel,Croatia,Louisiana,14551450,['Ortizshire'],RegBody_arrive,['Source_military']
R-d9567f06,Hollyville,Ghana,Ohio,8293906,"['Wellsbury', 'Natashaberg', 'Thomasstad']",RegBody_term,['Source_foot']
R-6a8b3108,Lake Tammyton,Tajikistan,West Virginia,13926162,"['Lake Samanthabury', 'Angelaport', 'Rebeccaville']",RegBody_nor,['Source_trial']
R-a4055e8c,Port Scott,Algeria,Montana,6141706,['Kevinbury'],RegBody_finish,['Source_develop']
R-3870dd98,South Crystal,Turkmenistan,Wyoming,5974352,['Mccormickview'],RegBody_trial,['Source_be']
R-dc4f541d,Ruizchester,Vanuatu,Michigan,12936056,"['Mcdowellville', 'Lake Jose', 'West Robertside']",RegBody_sing,['Source_general']
R-5e33c51a,Nealton,Norway,Tennessee,8180906,"['Lake Scott', 'North Richard']",RegBody_production,['Source_focus']
R-1b6f81ee,Barbaraville,Cayman Islands,Kansas,19667506,['Port Brooke'],RegBody_item,['Source_structure']
R-8fb30254,Shannonberg,Eritrea,Idaho,7890951,"['Laurenborough', 'South Michaelfurt']",RegBody_under,['Source_huge']
R-87c94536,North Stacy,Uzbekistan,Oklahoma,8622065,"['North Terri', 'West Jacqueline']",RegBody_concern,['Source_appear']
R-362602d7,Williamsonview,Canada,Colorado,8667342,"['Georgeshire', 'North Jenniferchester', 'Wilcoxfort']",RegBody_by,['Source_door']
R-3c978378,East Sophia,Suriname,Louisiana,415325,"['Juliefurt', 'South Melissa']",RegBody_plan,['Source_dinner']
R-4e1651f3,Jessicaborough,Italy,Idaho,9751317,"['Sparkstown', 'Theresabury', 'Solomonstad']",RegBody_pass,['Source_return']
R-f5d6590e,Millerfort,Burkina Faso,Massachusetts,18440790,['Mcdanielfurt'],RegBody_section,['Source_land']
R-78acee10,Charlesside,Bahamas,Arkansas,2578394,"['Sarahfort', 'Wendyton']",RegBody_accept,['Source_environment']
R-73e07601,Turnerfurt,Paraguay,Mississippi,11695258,"['New Blake', 'West Geoffrey', 'Conradmouth']",RegBody_cause,['Source_behind']
R-964fd7bd,Jenniferchester,Cambodia,Kentucky,10137950,"['West Bradleyberg', 'Savageview', 'Saraport']",RegBody_weight,['Source_under']
R-fb3026b3,Chloeview,Maldives,Massachusetts,14337445,"['Staffordmouth', 'Gallagherberg', 'Brownberg']",RegBody_arm,['Source_drug']
R-6133d6ef,North Thomas,Central African Republic,Virginia,8491903,"['Grahamfort', 'South Michaelside']",RegBody_memory,['Source_lot']
R-e3fc83ef,Rodriguezberg,British Virgin Islands,Minnesota,10237521,['East Mirandaburgh'],RegBody_they,['Source_concern']
R-6526bfaf,Annashire,Croatia,Pennsylvania,13008163,"['New Katieburgh', 'Knappbury']",RegBody_special,['Source_moment']
R-2a1da8e6,West Anthonyville,India,Mississippi,3678689,['Port Marcustown'],RegBody_beat,['Source_magazine']
R-5049b3e3,Gibsonview,Nepal,Texas,12896462,"['West Taramouth', 'Staceyshire', 'East Michelle']",RegBody_suddenly,['Source_quickly']
R-efd3c0b8,Marcuston,Samoa,California,12144670,"['Davisview', 'East Tammy', 'Davisborough']",RegBody_commercial,['Source_important']
R-c2853498,Mitchellberg,British Indian Ocean Territory (Chagos Archipelago),Maryland,10027829,"['Owenport', 'West Elizabeth', 'Williamfort']",RegBody_like,['Source_value']
R-0fa3510c,Alvarezshire,Netherlands Antilles,Nevada,10006300,['Port Robertostad'],RegBody_positive,['Source_cultural']
R-e574a787,Mccoyland,Armenia,North Carolina,13381036,"['Teresabury', 'South Alison']",RegBody_radio,['Source_network']
R-da641070,West Taylorland,United States of America,New Mexico,371722,"['Edgarberg', 'Mckenziehaven', 'Phillipston']",RegBody_ok,['Source_ball']
R-c647bfb6,New Danielchester,Isle of Man,Connecticut,1745651,"['Guerreroshire', 'Michaelshire', 'Port Wesleyville']",RegBody_sit,['Source_recently']
R-afe43cae,Whiteburgh,Tajikistan,Montana,16767401,"['North Robertport', 'Brendamouth']",RegBody_sometimes,['Source_religious']
R-2be4b633,Hansonview,Guam,Idaho,7821491,"['East Christian', 'Monicaville', 'Fergusontown']",RegBody_indicate,['Source_but']
R-1d1f93c0,East Dianamouth,Puerto Rico,Montana,11921929,['Turnerstad'],RegBody_rock,['Source_report']
R-06634980,Ballardland,Brunei Darussalam,Florida,6479770,"['East Danieltown', 'Port Anthony', 'Wongbury']",RegBody_least,['Source_thousand']
R-7240c67e,North Kevin,Kyrgyz Republic,Georgia,8509639,"['Hendersonville', 'East Joanne', 'Maynardfort']",RegBody_again,['Source_trade']
R-7ea1cdfe,Richardsborough,French Polynesia,Oregon,4689549,"['Williamstown', 'Lake Melaniechester', 'Allisonshire']",RegBody_pick,['Source_side']
R-10a6dede,Benjaminfurt,Libyan Arab Jamahiriya,North Carolina,3360280,"['Hallton', 'South Barbaraside', 'West Patriciachester']",RegBody_visit,['Source_material']
R-b9fa4604,South Cindystad,Kiribati,Vermont,1422802,"['Smithport', 'South Maurice']",RegBody_each,['Source_movement']
R-85abbd4a,New Regina,Guadeloupe,Rhode Island,14891571,['Andersonport'],RegBody_several,['Source_seek']
R-d10d3b4a,Moyerstad,South Africa,New Mexico,19547269,"['New Jared', 'Lake Timothyburgh']",RegBody_decision,['Source_close']
R-d889b833,Garciachester,Western Sahara,New York,4509448,['Jimmyside'],RegBody_anyone,['Source_affect']
R-380a98a3,Nicolestad,Philippines,Hawaii,10002263,"['Port Michele', 'Port Brycechester']",RegBody_build,['Source_prepare']
R-2794b31e,North Anna,Libyan Arab Jamahiriya,Kentucky,14041970,['Kristenton'],RegBody_speech,['Source_understand']
R-92dbaca8,Paulahaven,Netherlands,Texas,6837555,['Lake Brentmouth'],RegBody_successful,['Source_lot']
R-4381dbe0,North Kimberlyville,Swaziland,Oklahoma,18199520,"['New Danielville', 'West Eric']",RegBody_final,['Source_section']
R-50903a5d,Gillfort,Saint Martin,Connecticut,17912449,"['Lake Michael', 'North Melinda', 'Montestown']",RegBody_else,['Source_they']
R-537980ce,Petersonhaven,Chile,Colorado,9244500,['Nathanchester'],RegBody_herself,['Source_professional']
R-5c7ae07f,East Karen,Marshall Islands,Nebraska,8722485,"['East Laurie', 'Hardinmouth']",RegBody_together,['Source_name']
R-24a06977,Sherrymouth,Cameroon,Wyoming,10003303,"['Lake Lindaland', 'West Leroyburgh', 'Brownton']",RegBody_recent,['Source_win']
R-fb9a2e5a,New Brian,Norfolk Island,Virginia,11465397,['Robertside'],RegBody_TV,['Source_fly']
R-85adbcae,Reginatown,Sweden,Louisiana,15814593,['Lake Richard'],RegBody_quickly,['Source_describe']
R-69f400f2,Terryfurt,Singapore,Illinois,4823021,['Christopherside'],RegBody_good,['Source_in']
R-b9ab9b61,New Victoria,Finland,Indiana,13434916,"['New Andreahaven', 'Katherineburgh', 'North Pamelaside']",RegBody_person,['Source_evening']
R-1b25ce6a,Port Kim,Saint Kitts and Nevis,Nevada,12373374,['Lake Brianstad'],RegBody_event,['Source_product']
R-b9bf6441,Davidville,Kiribati,Maryland,13339725,['South Matthewbury'],RegBody_support,['Source_skill']
R-65dde31d,West Kevin,Papua New Guinea,Virginia,8973757,"['Lake Nicholas', 'North Mark', 'Port Kimberly']",RegBody_look,['Source_billion']
R-1f8d1c38,Lake Ronald,Isle of Man,Colorado,4246949,"['North Rogerberg', 'Lewisland']",RegBody_hope,['Source_research']
R-20a4999f,Chapmanhaven,Slovakia (Slovak Republic),Montana,12467682,"['Breannachester', 'Barkerfort', 'Colonberg']",RegBody_mouth,['Source_care']
R-9eda6b25,Dawsonberg,Romania,North Carolina,8896677,"['Lake Jasonfort', 'Lake Ericside', 'Sandraville']",RegBody_play,['Source_together']
