td_profile_id,market_id,total_line_miles,substation_count,avg_system_voltage_kv,planned_upgrades_count,projected_load_growth_pct,reliability_metric_sadi,distribution_automation_index
TD-f2f05788,M-27a45877,67949.18,2774,307.44,10,4.07,4.69,9.77
TD-e8ded9d5,M-d81177fa,94742.55,3624,397.19,26,2.71,4.08,1.83
TD-c6b4c935,M-a17aea6d,62532.52,2608,359.53,13,4.6,1.53,6.39
TD-bc2ee354,M-8bdbb974,88036.5,1586,374.57,8,3.72,2.84,2.16
TD-58389548,M-211bd47e,41881.24,4739,120.38,22,1.04,0.55,3.79
TD-7c6931a0,M-e50ed810,49022.74,1353,64.62,12,4.52,3.32,9.54
TD-60709765,M-9b69914c,69721.13,3157,479.64,36,3.5,2.22,7.9
TD-b201aba5,M-d6353380,83148.45,1775,441.43,4,2.13,2.1,2.49
TD-e154c715,M-105fee42,96962.24,2918,117.77,35,3.06,1.38,5.56
TD-034f9b89,M-3c3c7fab,22275.94,4656,494.46,3,2.64,1.44,2.33
TD-bb599f35,M-c6417367,44984.29,1866,82.25,8,3.26,4.95,8.89
TD-1d210c7b,M-59da387d,27588.19,702,379.55,33,2.03,4.52,7.67
TD-e151f425,M-4057184d,68467.95,3719,345.82,23,3.23,4.23,6.97
TD-496b776d,M-c6e9ca48,52595.99,3375,287.1,1,0.5,0.76,1.51
TD-eca786eb,M-23d80daf,2849.17,3913,72.88,10,4.75,1.05,5.84
TD-3e3329d2,M-8ff703c6,75283.19,2288,195.13,15,3.18,3.39,3.23
TD-27eda793,M-6bae5a97,41411.32,310,94.37,13,0.84,1.98,6.21
TD-0ccfb122,M-22d7065c,77998.54,4228,369.98,22,1.02,2.12,7.9
TD-b146177e,M-e9f8a5da,3052.65,1371,124.82,35,2.87,0.76,4.34
TD-3ddd1186,M-cf6643d8,402.22,4957,165.17,4,2.59,0.55,9.55
TD-865c8bee,M-a698dd29,73451.09,998,475.16,1,0.71,2.81,5.46
TD-29547fa9,M-cc36b4c4,49413.13,2864,273.82,50,2.68,2.03,5.41
TD-776c91c4,M-30f75741,94954.35,41,307.46,36,3.89,1.87,0.43
TD-b692d5b6,M-5aa8d630,61899.44,3586,115.18,15,2.26,3.3,6.77
TD-34f8b297,M-11a494e0,12880.81,1459,267.3,21,0.97,4.6,2.88
TD-158b77f5,M-db1f6a47,69010.89,323,177.05,14,3.43,1.72,6.62
TD-aa35a9b9,M-70ea84d2,91339.12,2124,456.41,9,0.98,4.45,2.61
TD-ec3abdb3,M-f4ffb769,19418.54,2424,315.43,12,4.36,4.57,1.07
TD-cbea6ad7,M-fccdab0b,78432.75,3094,242.74,2,2.49,4.52,5.6
TD-25d85917,M-fae0355e,87713.6,3437,296.22,47,4.25,4.71,8.98
TD-ee0d7173,M-e001fab3,94696.67,4366,179.95,17,3.29,4.81,0.86
TD-1bb5b53a,M-f6610f5d,39589.64,3578,246.76,9,4.9,1.8,0.92
TD-ea743300,M-ab8f89e3,44815.17,1935,338.01,28,2.92,4.52,2.17
TD-21feda94,M-5765e4c8,47323.69,594,484.6,17,3.09,4.45,1.1
TD-49cd6af5,M-95a1fc99,74079.46,2920,348.59,38,2.85,1.16,8.94
TD-fd58b69f,M-742b16c2,98219.44,3593,288.25,17,2.48,1.82,4.82
TD-899a948a,M-b870f7aa,58959.14,3187,193.91,32,4.27,2.18,7.86
TD-c0cdc578,M-32e71373,17925.58,3540,453.27,37,1.13,0.73,9.71
TD-d1233bd6,M-af28fe1a,77765.68,1807,345.06,46,1.22,4.79,9.64
TD-59126d5a,M-d4ffce6c,77653.81,966,98.84,24,4.51,4.96,9.89
TD-eaf3dc4e,M-c61058f5,15514.49,2042,35.27,35,4.01,2.56,5.06
TD-4187bf3c,M-0c14d49f,57653.11,4809,86.77,14,1.14,1.87,3.4
TD-951d8488,M-74c186b8,38897.16,162,36.23,34,4.03,4.34,8.75
TD-a5038dc4,M-ed880452,33431.08,4024,411.83,13,2.33,3.23,6.98
TD-19fb5520,M-05d6bd7e,20633.38,1657,454.18,17,0.83,4.6,2.46
TD-b6a687f7,M-534ed595,63723.57,2772,338.53,8,3.15,1.95,7.32
TD-a4c2ba2e,M-3f6fc2e3,53656.94,4933,499.05,28,4.4,4.11,8.16
TD-da4a82fe,M-08d6e4fc,2858.55,4083,407.19,27,0.7,2.74,9.39
TD-177a8666,M-60e3beee,10021.38,2278,400.61,15,4.42,0.64,0.51
TD-79826aae,M-c6a28a6c,27850.08,4844,70.05,42,2.7,1.89,9.5
TD-2498e186,M-64484aff,19777.83,4587,237.4,42,3.78,4.22,9.03
TD-220b3426,M-d4f400fa,23912.32,3756,236.92,5,4.58,4.51,7.08
TD-d167f57f,M-aa2dbfb6,80019.07,51,378.14,16,4.88,4.25,4.37
TD-e41d5da6,M-4ab16fcf,12281.72,1223,168.65,34,3.76,1.88,2.74
TD-831d65b4,M-735b0adc,48954.38,2962,445.07,40,0.79,0.99,7.34
TD-11eb076b,M-0e285e9a,50361.01,3852,113.85,13,3.69,3.59,1.72
TD-d1a4043c,M-f744b3b9,63335.99,1118,128.71,14,3.09,3.13,8.01
TD-4a9f814a,M-e507d317,89715.65,1305,90.29,36,4.03,0.56,6.99
TD-0b2ad28a,M-4acb17e7,12380.07,1136,342.07,0,1.8,1.73,5.11
TD-2a7a94f1,M-00506222,92307.25,2877,229.1,50,2.67,2.14,8.28
TD-28c23642,M-9e10db6b,26665.27,3807,336.5,24,2.26,1.84,4.18
TD-7807046f,M-9f8fc4c1,58950.74,1890,302.33,6,2.31,4.18,3.1
TD-596fe942,M-b5ff61bb,44073.1,3283,262.55,50,4.19,4.76,7.52
TD-2e588633,M-d84f5ec6,40009.91,3052,414.27,46,2.45,2.3,2.52
TD-5bddde73,M-8a564a1f,97269.2,384,295.52,8,0.54,3.52,9.28
TD-8e29bd81,M-d41e144a,85001.83,1145,306.72,19,1.98,1.94,1.85
TD-c2157917,M-710eaac3,49152.04,509,167.27,39,2.92,2.73,1.34
TD-090f2185,M-6baa5b5f,55875.34,3995,498.16,29,2.12,3.83,1.42
TD-7c1f2afe,M-466f3572,594.19,631,353.8,35,2.13,0.68,8.9
TD-2bfdead8,M-bcf22908,17099.75,4393,251.28,43,1.54,2.87,7.85
TD-4fb44dcd,M-f63652a8,27635.36,506,210.41,30,1.13,2.37,9.6
TD-5c4297ce,M-6f068edc,20296.71,307,147.77,5,1.66,0.75,0.89
TD-c70895b1,M-23952b25,69660.14,4643,416.3,15,1.59,0.59,0.79
TD-85503842,M-61c88381,92185.83,4165,155.75,1,2.3,1.63,5.32
TD-18f387d0,M-7f41339d,34379.5,4081,182.34,8,3.63,2.1,5.7
TD-7b6474e8,M-432e91ff,10523.76,613,162.12,26,3.24,4.71,3.46
TD-70066344,M-853e22fe,70780.38,4287,131.59,4,4.72,4.81,8.8
TD-e40baf77,M-bac982db,20051.91,4110,246.08,5,3.46,1.98,9.69
TD-ecdacee0,M-10344d38,95528.51,3540,487.57,15,3.46,1.42,8.41
TD-19f40637,M-9387a1de,71233.61,4712,198.97,47,2.92,3.49,0.68
TD-8380c70e,M-8610b208,65367.3,1154,185.72,43,2.24,0.71,1.23
TD-6c7dba67,M-04c774a0,61511.31,4778,496.82,49,4.2,3.81,1.29
TD-1b67da5e,M-2fadff3d,86085.09,4938,176.14,30,2.39,4.77,5.92
TD-9b4ee9fe,M-8ba9451e,39394.1,4397,165.61,27,2.86,2.13,1.17
TD-52cf97cb,M-af444240,96613.55,3749,122.31,30,3.04,4.27,8.86
TD-0823d5f8,M-31006c16,4956.3,33,94.23,31,4.16,3.23,0.58
TD-fe973893,M-8daaeaac,78683.97,2563,432.78,47,3.54,1.07,0.09
TD-2d4a5a75,M-df08c75a,54048.65,3721,107.18,8,1.06,4.37,3.65
TD-12981373,M-24b894e6,7615.63,340,329.04,22,3.79,2.22,8.26
TD-32e60218,M-8326526b,81569.38,2218,227.77,11,1.18,0.92,3.37
TD-287bfed6,M-51b1e2a5,40862.63,1932,313.96,43,2.09,2.85,2.88
TD-0f7bbc02,M-d2120163,73206.14,3140,92.88,15,3.53,0.91,2.77
TD-5b8172fd,M-4f5575cb,23578.26,4052,179.58,38,3.91,4.27,0.66
TD-a71d0219,M-57bdcd7b,27438.08,1308,61.62,18,2.88,1.35,9.48
TD-74689153,M-817c0fb0,5022.1,2294,205.36,48,4.8,3.2,7.38
TD-26d0ca62,M-c3a6447c,24750.51,1509,273.73,37,3.38,4.47,6.08
TD-bda28dea,M-3e459440,46616.5,1145,156.75,0,1.86,4.04,0.86
TD-2e63da63,M-920e1407,90739.14,99,251.58,6,3.51,1.28,6.78
TD-72d39eca,M-2c3fe007,70290.17,1979,471.37,8,3.9,2.7,6.3
TD-6e928698,M-a91ddc4f,22139.11,3574,198.6,16,2.48,0.79,1.27
TD-5b54eb5d,M-ccf61fb8,35761.09,1846,190.64,19,3.01,0.98,4.68
TD-a3d49c22,M-82425f1a,9822.68,3192,222.74,6,2.03,3.58,5.8
TD-6d78251f,M-5de6a52e,79883.85,4728,380.9,8,3.23,1.31,7.08
TD-eb3c9ef4,M-8cabe3d0,83243.65,566,194.46,41,0.94,4.48,8.31
TD-c6e090d7,M-8a38fe06,22336.08,2045,298.91,27,1.21,3.28,7.41
TD-fce6b106,M-0939f87a,97246.04,2708,268.48,18,4.16,2.63,2.15
TD-3bb303c8,M-2ee7d292,88468.09,4629,65.63,8,3.21,3.22,0.43
TD-b91e3966,M-b6ca42a2,45047.23,917,354.6,7,1.17,2.49,5.99
TD-43687ebe,M-e42c83ef,56779.19,2971,180.13,42,4.64,4.77,8.02
TD-8980338b,M-acfba6f6,8519.15,734,229.8,43,1.34,1.3,8.33
TD-a242837b,M-a64601d0,70649.2,2665,312.28,2,0.52,1.74,2.51
TD-c67ac6d6,M-a805793f,39448.02,1767,216.2,18,1.63,4.21,7.49
TD-ec2b6f18,M-029ff0ea,56386.37,3428,307.71,16,1.16,3.61,9.81
TD-e4961389,M-a72fdfce,70783.6,462,249.4,9,1.24,4.5,4.41
TD-7c83181d,M-651fd663,71808.53,1958,182.04,29,2.79,4.31,5.07
TD-83fb088e,M-767d68c4,88261.92,3654,463.45,20,3.51,0.98,6.02
TD-0d5e1d01,M-a81eaee4,21908.1,4428,383.53,13,0.68,0.7,0.43
TD-2d42dc82,M-1613d733,6093.71,3466,131.87,8,2.04,3.79,4.24
TD-f4b27b4d,M-7b307173,95738.28,3654,446.16,18,2.31,2.98,1.21
TD-499d4788,M-dc122a6b,16653.28,2532,483.15,41,0.63,1.8,8.03
TD-dfdc51c3,M-1e78bbe4,63808.46,1805,118.84,18,4.19,2.09,7.89
TD-1afee42f,M-209f8c34,76095.59,3385,432.6,33,1.78,4.2,0.65
TD-03d67555,M-9f4789f6,29738.96,3366,376.17,21,1.04,1.91,2.04
TD-f43fd189,M-aed26db5,97289.46,557,414.83,32,2.15,4.04,8.43
TD-4bc9a272,M-80d15f39,50019.78,4661,348.05,22,3.67,3.05,9.13
TD-34f83619,M-53cb3906,40897.97,3374,38.89,50,4.68,4.65,9.18
TD-cbbdedfa,M-e4684a9c,22943.75,1794,242.08,20,1.19,3.06,3.95
TD-afdf0819,M-b8f1c7db,27277.53,2100,330.68,5,0.54,1.22,9.71
TD-16969169,M-8a569b5c,12875.41,759,375.01,21,2.09,4.63,6.34
TD-66a34968,M-bb370262,83933.99,1622,244.63,8,1.53,2.28,0.45
TD-83e3eb90,M-5468a482,7101.66,1180,469.98,19,1.46,1.33,8.46
TD-9084b6b9,M-29b7eba9,4719.22,635,136.06,31,1.2,3.16,1.43
TD-1cd3299f,M-93de1621,1712.48,1641,201.92,48,1.17,4.52,6.71
TD-2216148f,M-f7893664,60650.47,1362,316.64,23,0.65,3.72,6.74
TD-d3b5e7dd,M-06bf3a3b,94424.7,2504,298.15,8,3.01,0.62,8.05
TD-017b1139,M-d4b5cdfd,67719.42,4847,411.26,12,3.22,4.65,4.68
TD-df869f38,M-69eb5fc4,93389.8,2409,383.96,25,2.56,3.31,0.5
TD-5204f19b,M-7ae0e1ef,97701.3,4144,105.77,19,2.3,4.91,3.77
TD-036a4ace,M-60c4a9e5,30929.91,4604,136.67,43,4.19,3.56,5.65
TD-56db77ac,M-dbd223fe,30998.75,4244,223.76,10,4.45,3.85,9.05
TD-79be943a,M-29cb2fbc,1738.36,2679,189.63,11,2.0,3.35,1.65
TD-3b6ef6d4,M-aa0b0556,47724.74,1511,209.06,36,3.88,1.16,8.07
TD-20b76a0b,M-1825960b,77828.33,2683,242.18,10,2.7,3.34,3.04
TD-06ae136f,M-75e419f3,82808.09,3383,463.49,45,3.23,1.25,9.61
TD-c4655720,M-d4e8cd18,72792.79,2216,251.33,12,4.01,3.56,2.53
TD-57f18fe6,M-dedb5fd2,25215.42,3527,227.36,6,0.71,0.95,9.56
TD-6129c256,M-281008d5,59989.58,3165,73.6,3,4.91,4.42,3.96
TD-7689c7fd,M-f0c9f390,50265.13,4497,213.31,47,3.86,3.63,9.56
TD-af33a589,M-c45c1c91,94270.39,1388,159.95,16,3.22,4.93,8.89
TD-ea56ae1c,M-806236d6,75415.76,2951,71.94,27,3.3,1.96,8.0
TD-8c8dd192,M-d5df12cb,23031.84,2456,160.52,35,4.89,1.53,6.56
TD-c536bb4e,M-8640b872,86895.82,4461,148.62,1,1.05,3.11,1.91
TD-d7dc71d8,M-44ad568e,46944.71,4798,64.81,8,3.4,4.05,2.03
TD-317385a0,M-9fe999af,96559.06,4936,485.73,15,3.34,3.24,8.07
TD-a8ac3241,M-e3214270,9196.79,1293,107.69,1,0.85,1.47,5.01
TD-6ca76fae,M-ec447231,36769.65,255,35.76,9,1.58,0.95,1.52
TD-f689bde9,M-b468b493,7412.3,1597,146.18,25,3.37,3.59,6.79
TD-399e709a,M-522ad693,29179.77,40,310.23,11,0.86,2.68,1.84
TD-03580c4b,M-edd2667f,12307.1,4873,460.37,30,1.34,4.25,1.83
TD-90aec655,M-e2b9d6f4,34833.61,149,452.16,15,0.94,3.98,4.86
TD-2b4a1946,M-9f74c03a,32087.99,4713,358.73,0,0.54,0.53,1.05
TD-e74b04d7,M-efd53e6c,58225.23,649,477.22,24,4.41,4.29,8.84
TD-c0b0baad,M-63074e9a,82100.79,1427,471.52,19,2.88,1.66,2.19
TD-1943ed71,M-af5fa620,86400.45,3941,86.11,4,1.91,3.73,3.04
TD-bbb28071,M-dfe90302,61918.77,931,250.25,40,0.76,3.72,5.52
TD-9882254c,M-e5dc691c,1178.4,3954,98.67,11,4.58,4.3,0.53
TD-b692761e,M-ee52282a,62362.13,4258,37.52,34,4.7,1.41,6.27
TD-30ca12b1,M-317e65df,56833.37,935,116.46,13,1.25,2.21,6.81
TD-457bd76c,M-2282a397,2598.22,4918,439.49,13,1.3,3.64,5.46
TD-707eb7dd,M-4493b077,13969.35,2870,120.28,28,2.23,2.12,6.56
TD-b4bc0ebd,M-fbc9d17d,4388.81,1344,74.22,7,0.94,2.6,3.46
TD-443e26c6,M-7e504d82,29084.33,4335,478.78,47,1.47,4.51,4.94
TD-df05169e,M-7e01cc1d,2754.57,684,220.22,32,1.0,4.11,9.87
TD-388052c6,M-bd037be2,46881.3,4400,225.14,8,4.79,0.53,3.2
TD-8a3309b2,M-63847a9f,33375.97,4155,218.39,16,3.89,2.45,2.34
TD-6839aa04,M-f83d7168,1672.47,1402,52.05,36,1.84,2.67,8.07
TD-20bb1661,M-40fa0e6c,94287.79,1710,332.21,1,1.77,3.53,3.61
TD-e104ae87,M-9c947227,19818.9,4984,276.73,49,0.83,3.49,0.27
TD-4c04ad44,M-56c6f980,32302.96,2620,34.23,16,2.76,1.24,2.91
TD-cf0ec4ed,M-a686846d,92915.78,3659,62.09,50,2.73,1.63,4.52
TD-db038425,M-b4901458,49264.53,57,294.11,46,1.52,0.61,4.5
TD-c5d526f5,M-ded80627,27332.91,2410,420.97,21,4.7,1.55,3.28
TD-6598232c,M-b62dc862,89590.22,690,265.36,10,2.49,2.55,5.95
TD-93ab0f62,M-964c37c1,44324.82,1127,289.15,36,0.62,4.31,5.47
TD-18967a6e,M-1c95f737,23702.19,90,201.59,5,3.88,0.78,1.93
TD-70122b84,M-1925911a,2866.07,1602,429.87,34,0.64,4.49,5.97
TD-3093e54b,M-a1bff82c,36451.29,1465,174.43,25,1.92,0.8,4.69
TD-8e4d3716,M-21417deb,71354.39,2238,432.69,30,4.11,3.74,4.61
TD-838b2009,M-a8b3f6f6,66862.51,2225,285.54,28,3.05,4.61,5.56
TD-edb6c8ba,M-5e75321d,95217.64,734,109.37,50,4.07,4.23,4.48
TD-87e39475,M-e2ffa08a,66058.41,207,176.79,19,2.94,0.86,2.46
TD-fbd50a46,M-3bd95c3a,98268.04,4270,89.26,3,4.61,0.95,7.53
TD-7a14aec2,M-c468f55d,84467.15,2747,359.29,31,4.08,2.31,4.39
TD-65e93b5f,M-47d805bb,90221.71,4788,434.86,8,1.71,2.3,0.29
TD-7f712c6e,M-15361099,48445.53,4656,104.58,6,2.52,1.88,0.75
TD-dfb3c2b4,M-dec59bb2,89959.72,3824,387.16,2,1.08,1.19,2.06
TD-2ad9bbf5,M-6e9e7c0f,519.22,2868,480.04,19,2.53,4.43,4.4
TD-66ac48d6,M-ad9b9bf4,65746.14,2643,435.57,46,1.17,3.28,3.53
TD-e570f72c,M-5079af25,58846.8,1496,281.5,33,3.04,2.63,2.36
TD-41613d29,M-2f9b43c1,70904.48,4087,114.56,29,4.81,3.29,8.76
TD-416974e7,M-7293ae71,19098.42,2781,360.17,43,3.32,1.24,9.01
TD-8d603ce0,M-92fd4073,3098.28,1989,301.68,25,3.5,1.38,6.06
TD-7741f2dd,M-95243488,52898.01,3147,166.65,18,1.7,3.55,2.48
TD-9c4cab25,M-c59e1e19,55767.95,2615,370.56,25,4.08,2.06,7.1
TD-70312946,M-c79c5280,60320.77,4531,375.33,26,3.48,2.32,7.89
TD-b47b2528,M-d6b0c372,15636.54,2040,188.74,14,4.24,4.36,8.95
TD-c429978e,M-7b6035f1,93913.76,1295,59.4,6,2.35,1.37,2.7
TD-983a0cb7,M-f1a46a32,6004.15,2145,355.77,8,0.91,2.29,1.96
TD-b019159b,M-d1c9f71c,88235.66,2813,115.68,26,1.45,1.27,8.69
TD-0c42df19,M-28a17c0a,55704.82,1491,447.18,12,2.14,0.64,2.76
TD-ce333cc0,M-633a5aa3,36444.25,961,378.67,41,4.74,1.42,8.71
TD-8a6ca309,M-e2ed5901,93408.13,689,69.19,29,2.03,4.5,2.65
TD-9aa8eea8,M-1e6e5165,99163.51,2724,256.25,18,1.25,4.16,6.32
TD-5ef433a7,M-f38f1b47,53194.71,2452,116.89,40,3.96,2.2,5.06
TD-81f466ee,M-97d17dcc,89933.22,612,108.38,7,1.05,4.59,2.73
TD-67638755,M-095bba10,49162.81,1423,454.27,42,2.24,1.3,5.96
TD-78c1979e,M-66324abb,50160.71,3623,114.04,28,3.78,1.95,6.52
TD-03417f0f,M-56d16f7a,62214.92,4328,444.97,23,3.94,3.06,1.18
TD-d9074a3e,M-187e0771,24062.56,18,61.56,20,4.14,1.67,9.82
TD-7d4d2ee2,M-ae0a57e9,65126.34,4334,135.85,17,2.66,3.06,9.17
TD-2fbc13be,M-b94a36da,89778.71,400,191.6,29,4.16,3.01,2.6
TD-8846c086,M-6772614c,74041.01,625,45.01,32,0.91,1.63,9.8
TD-bb1a90f1,M-6a9bbe1a,90418.5,1955,379.88,34,3.38,4.22,3.84
TD-8a177db1,M-a9095c94,16882.31,1685,380.81,40,0.82,1.71,4.16
TD-905f1815,M-8c87cf63,42634.79,4837,214.78,46,0.62,4.14,5.95
TD-2ec7fa91,M-8e6dce07,41380.71,3653,459.43,38,0.96,4.15,7.99
TD-6fc6ce95,M-f5cafcce,79600.55,4251,459.31,38,4.8,3.33,3.86
TD-795057f5,M-f4fb258e,994.53,636,429.72,17,2.47,2.07,0.09
TD-9980e7a4,M-2845e17d,10837.36,1350,181.7,8,3.77,1.36,4.15
TD-aa418532,M-ef156061,264.61,2084,388.64,11,4.6,2.66,5.58
TD-9695c779,M-d83d0242,81154.39,4433,227.1,32,4.83,3.37,1.13
TD-f5287b6a,M-2a057c22,17347.94,4540,215.65,5,1.69,3.66,5.48
TD-82801366,M-9824d33f,14186.89,301,430.17,39,2.28,2.21,6.05
TD-14b1ee97,M-79a7d11e,63701.36,3709,268.95,16,1.24,4.69,6.47
TD-845d34ff,M-d872fe20,28663.17,2280,424.41,8,1.66,0.56,4.76
TD-839d9a43,M-5c98db7d,84234.63,1390,148.2,34,4.63,0.8,9.8
TD-72c321a3,M-0c8682ea,57923.64,1390,275.29,20,3.83,3.69,6.0
TD-6b541bd9,M-32ad5a32,45750.03,2652,341.08,44,2.47,4.53,8.98
TD-58c20552,M-cee49449,70262.53,4988,268.29,37,1.53,2.03,4.99
TD-ac950a70,M-a9532619,57520.67,4922,332.49,13,2.25,2.46,4.69
TD-f2be30d8,M-e45d28a9,72017.09,817,51.85,37,1.48,1.73,6.73
TD-9210769a,M-9f8d1a46,10427.35,37,393.47,14,3.06,4.89,3.41
TD-da77250c,M-c25aecf2,80867.99,209,441.43,33,2.1,2.98,4.1
TD-617c3aa7,M-fbc8d3cf,63309.23,3139,231.72,0,4.35,2.39,3.57
TD-da0c5ea8,M-ba9e95cb,67683.67,3218,40.98,31,1.97,0.87,1.71
TD-8365b45a,M-d2807095,5788.35,4100,168.88,24,1.24,1.12,3.11
TD-336a68f0,M-cbbb9adb,65574.49,851,278.83,50,1.09,1.75,5.82
TD-ca596e20,M-f94741b7,6182.44,2860,491.91,38,3.35,1.95,3.74
TD-2e0f750a,M-d7e63bfc,33702.98,2265,332.3,30,3.98,3.94,9.45
TD-99df19c9,M-1c5db438,33152.1,3664,370.52,26,4.65,4.67,7.73
TD-a2eedcb9,M-1604888b,32342.11,1831,259.89,16,3.02,3.87,7.27
TD-bec91529,M-a39a43a5,72769.3,1268,187.23,10,1.27,1.99,8.18
TD-c652c23f,M-8c622815,55125.85,2380,228.82,50,3.17,3.38,0.82
TD-45861aae,M-ea320297,49228.21,2660,393.92,10,4.33,3.15,6.35
TD-86322b99,M-5615744d,17598.07,2243,295.74,48,4.31,2.43,8.77
TD-81419715,M-5a85175d,20981.65,3256,264.8,43,4.43,4.78,5.64
TD-ac94972f,M-50d5c647,5368.26,494,415.91,42,2.83,1.71,4.38
TD-1da6ae4d,M-ba5b8e5c,5979.11,2149,387.74,21,3.07,0.87,1.29
TD-952dbc7d,M-58911f98,14435.87,4623,378.48,30,4.5,1.5,6.95
TD-d77275c5,M-8eb7d0cf,34136.8,1653,348.56,38,4.42,2.19,2.48
TD-704f5060,M-33d11804,16186.39,2330,227.85,19,1.09,2.45,1.68
TD-690580b0,M-214801bb,27184.84,4188,198.4,1,2.29,1.61,2.63
TD-1e28845c,M-182c8100,40820.92,565,279.21,31,2.87,1.35,1.44
TD-122b038a,M-98efcf31,18037.86,3133,454.2,38,4.52,1.35,2.19
TD-8d274d25,M-f244b4b1,50808.12,2350,80.83,39,0.8,0.88,8.84
TD-5cea216c,M-6c93305e,38520.74,2009,127.49,47,4.12,1.54,5.05
TD-c28f8050,M-963f5880,37433.1,2305,73.55,41,1.86,2.39,8.04
TD-e3403d7d,M-ea1a8a16,43045.54,1481,349.15,40,3.22,1.4,2.23
TD-6d883d88,M-dedda0ca,91068.35,4427,55.55,10,3.58,0.8,5.8
TD-9dc4646e,M-3c7f8cd8,92986.99,3978,371.51,46,4.69,2.74,4.58
TD-b1dbcda7,M-c46ab32f,46431.35,1968,431.5,21,3.94,2.55,3.11
TD-9ee079a4,M-346175fc,34924.53,2711,321.36,3,1.44,4.55,5.04
TD-124d9738,M-cceb1e32,61376.72,2049,127.35,49,3.83,1.0,9.02
TD-bcfe8868,M-b670e15b,14057.04,1674,301.15,23,1.42,4.2,5.37
TD-8a3c1367,M-3aa9a4f0,73185.19,1109,122.73,15,1.35,4.76,0.82
TD-ece36f8f,M-5b787501,36585.82,573,178.39,41,2.84,2.01,7.85
TD-b508bd7f,M-b6c1d92f,46504.56,1174,208.83,1,2.44,4.1,4.23
TD-01921004,M-75951480,38612.17,2306,367.98,20,3.35,1.05,8.25
TD-f9f92913,M-f866ced8,30640.39,4154,256.0,10,0.98,4.71,9.79
TD-87e2b7be,M-a280c8ed,95922.45,4608,492.56,47,4.95,3.47,4.53
TD-420be99b,M-eef75969,87887.15,4743,244.84,3,1.28,1.77,4.37
TD-00d7bc22,M-56ac4ad7,32786.43,3916,461.81,22,1.25,0.65,2.29
TD-632da1b4,M-78897c7a,79780.93,2960,269.88,13,2.54,3.96,1.61
TD-6337a6a4,M-c4cf15a7,54665.18,4400,156.51,49,3.02,4.52,5.92
TD-f09ce4d5,M-f8071e43,89044.81,4829,478.39,19,4.24,2.11,0.83
TD-485995b8,M-4e6bf7d9,67901.96,2735,324.85,4,3.87,3.65,2.76
TD-0dfb732a,M-8f95e120,83637.47,3225,339.73,18,4.99,2.45,7.67
TD-620cbd86,M-34b47a83,14523.53,4786,35.76,16,0.83,2.17,3.03
TD-76d7317e,M-8e06c95f,15705.48,4312,208.44,34,2.14,1.65,8.91
TD-fde5e310,M-8bb66b55,78767.55,4114,307.56,48,2.7,3.59,7.64
TD-f119ab29,M-a7be1e87,12581.01,2468,208.48,2,3.87,3.27,7.53
TD-bcd20696,M-5b9fd70d,42409.55,1174,387.35,21,4.57,3.84,9.08
TD-2d9df4dc,M-5d50e5c3,69798.11,470,405.41,19,3.5,2.58,9.0
TD-dd481a61,M-70a0897f,3341.95,4058,145.69,44,4.33,0.69,2.48
TD-927e3dc5,M-b7a5ca9c,41419.18,1816,342.91,0,3.86,3.14,1.28
TD-bc2f392d,M-73bcfe40,68554.61,720,212.95,17,2.08,1.96,1.77
TD-31d47335,M-a9f27791,34596.56,1468,368.1,45,4.65,4.43,8.69
TD-6f526510,M-6d5b2c15,76052.04,3274,261.78,32,2.02,0.91,3.55
TD-b308d888,M-5f4695d3,5317.71,3206,276.34,32,0.82,2.11,4.68
TD-be1eb129,M-7e29e2a8,69287.61,2989,423.34,43,2.37,4.37,4.15
TD-b76f4c02,M-8e819aed,98577.79,2471,490.83,36,1.58,4.7,2.39
TD-175f7521,M-e523baeb,25163.33,116,192.54,23,1.91,3.63,1.17
TD-945a73bf,M-4f1d3180,90660.6,1795,129.69,21,2.37,1.35,1.32
TD-c2e17781,M-9f2eeaa9,90639.29,612,271.52,23,2.28,2.32,5.93
TD-f90ed5d1,M-91258849,8244.27,1191,332.46,27,4.57,2.53,7.39
TD-c89c92b2,M-729c0805,31257.82,3178,303.74,35,1.87,2.67,7.54
TD-ebc16720,M-7e3b5d85,50796.03,4969,495.52,47,1.39,3.07,9.3
TD-e1014a90,M-98ad6d50,5939.67,1328,264.01,3,1.67,1.42,5.71
TD-4d91dbb7,M-8178c59a,83094.74,1501,117.26,22,4.16,3.79,4.22
TD-ec4d4d58,M-3058c3b4,13401.4,36,472.58,8,2.67,2.32,9.17
TD-b1a3e9ae,M-4df3d64b,76638.49,907,260.83,13,4.88,3.89,0.9
TD-4c48c717,M-9b61e91e,82566.98,3484,146.82,43,3.43,4.27,3.63
TD-6652d961,M-7381e7e3,34655.26,3182,35.07,50,1.17,1.37,4.13
TD-dc614da7,M-da768b3b,34894.97,3854,129.24,47,2.09,2.55,3.92
TD-450dba1d,M-c041fdb5,73167.92,1362,390.89,33,1.89,0.79,7.99
TD-8ea05d28,M-3f233b17,87999.27,290,134.38,47,1.22,1.41,2.18
TD-a1871189,M-e0135691,12833.35,4291,114.31,28,1.87,3.63,3.81
TD-cf34c328,M-9243296d,74840.15,2662,92.46,46,1.53,2.04,4.13
TD-4056a350,M-5dd459f3,11682.0,4218,355.46,9,0.56,1.59,9.76
