epi_id,region_id,year,inflation_rate_pct,interest_rate_pct,govt_debt_gdp_ratio,govt_budget_balance_usd_billion,consumer_confidence_index,data_source_references
EPI-8b160bc6,R-2953ae00,2025,1.67,8.55,106.57,246.49,81.58,['EPI_wife']
EPI-9ada7835,R-2953ae00,2021,4.19,4.89,141.61,-94.21,72.87,['EPI_hear']
EPI-63071d1b,R-2953ae00,2026,4.28,1.4,119.13,230.26,68.42,['EPI_rather']
EPI-01ca1165,R-2953ae00,2018,3.22,7.24,181.88,205.08,115.58,['EPI_last']
EPI-7e5d5cd6,R-2953ae00,2024,3.03,9.9,18.47,75.03,104.37,['EPI_real']
EPI-20fdae03,R-2953ae00,2019,13.19,9.38,173.07,208.7,76.17,['EPI_five']
EPI-361bc4b7,R-b792dddd,2018,2.78,3.53,22.42,145.02,80.05,['EPI_single']
EPI-c2641c15,R-b792dddd,2021,7.18,8.96,197.87,137.17,110.18,['EPI_task']
EPI-4149c111,R-b792dddd,2026,8.7,2.96,73.23,169.69,52.71,['EPI_condition']
EPI-4d275c22,R-b792dddd,2025,11.01,5.01,35.34,78.59,105.11,['EPI_president']
EPI-af5849ac,R-b792dddd,2020,0.28,4.54,80.01,132.57,117.64,['EPI_center']
EPI-beec5c9a,R-b792dddd,2023,12.36,7.61,71.63,-94.51,95.74,['EPI_material']
EPI-0277b342,R-b792dddd,2026,8.2,1.99,190.87,-80.07,72.62,['EPI_step']
EPI-e95182fd,R-b792dddd,2026,13.91,8.69,125.38,232.89,89.65,['EPI_white']
EPI-da342cc5,R-b792dddd,2025,9.43,0.53,161.01,-33.4,56.95,['EPI_really']
EPI-0f07e361,R-b792dddd,2019,9.0,3.9,87.82,-63.61,92.28,['EPI_long']
EPI-3d626110,R-e01ca5bc,2018,12.5,2.22,56.62,262.08,112.72,['EPI_none']
EPI-53832845,R-e01ca5bc,2018,8.0,2.46,55.83,-81.71,113.44,['EPI_country']
EPI-10b18313,R-e01ca5bc,2026,7.33,2.02,75.58,-24.62,80.65,['EPI_decide']
EPI-55a5ecc2,R-e01ca5bc,2024,10.79,4.92,149.87,14.04,50.85,['EPI_whom']
EPI-4d7f4967,R-e01ca5bc,2021,3.8,4.33,135.66,233.38,54.83,['EPI_institution']
EPI-49372df8,R-e01ca5bc,2025,6.68,3.6,197.38,296.33,69.27,['EPI_once']
EPI-14b6ceec,R-e01ca5bc,2021,10.71,8.88,67.41,-96.26,82.93,['EPI_available']
EPI-d02dd02d,R-e01ca5bc,2018,4.81,9.72,100.11,-73.45,110.66,['EPI_water']
EPI-ef584fc9,R-e01ca5bc,2018,2.18,5.6,74.44,-79.88,55.64,['EPI_without']
EPI-76fc2973,R-e01ca5bc,2020,14.64,7.53,105.61,-79.1,119.86,['EPI_edge']
EPI-06aae9f8,R-a6e06acd,2021,10.49,7.91,14.58,115.72,108.71,['EPI_summer']
EPI-5f91619b,R-a6e06acd,2020,14.92,1.67,75.91,124.43,104.35,['EPI_bar']
EPI-e1220a08,R-a6e06acd,2024,5.84,9.06,171.16,248.92,57.77,['EPI_expert']
EPI-e39d468a,R-a6e06acd,2026,10.12,2.91,81.84,274.1,86.25,['EPI_eight']
EPI-4e9cdfe2,R-a6e06acd,2019,13.25,0.55,132.28,284.19,76.0,['EPI_forget']
EPI-3bc94656,R-a6e06acd,2024,3.01,0.28,16.32,-71.79,67.25,['EPI_catch']
EPI-bd9819e8,R-a6e06acd,2026,9.58,8.45,194.51,77.43,51.92,['EPI_able']
EPI-1406a348,R-a6e06acd,2022,7.38,9.21,113.37,-57.57,92.27,['EPI_enough']
EPI-b4384095,R-a6e06acd,2020,1.54,5.64,142.52,-65.17,101.43,['EPI_conference']
EPI-4b62aa50,R-a6e06acd,2024,9.73,2.94,121.91,85.55,81.68,['EPI_success']
EPI-80522d93,R-0f27f33b,2026,5.91,5.81,173.41,175.34,114.9,['EPI_forget']
EPI-f039c332,R-0f27f33b,2022,10.34,0.35,60.1,104.05,72.99,['EPI_practice']
EPI-72d488d6,R-0f27f33b,2026,0.26,8.93,178.66,247.03,55.69,['EPI_sometimes']
EPI-09eeb415,R-0f27f33b,2022,12.23,7.15,45.21,10.44,108.15,['EPI_weight']
EPI-1a0a9169,R-0f27f33b,2023,0.9,1.34,69.1,-32.32,84.65,['EPI_top']
EPI-244942cc,R-0f27f33b,2022,5.5,3.9,173.18,72.92,67.31,['EPI_down']
EPI-b9b61b11,R-0f27f33b,2022,1.25,2.66,127.07,131.8,53.02,['EPI_sign']
EPI-a8ee39f8,R-0f27f33b,2019,11.12,0.08,123.36,243.86,60.65,['EPI_political']
EPI-b11776ca,R-0f27f33b,2025,4.26,9.05,80.25,163.68,108.94,['EPI_look']
EPI-e0b4e6ae,R-0f27f33b,2025,0.75,4.37,162.95,189.02,51.63,['EPI_town']
EPI-989e837a,R-ff82c8b7,2023,14.44,3.0,162.43,278.34,97.05,['EPI_strategy']
EPI-f88827e5,R-ff82c8b7,2018,6.96,5.08,86.57,239.94,76.76,['EPI_law']
EPI-a3d5ec19,R-ff82c8b7,2019,14.67,5.87,70.17,125.13,113.27,['EPI_new']
EPI-e18cd561,R-ff82c8b7,2021,1.68,5.59,32.34,46.43,119.4,['EPI_ever']
EPI-02af223c,R-ff82c8b7,2023,12.32,6.93,56.1,-15.44,97.15,['EPI_when']
EPI-7b668376,R-ff82c8b7,2019,2.85,9.65,161.53,70.92,89.98,['EPI_religious']
EPI-f73a939e,R-ff82c8b7,2024,12.91,1.59,156.62,17.68,88.23,['EPI_visit']
EPI-0e1868d2,R-ff82c8b7,2023,3.82,4.27,34.17,191.44,109.9,['EPI_recent']
EPI-b6e4c4ba,R-ff82c8b7,2022,9.93,6.29,116.68,11.42,89.78,['EPI_tend']
EPI-44e3e3fa,R-ff82c8b7,2024,9.48,4.94,46.78,52.41,100.55,['EPI_name']
EPI-854be07e,R-cd567399,2018,12.41,8.17,53.48,297.9,113.85,['EPI_enter']
EPI-21712d4b,R-cd567399,2021,9.28,1.66,125.81,14.83,50.2,['EPI_popular']
EPI-3c544e83,R-cd567399,2026,3.8,2.45,149.34,-74.99,100.52,['EPI_agreement']
EPI-b2abba23,R-cd567399,2023,13.99,4.3,47.33,6.23,91.12,['EPI_and']
EPI-741bbb13,R-cd567399,2018,6.54,1.01,186.08,9.89,109.08,['EPI_until']
EPI-ba78d101,R-cd567399,2026,0.09,3.67,143.19,221.3,51.13,['EPI_walk']
EPI-1c888086,R-cd567399,2018,2.3,2.23,127.01,73.53,101.77,['EPI_address']
EPI-339995c5,R-cd567399,2023,8.17,1.11,54.84,-84.64,102.3,['EPI_how']
EPI-64f55df1,R-cd567399,2022,10.47,5.07,105.69,206.3,82.47,['EPI_remember']
EPI-18ff2885,R-cd567399,2020,8.86,9.4,91.19,57.08,75.56,['EPI_various']
EPI-d6cea7df,R-68be4586,2026,10.41,0.07,120.38,9.35,96.25,['EPI_and']
EPI-72378e2b,R-68be4586,2022,6.75,8.05,152.9,21.94,107.61,['EPI_program']
EPI-296f235b,R-68be4586,2019,4.7,6.61,36.45,100.53,69.33,['EPI_throw']
EPI-ccab7170,R-68be4586,2018,3.26,2.36,41.68,11.38,79.2,['EPI_daughter']
EPI-c45331ba,R-68be4586,2024,8.07,9.98,106.72,45.09,76.41,['EPI_choose']
EPI-9e1a9e1c,R-68be4586,2023,2.09,3.21,179.37,191.16,85.24,['EPI_sign']
EPI-a7809593,R-68be4586,2026,2.07,3.66,66.84,234.52,111.14,['EPI_crime']
EPI-b094dbdd,R-68be4586,2024,13.84,4.55,34.0,268.34,54.15,['EPI_poor']
EPI-e79d8d57,R-68be4586,2023,11.12,8.43,84.19,94.8,57.46,['EPI_you']
EPI-9944fda1,R-68be4586,2024,9.5,1.44,96.47,-59.53,88.46,['EPI_within']
EPI-fea78399,R-abc39b25,2025,2.4,4.22,49.94,54.45,108.32,['EPI_try']
EPI-0dfd4afd,R-abc39b25,2018,2.43,0.64,102.31,257.86,69.37,['EPI_human']
EPI-35cbc67a,R-abc39b25,2024,9.2,4.25,158.92,-82.06,59.36,['EPI_partner']
EPI-89e50386,R-abc39b25,2023,10.6,6.43,166.38,28.44,103.89,['EPI_operation']
EPI-2c8dbac3,R-abc39b25,2022,14.51,6.7,48.13,107.49,75.87,['EPI_possible']
EPI-fcd2739a,R-abc39b25,2021,10.48,7.34,44.13,213.45,56.52,['EPI_determine']
EPI-1b0a7159,R-abc39b25,2019,4.55,6.23,53.76,-91.2,89.21,['EPI_staff']
EPI-a2cf4651,R-abc39b25,2021,6.81,5.6,164.23,254.27,84.24,['EPI_truth']
EPI-4179923d,R-abc39b25,2023,14.65,7.85,62.01,254.71,101.16,['EPI_structure']
EPI-8f845d2e,R-abc39b25,2020,6.19,1.13,10.1,257.2,51.78,['EPI_street']
EPI-91d1b42b,R-a6e49778,2022,12.97,7.78,109.9,-56.03,92.69,['EPI_building']
EPI-2d999cbc,R-a6e49778,2022,1.34,3.27,116.91,157.83,114.41,['EPI_room']
EPI-5728e7fe,R-a6e49778,2018,11.01,4.29,112.69,101.07,54.3,['EPI_them']
EPI-18b10f1f,R-a6e49778,2026,11.87,1.67,84.21,158.19,83.71,['EPI_specific']
EPI-09fb45ac,R-a6e49778,2026,13.83,5.38,74.07,-78.81,84.14,['EPI_to']
EPI-a1cefa5b,R-a6e49778,2022,10.83,6.48,30.99,196.76,89.92,['EPI_single']
EPI-5b38baf3,R-a6e49778,2019,10.05,3.74,178.36,-86.2,87.28,['EPI_foot']
EPI-a88a216f,R-a6e49778,2019,14.52,8.71,59.15,63.65,98.28,['EPI_game']
EPI-901affc6,R-a6e49778,2021,13.13,0.67,115.69,-78.05,58.6,['EPI_husband']
EPI-33ff5b3d,R-a6e49778,2019,3.33,4.15,167.67,129.32,50.69,['EPI_same']
EPI-60c2f884,R-44224cb1,2023,7.61,5.67,184.69,74.76,89.56,['EPI_later']
EPI-529e3d0c,R-44224cb1,2026,7.42,2.22,33.68,-28.87,114.69,['EPI_clearly']
EPI-d087c985,R-44224cb1,2026,8.52,2.19,141.67,50.08,86.82,['EPI_fund']
EPI-995c8b0e,R-44224cb1,2021,12.95,4.02,31.67,-53.34,62.85,['EPI_crime']
EPI-0341708e,R-44224cb1,2019,13.84,2.5,127.56,232.32,92.48,['EPI_there']
EPI-7a3edda5,R-44224cb1,2018,5.94,4.11,161.67,154.99,91.8,['EPI_nice']
EPI-0e8fe542,R-44224cb1,2023,7.21,5.93,171.11,165.21,52.4,['EPI_consumer']
EPI-784a1171,R-44224cb1,2019,9.16,7.89,48.93,48.73,73.77,['EPI_property']
EPI-df669132,R-44224cb1,2021,8.43,2.89,11.07,143.03,109.43,['EPI_very']
EPI-dadf3f57,R-44224cb1,2026,2.44,8.81,186.45,147.03,108.84,['EPI_yet']
EPI-9e781b92,R-e8871a82,2026,13.56,2.84,41.18,81.62,102.26,['EPI_her']
EPI-ff759bcb,R-e8871a82,2024,0.57,3.99,178.2,221.17,93.14,['EPI_blue']
EPI-90bcd885,R-e8871a82,2026,2.92,5.66,51.49,-46.45,54.0,['EPI_project']
EPI-94cebc47,R-e8871a82,2025,11.46,3.3,118.52,155.77,55.36,['EPI_I']
EPI-d087a002,R-e8871a82,2022,8.78,3.22,118.03,-95.58,61.09,['EPI_five']
EPI-a3a1d050,R-e8871a82,2024,4.94,5.6,18.21,156.31,54.74,['EPI_skin']
EPI-71a00a47,R-e8871a82,2019,1.34,1.46,83.41,-7.63,113.23,['EPI_I']
EPI-4aa1eb68,R-e8871a82,2022,2.03,0.98,47.7,211.86,115.24,['EPI_share']
EPI-55e79064,R-e8871a82,2024,3.22,8.82,175.02,27.65,87.05,['EPI_tonight']
EPI-84d06063,R-e8871a82,2021,10.64,6.52,64.31,125.69,93.84,['EPI_watch']
EPI-b8f4fba4,R-156b61bd,2026,6.69,7.69,66.61,204.13,82.36,['EPI_than']
EPI-3fc53db3,R-156b61bd,2021,12.44,5.05,141.27,106.71,82.01,['EPI_teacher']
EPI-2b6e330e,R-156b61bd,2024,3.71,9.2,58.04,150.78,76.1,['EPI_vote']
EPI-49ab4afa,R-156b61bd,2024,9.67,9.54,119.09,-10.7,86.1,['EPI_this']
EPI-7382f03b,R-156b61bd,2019,4.49,2.28,49.95,-96.57,90.74,['EPI_glass']
EPI-c81cbba5,R-156b61bd,2021,6.79,8.35,163.44,53.45,89.22,['EPI_door']
EPI-be4a080c,R-156b61bd,2022,1.43,3.27,147.85,254.21,117.1,['EPI_raise']
EPI-44d50660,R-156b61bd,2024,12.26,5.52,87.26,-3.66,80.21,['EPI_a']
EPI-9a76cbb7,R-156b61bd,2023,1.03,5.02,45.14,-65.01,108.68,['EPI_before']
EPI-99029eff,R-156b61bd,2026,4.9,8.16,45.02,138.77,94.32,['EPI_positive']
EPI-fba5a86d,R-3581634a,2021,4.39,7.0,23.36,219.32,103.55,['EPI_whole']
EPI-356206b9,R-3581634a,2023,14.87,4.12,18.31,145.76,87.88,['EPI_current']
EPI-54b6cc22,R-3581634a,2018,14.79,9.93,24.96,-12.0,72.65,['EPI_nothing']
EPI-c9eef51a,R-3581634a,2020,10.13,0.46,181.86,182.24,80.5,['EPI_fire']
EPI-cf132aa0,R-3581634a,2022,3.72,3.78,188.03,-37.9,90.16,['EPI_represent']
EPI-0a52f72b,R-3581634a,2019,10.78,5.21,159.84,177.4,97.95,['EPI_establish']
EPI-4f5a92d1,R-3581634a,2025,10.05,3.2,156.46,293.36,98.56,['EPI_agreement']
EPI-8b8b7249,R-3581634a,2026,9.0,9.74,97.53,-13.7,110.21,['EPI_west']
EPI-f341e47d,R-3581634a,2019,5.46,0.93,119.31,286.59,105.38,['EPI_wonder']
EPI-cf9c02e9,R-3581634a,2026,13.7,3.45,86.34,-73.7,83.34,['EPI_focus']
EPI-25765e12,R-b3cd39db,2018,6.78,1.03,12.68,138.01,102.93,['EPI_like']
EPI-56c8e79a,R-b3cd39db,2020,6.02,0.67,39.08,62.02,104.56,['EPI_section']
EPI-089b29cf,R-b3cd39db,2018,6.84,7.46,37.14,-47.4,119.56,['EPI_shake']
EPI-9978daa4,R-b3cd39db,2020,4.63,9.9,179.73,-33.42,113.56,['EPI_live']
EPI-68336dcc,R-b3cd39db,2018,12.13,9.57,38.1,-84.61,115.97,['EPI_security']
EPI-8fa637b0,R-b3cd39db,2019,10.4,2.64,109.05,204.14,68.52,['EPI_heart']
EPI-91b6dd7f,R-b3cd39db,2025,2.04,6.08,82.77,93.92,54.02,['EPI_behind']
EPI-13bfe136,R-b3cd39db,2019,4.38,4.4,142.17,73.57,93.7,['EPI_here']
EPI-8e2caf6b,R-b3cd39db,2024,8.26,3.24,100.51,48.77,75.63,['EPI_condition']
EPI-0b00e026,R-b3cd39db,2022,12.67,8.71,178.77,215.61,61.93,['EPI_send']
EPI-a0b1b70f,R-d70510bb,2024,1.92,6.44,124.8,-92.36,85.19,['EPI_form']
EPI-e29216cd,R-d70510bb,2023,7.69,2.29,29.15,59.62,73.91,['EPI_itself']
EPI-43c8323c,R-d70510bb,2025,0.43,2.24,168.52,217.91,80.42,['EPI_if']
EPI-82e4b213,R-d70510bb,2024,2.66,9.12,163.76,-43.95,108.1,['EPI_couple']
EPI-fe2717c7,R-d70510bb,2019,6.11,8.76,143.97,44.57,92.98,['EPI_officer']
EPI-80481f2a,R-d70510bb,2021,8.11,9.1,29.82,23.43,117.39,['EPI_nation']
EPI-2d105e56,R-d70510bb,2020,12.79,9.04,66.57,-29.91,111.93,['EPI_forward']
EPI-57e07de1,R-d70510bb,2019,10.82,1.03,184.33,152.65,112.44,['EPI_truth']
EPI-733ec25e,R-d70510bb,2018,6.31,4.8,73.5,96.59,80.72,['EPI_claim']
EPI-2250b65d,R-d70510bb,2026,2.73,6.88,190.11,4.74,117.2,['EPI_her']
EPI-cab3560d,R-2ae3a9e2,2023,9.02,6.61,11.88,45.42,76.5,['EPI_discuss']
EPI-cbc27970,R-2ae3a9e2,2024,9.93,7.33,110.46,256.0,51.61,['EPI_specific']
EPI-b24f017e,R-2ae3a9e2,2026,14.79,9.52,144.19,266.57,108.32,['EPI_any']
EPI-d6c15097,R-2ae3a9e2,2023,9.96,0.94,83.53,24.92,50.6,['EPI_cost']
EPI-c0c85874,R-2ae3a9e2,2024,9.0,7.05,192.53,5.23,84.89,['EPI_until']
EPI-e9a2428a,R-2ae3a9e2,2022,11.07,5.22,123.95,-17.48,76.03,['EPI_behind']
EPI-e9f8f1f8,R-2ae3a9e2,2023,3.56,9.0,184.86,139.89,118.22,['EPI_involve']
EPI-a60c34f3,R-2ae3a9e2,2026,12.4,6.28,24.83,275.2,91.59,['EPI_medical']
EPI-fed005d6,R-2ae3a9e2,2024,5.23,8.68,69.8,130.22,93.19,['EPI_day']
EPI-a6bbe985,R-2ae3a9e2,2022,10.26,0.06,119.52,-71.18,78.01,['EPI_no']
EPI-18979f6b,R-31692561,2025,6.03,1.74,93.59,206.84,101.49,['EPI_treatment']
EPI-33ece7c9,R-31692561,2024,1.01,1.31,40.06,286.2,69.06,['EPI_about']
EPI-aa50dd06,R-31692561,2021,1.21,2.35,77.18,186.95,59.29,['EPI_fly']
EPI-e3a1b686,R-31692561,2022,1.11,0.0,187.28,169.94,108.87,['EPI_very']
EPI-72659317,R-31692561,2019,12.79,6.86,149.57,-85.36,56.85,['EPI_listen']
EPI-aa40dac2,R-31692561,2023,14.07,4.43,77.78,-72.74,55.19,['EPI_item']
EPI-b8c3c546,R-31692561,2022,14.03,0.7,196.64,145.48,89.51,['EPI_local']
EPI-78453e65,R-31692561,2021,9.61,3.42,44.9,-7.24,60.28,['EPI_thought']
EPI-a6875745,R-31692561,2023,4.61,2.27,36.57,183.92,64.15,['EPI_sing']
EPI-54637c3f,R-31692561,2020,1.54,7.41,57.44,-79.66,66.3,['EPI_material']
EPI-96673e0d,R-393262eb,2022,1.57,1.67,182.95,-18.31,63.05,['EPI_success']
EPI-a3f7679e,R-393262eb,2019,13.87,1.59,12.9,217.11,94.98,['EPI_number']
EPI-c963854f,R-393262eb,2019,8.82,0.81,110.37,193.16,112.17,['EPI_range']
EPI-4316ae7e,R-393262eb,2024,12.42,6.73,51.89,-11.31,55.32,['EPI_else']
EPI-4a657fc2,R-393262eb,2018,14.57,2.32,27.23,-16.3,53.09,['EPI_politics']
EPI-3b07dd30,R-393262eb,2021,13.72,1.78,128.85,225.03,68.68,['EPI_around']
EPI-29df060d,R-393262eb,2019,2.19,7.79,193.47,-50.29,111.06,['EPI_bed']
EPI-ec0c8043,R-393262eb,2020,4.3,7.41,186.14,-40.76,94.06,['EPI_most']
EPI-3497e80d,R-393262eb,2020,2.14,9.85,188.08,140.39,69.46,['EPI_detail']
EPI-e193391a,R-393262eb,2018,13.98,4.7,162.46,161.56,66.11,['EPI_school']
EPI-526a1252,R-67f4c998,2018,8.9,8.89,10.1,93.15,90.78,['EPI_student']
EPI-edf99563,R-67f4c998,2020,7.59,3.36,42.46,137.24,116.28,['EPI_news']
EPI-5a3bb431,R-67f4c998,2022,2.27,0.91,114.78,-52.38,102.55,['EPI_father']
EPI-35f8ff5a,R-67f4c998,2021,13.3,9.33,123.57,71.14,75.5,['EPI_six']
EPI-35b14311,R-67f4c998,2021,2.71,0.9,173.16,111.17,81.57,['EPI_far']
EPI-8f2716f4,R-67f4c998,2019,10.14,4.83,133.91,75.57,100.35,['EPI_article']
EPI-19970227,R-67f4c998,2022,13.43,6.1,46.75,8.16,103.1,['EPI_dream']
EPI-112e33f1,R-67f4c998,2023,6.24,9.67,21.03,-84.04,71.12,['EPI_road']
EPI-96b7f830,R-67f4c998,2025,9.41,3.1,11.67,182.55,87.05,['EPI_still']
EPI-840a72e6,R-67f4c998,2023,9.84,6.13,120.03,235.8,52.23,['EPI_price']
EPI-0fc4766a,R-2476423d,2024,2.76,5.19,10.9,299.52,73.54,['EPI_around']
EPI-4ea6b16f,R-2476423d,2024,11.73,5.79,141.68,119.36,74.22,['EPI_big']
EPI-867145c0,R-2476423d,2020,9.27,8.52,162.66,-49.19,104.72,['EPI_approach']
EPI-3a83045c,R-2476423d,2021,4.14,3.99,97.07,287.06,76.45,['EPI_decision']
EPI-77cea672,R-2476423d,2024,9.08,5.93,174.14,147.48,64.45,['EPI_process']
EPI-3b9810ab,R-2476423d,2021,13.06,7.01,112.2,265.59,101.48,['EPI_fine']
EPI-7fb07fa0,R-2476423d,2025,11.78,5.33,25.25,121.02,85.69,['EPI_possible']
EPI-aa833f83,R-2476423d,2020,14.18,9.07,61.83,-51.16,91.88,['EPI_area']
EPI-78b406d9,R-2476423d,2025,0.9,7.78,26.33,103.55,80.08,['EPI_culture']
EPI-24e5372d,R-2476423d,2025,11.69,1.87,119.04,-61.33,83.42,['EPI_country']
EPI-9e08dddf,R-4282a969,2021,13.62,5.98,88.23,40.74,110.12,['EPI_street']
EPI-fb20d7bf,R-4282a969,2024,13.78,4.75,155.0,101.86,99.49,['EPI_get']
EPI-9499eea9,R-4282a969,2018,2.56,0.83,136.88,254.16,56.35,['EPI_goal']
EPI-a403eb92,R-4282a969,2024,13.91,1.6,153.78,103.45,64.6,['EPI_place']
EPI-f373e30c,R-4282a969,2021,9.88,9.05,120.67,-48.94,56.41,['EPI_around']
EPI-ed5bb806,R-4282a969,2018,1.68,4.41,56.01,-13.58,110.58,['EPI_smile']
EPI-cf689103,R-4282a969,2021,8.32,1.79,153.99,-14.02,67.12,['EPI_into']
EPI-99c90248,R-4282a969,2025,8.83,8.37,56.64,81.03,90.2,['EPI_audience']
EPI-102023a0,R-4282a969,2026,11.99,2.38,156.41,0.87,82.97,['EPI_throughout']
EPI-b6db9ec9,R-4282a969,2021,3.17,5.65,52.77,-70.21,62.47,['EPI_never']
EPI-46b7c68c,R-1820c4e3,2019,12.69,7.62,66.32,236.61,63.63,['EPI_only']
EPI-5fbb8c33,R-1820c4e3,2024,6.42,6.06,49.93,118.74,63.66,['EPI_score']
EPI-70bb6240,R-1820c4e3,2024,8.08,7.81,112.21,159.88,119.98,['EPI_woman']
EPI-2a8ab572,R-1820c4e3,2023,12.74,6.6,49.99,202.57,59.19,['EPI_material']
EPI-20fd3bf8,R-1820c4e3,2018,13.01,0.7,62.34,139.98,60.39,['EPI_total']
EPI-6bdfa2ee,R-1820c4e3,2018,15.0,4.47,145.66,162.97,106.49,['EPI_chair']
EPI-83d4f7e0,R-1820c4e3,2025,10.88,5.73,114.36,255.93,114.66,['EPI_card']
EPI-debe2a71,R-1820c4e3,2026,8.72,1.74,140.77,241.08,84.88,['EPI_difficult']
EPI-30f25b96,R-1820c4e3,2026,10.52,3.96,16.92,85.38,71.08,['EPI_purpose']
EPI-ea31fe63,R-1820c4e3,2025,2.09,9.79,139.28,198.67,77.22,['EPI_project']
EPI-950ae6d8,R-754966e5,2023,5.63,0.8,194.88,211.94,55.43,['EPI_hear']
EPI-1b21ceaa,R-754966e5,2025,13.86,7.34,50.95,139.66,51.16,['EPI_ready']
EPI-9fc0d1fa,R-754966e5,2023,13.94,8.3,16.77,6.63,113.49,['EPI_east']
EPI-b062acb3,R-754966e5,2022,1.33,3.99,73.09,297.7,113.73,['EPI_sit']
EPI-e827d38a,R-754966e5,2026,10.57,4.78,36.97,248.7,60.02,['EPI_anything']
EPI-19587ccb,R-754966e5,2023,5.75,3.9,113.67,130.1,113.81,['EPI_door']
EPI-54bb3971,R-754966e5,2023,4.12,3.93,50.46,-71.92,75.3,['EPI_do']
EPI-8b587c32,R-754966e5,2024,9.36,8.74,135.74,-55.61,95.1,['EPI_item']
EPI-2eafd872,R-754966e5,2025,1.77,3.76,12.35,156.62,92.53,['EPI_medical']
EPI-89408717,R-754966e5,2023,2.01,3.72,156.07,-83.06,91.24,['EPI_particularly']
EPI-71c22384,R-a4850f9d,2024,3.46,4.33,37.24,232.08,91.99,['EPI_officer']
EPI-34ba5ec2,R-a4850f9d,2020,4.16,8.98,145.7,55.38,71.58,['EPI_election']
EPI-c8f8780a,R-a4850f9d,2020,13.34,3.33,52.16,144.12,101.29,['EPI_Congress']
EPI-8cd676e3,R-a4850f9d,2021,1.46,6.82,149.8,72.55,76.46,['EPI_Mr']
EPI-ba409d34,R-a4850f9d,2022,7.47,8.71,181.32,90.45,66.93,['EPI_remember']
EPI-3d605bee,R-a4850f9d,2023,9.44,4.88,33.91,-88.52,110.44,['EPI_out']
EPI-48e7a1fb,R-a4850f9d,2018,4.3,1.54,170.84,-27.51,60.06,['EPI_yeah']
EPI-58b4011a,R-a4850f9d,2026,14.05,8.97,180.2,11.68,110.86,['EPI_bit']
EPI-1d0fc602,R-a4850f9d,2022,0.76,4.23,26.73,100.14,82.45,['EPI_important']
EPI-5c7a2e2b,R-a4850f9d,2023,3.47,6.63,123.26,-59.64,99.76,['EPI_key']
EPI-bdad8c1b,R-6d65c8ba,2025,9.3,5.21,173.47,-92.69,92.16,['EPI_somebody']
EPI-82407617,R-6d65c8ba,2022,3.08,4.1,56.03,205.79,113.23,['EPI_beat']
EPI-3e2ed771,R-6d65c8ba,2025,14.94,0.51,100.57,-26.13,90.74,['EPI_case']
EPI-0cfd2af9,R-6d65c8ba,2021,6.4,7.84,126.84,295.46,82.19,['EPI_if']
EPI-1a367a16,R-6d65c8ba,2023,12.93,3.35,53.63,-69.16,59.61,['EPI_technology']
EPI-2afe54b9,R-6d65c8ba,2018,12.11,0.06,35.14,291.73,95.07,['EPI_raise']
EPI-5d631c90,R-6d65c8ba,2026,9.19,9.9,93.2,228.97,98.73,['EPI_necessary']
EPI-ba316736,R-6d65c8ba,2019,7.57,0.28,136.17,78.14,74.97,['EPI_take']
EPI-a9f340e0,R-6d65c8ba,2025,0.87,0.35,143.48,298.71,116.31,['EPI_box']
EPI-babb7eaf,R-6d65c8ba,2026,1.3,5.34,44.53,-13.16,77.2,['EPI_break']
EPI-4233b6da,R-039e99f6,2024,13.35,8.36,176.44,260.24,113.55,['EPI_product']
EPI-032ca32c,R-039e99f6,2026,5.82,2.82,144.16,175.95,115.37,['EPI_small']
EPI-cd9492d1,R-039e99f6,2020,2.0,0.71,64.78,224.03,53.69,['EPI_no']
EPI-2794724a,R-039e99f6,2024,13.45,7.26,116.02,255.83,93.67,['EPI_cover']
EPI-0d1a7910,R-039e99f6,2024,10.63,8.68,185.36,195.26,114.37,['EPI_ready']
EPI-85f8d619,R-039e99f6,2018,2.0,6.04,171.89,133.58,68.69,['EPI_food']
EPI-96736f19,R-039e99f6,2022,0.44,2.16,86.57,41.41,81.68,['EPI_paper']
EPI-6563ffc7,R-039e99f6,2023,8.94,0.52,24.82,148.76,106.69,['EPI_same']
EPI-c99714f0,R-039e99f6,2019,0.54,0.65,43.98,111.07,74.3,['EPI_shake']
EPI-d21d16fd,R-039e99f6,2020,10.96,3.19,160.98,237.2,105.1,['EPI_data']
EPI-f303ed05,R-32492e88,2021,2.02,2.33,94.96,165.49,54.01,['EPI_shake']
EPI-72443fca,R-32492e88,2021,10.69,6.61,38.04,94.5,114.91,['EPI_civil']
EPI-9799345f,R-32492e88,2025,5.36,2.45,33.19,-13.74,78.65,['EPI_oil']
EPI-046ac67a,R-32492e88,2022,13.74,5.42,98.33,140.39,73.31,['EPI_size']
EPI-3d8aaf46,R-32492e88,2021,0.57,7.66,182.78,-58.05,92.43,['EPI_unit']
EPI-a55baf50,R-32492e88,2019,2.44,2.42,114.81,29.85,59.45,['EPI_resource']
EPI-8a692a5f,R-32492e88,2023,6.32,5.05,23.05,124.86,78.71,['EPI_development']
EPI-053c7777,R-32492e88,2018,14.32,4.6,77.41,97.9,61.26,['EPI_collection']
EPI-9b5f4bb6,R-32492e88,2018,10.31,2.78,28.98,25.47,71.56,['EPI_girl']
EPI-c17ba0d0,R-32492e88,2026,7.83,2.88,24.46,185.4,54.32,['EPI_fund']
