treaty_id,treaty_type,coverage_start_date,coverage_end_date,ceding_company,reinsurer_name,limit_amount,retention_amount,quota_share_percent,commission_percent,profit_commission_flag
TREATY816146,Quota Share,2016-09-30,2020-04-10,"Anderson, Wilson and Long",Singleton Group,793930.38,859719.88,28.16,5.51,False
TREATY504934,Surplus,2016-03-02,2018-06-26,"Walker, Perkins and Durham","Johnson, Wilson and White",2315216.43,696109.3,30.97,18.33,False
TREATY030675,Quota Share,2023-07-10,2026-11-10,"Adkins, Gibson and Fischer",Pratt Ltd,537404.83,854858.06,30.09,18.88,False
TREATY114730,XoL,2018-10-11,2021-03-19,Koch-Moore,Davis PLC,4182693.44,830275.44,54.55,5.84,False
TREATY277043,XoL,2016-12-03,2021-09-08,"Clark, Lewis and Bonilla","Dixon, Dorsey and Mcmillan",2008289.64,301295.37,54.77,23.11,False
TREATY561623,Surplus,2016-04-12,2019-07-02,"Barnes, Sanchez and Valencia",Moore-King,8366859.89,65641.45,71.02,18.72,False
TREATY118475,Quota Share,2019-11-04,2022-04-29,"Everett, Rosario and Greer","Marquez, Burns and Gonzalez",8745607.98,455224.88,69.7,13.88,False
TREATY067156,XoL,2017-05-26,2020-03-14,Houston-Bray,"Kent, Cameron and Wall",5229419.83,88015.78,57.77,8.97,False
TREATY384576,Quota Share,2020-04-14,2022-10-01,Williams Inc,Murray LLC,596317.7,439368.47,48.87,10.64,True
TREATY490575,Facultative,2017-12-12,2022-06-07,Mcbride-Miller,Thompson-Jackson,2841419.31,143239.09,73.73,19.48,True
TREATY160821,XoL,2022-09-24,2026-12-22,"Alexander, Johnson and Wilson","Smith, Reid and Hardin",3616171.04,423657.71,10.42,7.52,True
TREATY567685,XoL,2016-11-24,2018-11-03,Hicks-Dawson,Bennett-Barrett,5932498.71,191027.22,26.67,16.43,True
TREATY811332,Quota Share,2022-09-10,2024-01-05,Jones and Sons,Hansen-Alvarado,3338075.73,173382.64,12.67,24.56,True
TREATY174804,Facultative,2019-11-23,2022-06-04,Silva PLC,Gibson Group,6660044.65,495030.84,76.31,11.55,True
TREATY250910,XoL,2021-05-25,2026-01-05,Peterson and Sons,Heath Inc,4997517.48,724823.66,45.94,6.38,True
TREATY948176,Quota Share,2018-09-12,2022-01-14,Haynes-Johnson,Garcia-Jones,1133892.28,117452.65,39.73,15.8,False
TREATY396265,Facultative,2021-10-01,2026-04-02,Garcia PLC,"Mitchell, Weiss and Hall",879641.2,416567.47,23.64,20.14,True
TREATY576846,Surplus,2021-12-20,2026-10-29,Mcclure Ltd,Perez PLC,1188285.5,413815.43,75.61,23.49,True
TREATY580136,Surplus,2018-09-18,2022-05-15,Shaffer-Baker,Ferguson-Reed,4446671.16,836870.63,45.93,24.2,True
TREATY350542,Surplus,2021-09-22,2024-02-21,Lopez-Castillo,"Hopkins, Weaver and Lewis",9902156.68,107368.49,57.69,13.16,False
TREATY999508,Facultative,2016-09-20,2018-09-04,Cooper-Pena,"Cook, Howell and Phelps",6643282.48,98531.47,27.83,24.23,True
TREATY540257,Surplus,2018-09-07,2022-02-01,Bradley Inc,Johnson LLC,4534076.64,792650.14,79.05,12.76,True
TREATY643708,XoL,2022-06-29,2023-10-26,Harrell Group,Anderson-Goodman,7239900.99,227294.57,40.01,14.03,True
TREATY300346,Facultative,2018-07-12,2022-10-30,Cox-Johnson,"Huang, Haynes and Cruz",6347410.47,777561.33,62.66,12.3,True
TREATY492120,Quota Share,2021-06-28,2024-11-29,"Graham, Ibarra and Clark",Davis-Morgan,4813586.2,887423.23,14.2,5.65,True
TREATY096946,Surplus,2016-08-15,2020-11-01,Richards-Duran,Lloyd Group,8772787.48,614614.03,17.72,7.72,True
TREATY335031,XoL,2021-11-01,2025-12-29,Wood-Williamson,Wyatt-Shaw,4531768.95,631095.5,86.59,18.13,True
TREATY980695,Surplus,2015-06-22,2019-04-13,Richard-Pierce,"Murillo, Keller and Washington",870113.78,708631.14,21.85,9.57,False
TREATY742819,XoL,2017-06-18,2022-02-07,Kelly PLC,Burch LLC,2770080.59,460596.77,56.88,5.3,False
TREATY775397,Facultative,2015-08-27,2020-06-24,Smith-Holloway,Barnes PLC,9329459.22,520395.55,73.43,21.9,False
TREATY840278,Surplus,2021-08-03,2025-06-30,Barker PLC,"Gardner, Boyer and Mitchell",8282529.65,744123.11,14.5,19.6,False
TREATY942577,Quota Share,2022-03-09,2025-02-10,West-Frost,Brown and Sons,4500269.01,909414.34,25.32,20.64,False
TREATY480993,XoL,2015-10-21,2020-04-04,"Brown, Dixon and Dean","Vargas, Ayala and Hooper",8180731.15,171952.14,15.11,7.67,True
TREATY222788,Quota Share,2018-08-03,2021-11-24,Stevens-Browning,"Miller, Williams and Jackson",3225838.04,745392.72,11.04,16.82,False
TREATY449963,Surplus,2018-06-04,2021-01-04,"Bailey, Duncan and Phillips",Gardner-Davis,4787597.53,910745.37,50.82,19.13,True
TREATY384346,Quota Share,2019-08-12,2022-09-08,Mccoy Ltd,"Olsen, Jacobs and Higgins",9745907.78,459229.31,74.75,8.9,True
TREATY685641,Quota Share,2020-12-12,2021-12-27,"Sullivan, Cruz and Williams","Werner, Freeman and Nguyen",296759.26,197811.69,72.53,23.74,True
TREATY694925,Facultative,2021-02-04,2025-01-14,Caldwell-Figueroa,Lopez and Sons,2764390.94,365850.29,53.63,19.43,False
TREATY270947,Quota Share,2023-08-09,2025-11-03,"Floyd, Sanchez and Adams",Andrade-Cain,3897972.2,446185.38,23.87,15.96,True
TREATY750692,Quota Share,2021-12-10,2024-11-22,Ford LLC,Allen PLC,1025945.27,702442.49,46.49,6.76,True
TREATY347626,Facultative,2023-08-02,2026-04-08,Simon-Conrad,"Bolton, Thomas and Riggs",9694172.42,296612.23,87.33,23.07,False
TREATY256007,XoL,2020-04-12,2021-08-28,"Wilson, Hicks and Evans","Perez, Bass and Myers",4019727.92,524605.59,51.3,14.12,True
TREATY893713,Surplus,2023-07-28,2026-04-14,Perry-Rowland,Pham-Dunn,9490625.66,168171.39,21.07,16.22,False
TREATY785706,Surplus,2019-05-09,2021-10-24,Johnson LLC,"Roberts, Thompson and Carlson",3148574.93,464465.31,82.93,13.01,False
TREATY009191,Quota Share,2021-08-08,2023-04-17,Jackson LLC,"Banks, Hart and Torres",1713832.25,973059.68,30.91,23.39,True
TREATY359523,Quota Share,2016-03-16,2017-04-16,"Harris, Shields and Schmidt",Johns-Jones,8211258.16,571419.69,66.61,18.39,False
TREATY283190,Quota Share,2018-09-30,2021-07-21,Richardson and Sons,Simmons Ltd,4562523.71,381729.98,36.48,10.72,False
TREATY452303,Surplus,2018-11-30,2021-04-07,"Miller, Powell and Howard",Conner Group,2885616.08,779278.02,13.35,18.79,False
TREATY882594,Surplus,2018-08-13,2020-07-04,Young-Gentry,Allison Inc,8880149.45,258489.7,43.04,17.97,False
TREATY641013,Facultative,2019-10-26,2022-03-25,Ramirez-Ross,"Hardy, Green and Lawson",1572573.84,71816.08,14.43,6.96,True
TREATY542836,Facultative,2018-07-07,2023-01-24,Nolan Ltd,Douglas Ltd,4749122.46,813612.76,81.9,18.34,True
TREATY376550,XoL,2020-04-11,2024-01-22,"Griffin, Roberts and Lee","Davidson, Cummings and Bailey",7132413.46,561197.31,16.93,24.64,True
TREATY799094,Facultative,2016-12-01,2021-09-15,Lee-Phillips,Cardenas-Sanchez,3302769.51,822646.7,41.62,21.8,True
TREATY759033,Quota Share,2018-05-11,2020-12-02,Mendoza-Brown,Martin Ltd,7196755.64,723958.83,41.67,18.24,False
TREATY529755,Quota Share,2023-05-14,2025-05-21,Trujillo-Mckinney,Brown-Kelly,3037653.65,305719.77,53.52,16.42,False
TREATY880804,Surplus,2022-07-27,2024-07-17,Prince LLC,Fletcher-Gonzalez,1058080.75,991656.45,18.27,24.89,True
TREATY374581,XoL,2021-07-13,2024-07-23,Johnston and Sons,Spencer-Davis,581940.34,269881.79,12.36,6.83,False
TREATY611007,Surplus,2021-05-27,2023-12-27,"Alvarez, Frazier and Esparza",Stone-Merritt,6766753.04,743143.33,14.19,6.53,False
TREATY680817,XoL,2022-03-18,2024-01-01,Bailey and Sons,"Schmidt, Shaffer and Santiago",8701898.65,191369.41,17.75,20.59,False
TREATY474262,Surplus,2018-10-12,2021-02-25,"Marquez, Obrien and Burke","Miller, Stein and Escobar",889001.85,691936.19,28.23,22.7,False
TREATY438100,XoL,2023-05-26,2024-11-11,"Daniels, Pruitt and Francis",Hardy Ltd,1534505.99,794486.74,21.36,15.22,True
TREATY573380,Surplus,2023-09-18,2025-06-05,"Herrera, Moss and Perry","Barber, Johnson and Harris",2560068.81,676117.07,85.71,22.8,True
TREATY794338,Surplus,2020-12-04,2021-12-04,Hill-Brown,Harvey-Hendricks,9362068.85,308484.63,76.27,17.5,True
TREATY686669,Facultative,2023-06-23,2025-04-12,Walls and Sons,"Todd, Sanchez and Rivas",7562003.33,513781.88,19.86,6.94,False
TREATY833968,Facultative,2015-12-16,2020-05-26,Sullivan PLC,"Williams, Meyer and Ho",7281332.87,909151.84,84.39,16.55,True
TREATY904694,Surplus,2022-01-20,2023-02-12,Kennedy LLC,"Harris, Hickman and Brown",9683717.38,427553.33,66.13,15.96,True
TREATY444830,Facultative,2021-08-27,2023-05-16,Garcia Group,Mckenzie and Sons,414824.72,813306.22,37.92,20.26,True
TREATY761978,Quota Share,2022-05-26,2026-12-21,"Kemp, Perez and Graves","Stanley, Gaines and Peterson",9101756.34,224295.14,82.38,21.03,True
TREATY455299,Surplus,2021-12-10,2026-07-17,"Davis, Fox and Dawson",Griffin Ltd,7912203.27,164922.25,59.86,20.0,False
TREATY315866,Quota Share,2019-03-11,2020-06-02,Garza-Brown,Ellis-Patel,4362537.88,97379.89,55.1,18.21,True
TREATY893724,Facultative,2023-08-06,2026-05-28,Jennings Ltd,"Ford, Koch and Miller",7048866.41,73746.2,40.14,5.05,False
TREATY211918,Surplus,2019-07-22,2022-08-31,Anderson-Kelley,Holden Ltd,9338945.28,92630.6,12.83,17.59,True
TREATY302715,Surplus,2018-06-25,2019-07-16,Schmidt-Shaw,Morales-Coleman,8967846.75,547817.81,34.19,18.99,True
TREATY161615,Surplus,2020-09-10,2023-03-16,"Fritz, Palmer and Johnson",Davidson-Ray,414300.56,98217.2,19.94,17.05,True
TREATY069749,Surplus,2021-10-04,2025-12-25,"Mccormick, Evans and Martin",Hill-Hicks,9542079.91,82204.91,23.01,23.06,True
TREATY674088,Facultative,2019-03-17,2023-09-27,Paul-Cantu,Brown Ltd,8869436.26,552107.39,42.87,19.88,False
TREATY232760,Quota Share,2021-03-14,2022-11-19,"Tran, Collins and Hughes","Grimes, Hernandez and Williams",6166852.13,136750.4,74.36,19.83,False
TREATY868391,Facultative,2019-04-12,2021-08-07,Lewis Inc,Salinas-Gomez,4991143.4,905380.61,76.2,21.07,False
TREATY112924,Facultative,2022-01-23,2023-10-04,Cross Ltd,Johnson LLC,219395.97,172149.84,48.12,20.18,False
TREATY662081,Surplus,2015-01-10,2016-06-21,Henderson and Sons,Turner-Pearson,4390456.79,805985.67,62.07,12.01,False
TREATY693208,XoL,2017-02-25,2018-07-08,Leblanc-Nguyen,Cummings-Chandler,2558378.75,663686.02,27.7,22.56,False
TREATY191889,Surplus,2018-02-09,2020-08-01,Noble-Hardy,Reyes and Sons,9185390.45,466701.34,89.7,15.94,False
TREATY584892,XoL,2018-09-20,2020-07-11,"Smith, Walker and Fox","Gomez, Hall and Mcmahon",7950301.08,685273.42,15.27,24.63,True
TREATY518887,Surplus,2020-08-12,2024-06-12,"Johnson, Nichols and Benson",Daugherty-Ware,7760764.27,551904.54,77.44,9.86,True
TREATY857471,XoL,2020-11-07,2023-05-21,Ballard Ltd,Jones Group,4737239.18,728306.58,69.67,13.1,True
TREATY295401,Facultative,2019-07-01,2023-03-29,Taylor-Pacheco,"Nelson, Grant and Foster",5634440.14,265798.63,77.17,14.78,True
TREATY177565,Quota Share,2021-12-25,2023-09-03,Mcclain Inc,"Schwartz, Sawyer and Jenkins",5119427.95,469615.58,12.12,9.74,False
TREATY670778,Facultative,2018-09-04,2023-06-14,"Jones, Zamora and Duke",Baird and Sons,9529285.9,131906.87,83.59,21.01,False
TREATY893879,XoL,2020-06-16,2024-01-02,"Liu, Berry and Huynh","Mathis, Cannon and Hawkins",2844732.93,739387.13,50.53,9.79,False
TREATY203151,Quota Share,2015-09-24,2017-11-04,Mooney-Cochran,"Hale, Wong and Estrada",3980532.87,454482.32,63.57,9.72,True
TREATY411748,Surplus,2022-06-18,2025-01-25,"Jones, Carter and James",Miller Inc,2503569.6,699824.96,67.25,9.59,False
TREATY122827,Quota Share,2023-09-03,2028-06-01,"Clark, Olson and Brown","Hawkins, Arellano and Garza",4428440.26,837003.36,45.35,9.43,False
TREATY413455,Quota Share,2020-06-16,2025-04-25,Larson Group,"Evans, Alvarado and Wright",1438033.98,934647.19,10.96,7.7,False
TREATY959303,XoL,2017-05-08,2019-03-14,Carroll Group,Espinoza Group,2511209.73,129570.68,65.74,23.5,False
