market_id,name,sector,region_id,currency_code,five_year_growth_projection,risk_rating,data_source_references
M-ca715b09,OIL_Carson Gro,OIL_GAS,R-6eec3a2f,GBP,7.42,2.92,['Source_worker']
M-ebf1c003,OIL_Hodge and ,OIL_GAS,R-91cb7daa,EUR,4.13,2.61,['Source_three']
M-dcce2b92,"OIL_Haney, Cla",OIL_GAS,R-eaf578ad,EUR,4.7,5.73,['Source_poor']
M-32728e37,TRA_Nunez-Andr,TRANSMISSION_DISTRIBUTION,R-5cbc62c1,GBP,1.39,4.32,['Source_Democrat']
M-d6cef2cc,TRA_Olsen Grou,TRANSMISSION_DISTRIBUTION,R-75417832,USD,6.26,1.3,['Source_we']
M-54f39edc,"OIL_Miller, Ro",OIL_GAS,R-20ca7b42,CAD,0.92,7.26,['Source_program']
M-70b07411,"TRA_Gentry, Br",TRANSMISSION_DISTRIBUTION,R-75417832,USD,9.73,8.41,['Source_cost']
M-b5cbc89a,OIL_Gibson-Wri,OIL_GAS,R-f20820c4,CAD,9.97,6.69,['Source_old']
M-5718b593,TRA_Sanford-Ro,TRANSMISSION_DISTRIBUTION,R-eb51f75d,AUD,8.17,1.34,['Source_bad']
M-21b43f21,OIL_Moore PLC,OIL_GAS,R-a6259ae7,EUR,7.2,2.59,['Source_strong']
M-87ad35db,TRA_Harris and,TRANSMISSION_DISTRIBUTION,R-9bda29d3,CAD,8.42,2.07,['Source_series']
M-3d3f3962,"OIL_Hernandez,",OIL_GAS,R-a94e02e0,USD,3.49,8.72,['Source_side']
M-3e3973af,OIL_Bailey and,OIL_GAS,R-f10d01b5,EUR,6.72,7.64,['Source_main']
M-9ccb203e,"OIL_Greene, Ch",OIL_GAS,R-9d9d23ed,GBP,9.03,2.52,['Source_gas']
M-5a1d7af1,"OIL_Pace, Doyl",OIL_GAS,R-5049b3e3,GBP,5.41,9.46,['Source_into']
M-7f1692de,TRA_Snyder-Dav,TRANSMISSION_DISTRIBUTION,R-b99f7883,USD,1.12,8.43,['Source_animal']
M-cea4345f,TRA_Campos-Cum,TRANSMISSION_DISTRIBUTION,R-2f557610,GBP,1.3,4.99,['Source_that']
M-380456cc,"OIL_Jackson, W",OIL_GAS,R-5941429c,AUD,4.39,6.72,['Source_necessary']
M-8d74e9ef,OIL_Chase LLC,OIL_GAS,R-b8c66b28,USD,3.46,6.05,['Source_end']
M-9a7e4a27,TRA_Howell Gro,TRANSMISSION_DISTRIBUTION,R-8292eb21,AUD,8.44,1.77,['Source_policy']
M-0c2bbe60,TRA_Huber-Wils,TRANSMISSION_DISTRIBUTION,R-14018aab,USD,9.22,2.64,['Source_why']
M-16a86462,"TRA_Neal, Gome",TRANSMISSION_DISTRIBUTION,R-a070601c,AUD,6.45,1.18,['Source_particularly']
M-dfa2b733,"OIL_Day, Weave",OIL_GAS,R-f7223355,EUR,6.56,5.14,['Source_recent']
M-e1331a64,OIL_Thompson-L,OIL_GAS,R-a96546e4,EUR,3.42,7.13,['Source_sense']
M-3f950278,"OIL_Hernandez,",OIL_GAS,R-d37aacb7,EUR,7.6,7.64,['Source_term']
M-a83459d5,TRA_Ferguson-G,TRANSMISSION_DISTRIBUTION,R-e2bbab4e,GBP,2.19,2.26,['Source_population']
M-1e39001d,TRA_Andrews-Da,TRANSMISSION_DISTRIBUTION,R-4b5a3d95,EUR,3.09,2.79,['Source_game']
M-26e85f54,TRA_Harris-Jen,TRANSMISSION_DISTRIBUTION,R-c804bdd9,CAD,3.01,5.41,['Source_personal']
M-a0bb4864,"TRA_Vance, Mar",TRANSMISSION_DISTRIBUTION,R-78acee10,AUD,4.77,6.68,['Source_play']
M-e25e08e1,TRA_Lambert-Fu,TRANSMISSION_DISTRIBUTION,R-163fd09d,AUD,4.16,5.84,['Source_act']
M-ca8c5615,OIL_Rojas-Tann,OIL_GAS,R-4120a0eb,CAD,3.8,8.3,['Source_particularly']
M-4e3ada07,"TRA_Johnson, A",TRANSMISSION_DISTRIBUTION,R-c722bd44,GBP,7.15,5.53,['Source_southern']
M-6119cf74,"OIL_Jenkins, G",OIL_GAS,R-2e4ef024,GBP,1.36,7.96,['Source_at']
M-450d419e,TRA_Andrews-Sa,TRANSMISSION_DISTRIBUTION,R-8b4e342d,GBP,0.8,2.04,['Source_age']
M-b1026ea0,"OIL_Smith, Cas",OIL_GAS,R-0b4118eb,CAD,1.83,6.28,['Source_rich']
M-5036a4c2,"TRA_Jimenez, H",TRANSMISSION_DISTRIBUTION,R-07b13fe9,AUD,9.06,3.9,['Source_today']
M-3d9e6843,"OIL_Mitchell, ",OIL_GAS,R-ad563373,USD,2.01,5.28,['Source_daughter']
M-b69e3444,"OIL_Pham, Boon",OIL_GAS,R-23ff7379,USD,2.28,4.22,['Source_maintain']
M-e9a856e5,TRA_Roberts Gr,TRANSMISSION_DISTRIBUTION,R-3ae39359,EUR,7.64,4.95,['Source_natural']
M-7079f85d,"TRA_Cooper, Ro",TRANSMISSION_DISTRIBUTION,R-b9bf6441,AUD,7.1,7.58,['Source_system']
M-c64822d4,"OIL_Rodriguez,",OIL_GAS,R-84d58d08,GBP,7.37,6.41,['Source_none']
M-24fcb258,OIL_Baker LLC,OIL_GAS,R-9446a9cb,GBP,0.88,9.36,['Source_action']
M-5166efc6,"OIL_Jackson, B",OIL_GAS,R-8c2f2abb,AUD,1.52,4.83,['Source_type']
M-58409798,OIL_Murphy and,OIL_GAS,R-7ac78dfb,CAD,6.13,2.48,['Source_by']
M-cf292629,OIL_Martin and,OIL_GAS,R-2af17ae3,AUD,9.67,9.49,['Source_low']
M-ae20eacc,OIL_Sanders LL,OIL_GAS,R-1a2e0446,AUD,7.64,2.17,['Source_on']
M-fc2e20e3,"OIL_Winters, S",OIL_GAS,R-27300e23,USD,9.72,3.78,['Source_experience']
M-0674cc1d,"TRA_Bass, Howa",TRANSMISSION_DISTRIBUTION,R-202141e4,GBP,4.86,2.49,['Source_do']
M-c8134155,OIL_Hawkins PL,OIL_GAS,R-a25b96ec,EUR,8.89,3.71,['Source_page']
M-939148ae,"TRA_Lee, Wade ",TRANSMISSION_DISTRIBUTION,R-a3f87308,EUR,4.65,7.52,['Source_meeting']
M-9a8c6dfe,OIL_Estrada-Fe,OIL_GAS,R-c93ff991,GBP,0.55,2.43,['Source_economic']
M-b8aa6482,"TRA_Larson, We",TRANSMISSION_DISTRIBUTION,R-b1339728,CAD,7.14,9.22,['Source_six']
M-c6edd306,TRA_Tran Group,TRANSMISSION_DISTRIBUTION,R-1d7b2ffa,CAD,7.21,7.87,['Source_tree']
M-2d58d75e,TRA_Smith Grou,TRANSMISSION_DISTRIBUTION,R-65f80bdb,GBP,7.75,2.2,['Source_story']
M-d60d6e46,TRA_Herman-Wil,TRANSMISSION_DISTRIBUTION,R-b44f3931,GBP,8.29,7.57,['Source_difference']
M-cf78c97f,TRA_Frazier Lt,TRANSMISSION_DISTRIBUTION,R-2ae3a9e2,AUD,1.18,5.39,['Source_in']
M-c13e4c3b,"OIL_Powell, Va",OIL_GAS,R-65d17889,USD,2.61,6.48,['Source_pick']
M-6f6a9b8f,TRA_Newman-Smi,TRANSMISSION_DISTRIBUTION,R-c60326da,GBP,3.73,8.41,['Source_help']
M-743b7013,TRA_Carter-Gra,TRANSMISSION_DISTRIBUTION,R-24a06977,CAD,9.19,6.81,['Source_speak']
M-38153da9,"TRA_Lee, Gonza",TRANSMISSION_DISTRIBUTION,R-77a44626,USD,2.51,4.92,['Source_three']
M-58dee35f,TRA_Reynolds-H,TRANSMISSION_DISTRIBUTION,R-bc6396a3,EUR,4.54,3.56,['Source_morning']
M-75bd7f55,OIL_Sloan-Gain,OIL_GAS,R-8c47b3b4,CAD,0.83,9.63,['Source_ready']
M-6b72de45,TRA_Schmidt an,TRANSMISSION_DISTRIBUTION,R-3581634a,CAD,6.98,8.51,['Source_join']
M-d1c0bcab,"OIL_Lara, John",OIL_GAS,R-ed4ea4f6,GBP,7.02,1.91,['Source_Democrat']
M-425fdd4b,TRA_Watson-Wat,TRANSMISSION_DISTRIBUTION,R-f20820c4,USD,2.03,2.16,['Source_anyone']
M-f774edcf,TRA_Nelson LLC,TRANSMISSION_DISTRIBUTION,R-699a0332,CAD,0.61,6.88,['Source_floor']
M-a2182afd,TRA_Anderson-L,TRANSMISSION_DISTRIBUTION,R-1800349a,USD,3.38,3.33,['Source_animal']
M-4cd81c07,TRA_Webb-Orteg,TRANSMISSION_DISTRIBUTION,R-4daf18e0,CAD,5.27,8.03,['Source_knowledge']
M-a6e17613,"TRA_Barrera, M",TRANSMISSION_DISTRIBUTION,R-c686d058,AUD,9.73,2.01,['Source_community']
M-f877514e,OIL_Case-Gray,OIL_GAS,R-d0092a7e,AUD,7.72,8.83,['Source_store']
M-5917b9d0,TRA_Wilson LLC,TRANSMISSION_DISTRIBUTION,R-185542f8,GBP,9.51,7.37,['Source_popular']
M-1e16583f,"TRA_Graham, Wo",TRANSMISSION_DISTRIBUTION,R-8b4e342d,AUD,7.41,5.09,['Source_large']
M-49b9fac4,TRA_Lopez and ,TRANSMISSION_DISTRIBUTION,R-edb6a5df,USD,1.65,5.41,['Source_capital']
M-38712648,"TRA_Smith, You",TRANSMISSION_DISTRIBUTION,R-bb71cd2f,AUD,7.02,3.27,['Source_raise']
M-f9b7bbef,"OIL_Phillips, ",OIL_GAS,R-498e14c3,USD,5.66,2.61,['Source_food']
M-0745d266,TRA_Lester-Tor,TRANSMISSION_DISTRIBUTION,R-15b23495,CAD,3.58,6.72,['Source_fight']
M-81b87fc2,"TRA_Floyd, Wat",TRANSMISSION_DISTRIBUTION,R-06634980,USD,5.55,4.57,['Source_leave']
M-f730dd0d,TRA_Jackson-Ch,TRANSMISSION_DISTRIBUTION,R-5fd348ee,USD,1.7,2.3,['Source_television']
M-5725fe14,TRA_Ferguson L,TRANSMISSION_DISTRIBUTION,R-152d99f9,GBP,3.78,5.12,['Source_according']
M-48791fda,TRA_Rivas-Mont,TRANSMISSION_DISTRIBUTION,R-65dde31d,AUD,5.91,1.37,['Source_field']
M-41b90479,TRA_Chandler-R,TRANSMISSION_DISTRIBUTION,R-2b0c43b2,EUR,6.29,7.51,['Source_compare']
M-47c296bc,"OIL_Poole, Lam",OIL_GAS,R-5bb9da4c,CAD,5.37,7.53,['Source_sit']
M-a48fc877,OIL_Foster Ltd,OIL_GAS,R-498e14c3,GBP,4.51,1.2,['Source_crime']
M-7e2e74fb,OIL_Arias Inc,OIL_GAS,R-b19e2a19,USD,8.45,4.9,['Source_woman']
M-fe830df2,"OIL_Maxwell, Y",OIL_GAS,R-05c9c710,AUD,2.98,3.73,['Source_character']
M-9d3724e1,"TRA_Booker, Si",TRANSMISSION_DISTRIBUTION,R-72159f68,EUR,7.1,1.44,['Source_experience']
M-937b9ba7,"TRA_Day, Denni",TRANSMISSION_DISTRIBUTION,R-87c94536,CAD,3.11,7.2,['Source_only']
M-9ddd6ca0,TRA_Joseph-Mor,TRANSMISSION_DISTRIBUTION,R-fbdbea25,USD,6.24,9.19,['Source_garden']
M-40b5fe0e,TRA_White Ltd,TRANSMISSION_DISTRIBUTION,R-74f5cb04,USD,4.37,1.17,['Source_focus']
M-783d28f2,OIL_Maldonado ,OIL_GAS,R-cd567399,GBP,3.04,6.39,['Source_challenge']
M-9e6fa276,OIL_Villarreal,OIL_GAS,R-262d04a0,USD,2.6,1.16,['Source_morning']
M-7568f7e2,TRA_Burns-Mend,TRANSMISSION_DISTRIBUTION,R-aff39deb,AUD,3.23,7.41,['Source_list']
M-7803a72e,TRA_Brown Inc,TRANSMISSION_DISTRIBUTION,R-2aa5d7ec,CAD,6.53,3.96,['Source_newspaper']
M-b37a424d,"TRA_Williams, ",TRANSMISSION_DISTRIBUTION,R-67d22b6c,AUD,0.62,4.07,['Source_line']
M-eeba8b64,OIL_Parker-Rui,OIL_GAS,R-35ac80d1,EUR,4.89,7.68,['Source_southern']
M-8b1ab94b,TRA_Fowler-Kel,TRANSMISSION_DISTRIBUTION,R-4120a0eb,EUR,6.89,3.3,['Source_chance']
M-c0d57779,OIL_Gonzales-R,OIL_GAS,R-f6e72e90,AUD,9.69,6.68,['Source_six']
M-99a22014,"OIL_Phillips, ",OIL_GAS,R-62318d0e,USD,2.47,9.86,['Source_by']
M-d42e7768,TRA_Carpenter-,TRANSMISSION_DISTRIBUTION,R-104d0faa,GBP,4.79,5.21,['Source_own']
M-ef48edee,OIL_Gonzalez-R,OIL_GAS,R-8e2f74c7,EUR,6.43,6.08,['Source_wear']
M-c3aba945,"OIL_Harris, Co",OIL_GAS,R-68be4586,USD,7.64,3.55,['Source_nor']
M-e38ce91c,TRA_Walker Inc,TRANSMISSION_DISTRIBUTION,R-07d3fe22,EUR,4.07,5.84,['Source_next']
M-4c7da879,OIL_Fisher Inc,OIL_GAS,R-193a5330,USD,1.42,2.96,['Source_rise']
M-8e5c23f9,TRA_Allen Ltd,TRANSMISSION_DISTRIBUTION,R-7216cc17,EUR,8.72,7.9,['Source_near']
M-5d296661,"OIL_Baird, Sim",OIL_GAS,R-0973c283,AUD,4.38,7.76,['Source_matter']
M-db8cedf2,"OIL_Nichols, T",OIL_GAS,R-44224cb1,GBP,3.53,4.27,['Source_author']
M-e4cd958e,OIL_Bauer-Cast,OIL_GAS,R-2126d448,GBP,5.27,5.79,['Source_may']
M-6aebaae9,OIL_Smith PLC,OIL_GAS,R-5115e4af,CAD,7.69,3.58,['Source_learn']
M-0bb4c3ed,TRA_Stewart In,TRANSMISSION_DISTRIBUTION,R-9f4be9bc,EUR,4.3,1.03,['Source_form']
M-28aec2ff,TRA_Martinez L,TRANSMISSION_DISTRIBUTION,R-2e4ef024,CAD,6.73,7.15,['Source_follow']
M-67bb6311,TRA_Murphy-Gue,TRANSMISSION_DISTRIBUTION,R-66d93466,CAD,9.76,4.69,['Source_with']
M-14b4a073,TRA_Daniel-Web,TRANSMISSION_DISTRIBUTION,R-cff35421,EUR,1.82,6.58,['Source_sure']
M-dab19021,"TRA_Williams, ",TRANSMISSION_DISTRIBUTION,R-a3f87308,CAD,9.48,3.93,['Source_heart']
M-84c1c1d5,TRA_Jennings-L,TRANSMISSION_DISTRIBUTION,R-71c7e252,CAD,7.0,9.57,['Source_family']
M-cdf0bce6,OIL_Crawford-M,OIL_GAS,R-9bdd3734,CAD,5.74,8.77,['Source_level']
M-86b59fdc,"OIL_Gray, Mart",OIL_GAS,R-266f1e58,CAD,4.01,8.87,['Source_per']
M-428e4195,TRA_Benitez an,TRANSMISSION_DISTRIBUTION,R-5fd348ee,EUR,3.57,3.64,['Source_determine']
M-48c1f1a6,TRA_Taylor-Jac,TRANSMISSION_DISTRIBUTION,R-bd855bad,AUD,4.88,3.21,['Source_even']
M-6939737c,TRA_Soto-Jorda,TRANSMISSION_DISTRIBUTION,R-d889b833,EUR,8.07,9.76,['Source_western']
M-cc6a824b,OIL_Williams-M,OIL_GAS,R-8c35263b,AUD,8.46,8.85,['Source_pay']
M-5abbc43c,TRA_Norris Inc,TRANSMISSION_DISTRIBUTION,R-a9166e22,CAD,7.36,1.63,['Source_anything']
M-1ccea1eb,"TRA_Larson, Pe",TRANSMISSION_DISTRIBUTION,R-72fb80d1,CAD,8.74,9.96,['Source_adult']
M-3b619089,"TRA_Bullock, W",TRANSMISSION_DISTRIBUTION,R-964f5dc9,CAD,9.6,8.95,['Source_grow']
M-6609b59d,TRA_Davis Inc,TRANSMISSION_DISTRIBUTION,R-68ed2c09,AUD,6.65,5.81,['Source_now']
M-65477774,"TRA_Ortiz, Boy",TRANSMISSION_DISTRIBUTION,R-4e8b8037,USD,3.28,4.59,['Source_conference']
M-4c907e01,"OIL_Phillips, ",OIL_GAS,R-7415d05f,USD,3.95,7.45,['Source_standard']
M-06f51fa8,"OIL_Evans, Pot",OIL_GAS,R-5c1455dd,CAD,4.57,2.12,['Source_religious']
M-8cc88127,"OIL_Ramsey, Ag",OIL_GAS,R-436b0a2d,AUD,7.66,2.01,['Source_option']
M-fc83be46,TRA_Colon-Wu,TRANSMISSION_DISTRIBUTION,R-f7223355,GBP,1.85,3.19,['Source_get']
M-02732856,"TRA_Mckinney, ",TRANSMISSION_DISTRIBUTION,R-9446a9cb,USD,3.64,7.24,['Source_young']
M-dc787fa1,"OIL_Harmon, Ki",OIL_GAS,R-649fbf3c,CAD,7.65,7.81,['Source_character']
M-a93cb73c,TRA_Alexander ,TRANSMISSION_DISTRIBUTION,R-176e749e,CAD,3.64,5.05,['Source_maintain']
M-69f77f4e,"TRA_Ryan, Guer",TRANSMISSION_DISTRIBUTION,R-8b4e342d,AUD,0.84,2.26,['Source_program']
M-24bfd4f7,TRA_Wilkins LL,TRANSMISSION_DISTRIBUTION,R-25059428,EUR,8.86,6.07,['Source_newspaper']
M-996fcbfd,"TRA_Lopez, Fra",TRANSMISSION_DISTRIBUTION,R-9aacb633,EUR,5.89,3.74,['Source_way']
M-12951d3b,TRA_Murray LLC,TRANSMISSION_DISTRIBUTION,R-9aacb633,GBP,1.97,8.25,['Source_social']
M-c51ed1b3,"TRA_Rice, Moon",TRANSMISSION_DISTRIBUTION,R-dfe7f875,GBP,8.66,3.32,['Source_get']
M-f727359a,TRA_Tyler and ,TRANSMISSION_DISTRIBUTION,R-4f32dc0d,EUR,6.04,2.34,['Source_large']
M-ca0faf6b,TRA_Hodges-Moo,TRANSMISSION_DISTRIBUTION,R-2cbbcf37,AUD,7.58,9.97,['Source_include']
M-13c3d848,"TRA_Garcia, Wh",TRANSMISSION_DISTRIBUTION,R-120cf506,EUR,9.74,6.79,['Source_all']
M-0f9fcf08,OIL_Rice LLC,OIL_GAS,R-efd3c0b8,GBP,5.47,4.4,['Source_soldier']
M-24a9c4e6,TRA_Sweeney-Wi,TRANSMISSION_DISTRIBUTION,R-5bd35f17,EUR,8.77,5.34,['Source_beat']
M-6c80a59c,"OIL_Sanchez, A",OIL_GAS,R-1d2340f3,USD,6.85,1.58,['Source_nothing']
M-13e16234,TRA_Hill LLC,TRANSMISSION_DISTRIBUTION,R-5115e4af,EUR,1.93,6.48,['Source_part']
M-1da094df,OIL_Clay Inc,OIL_GAS,R-8dfa8b30,EUR,3.89,5.13,['Source_sing']
M-70e62247,"OIL_Douglas, D",OIL_GAS,R-16a1192e,USD,8.48,8.61,['Source_page']
M-5844aa85,"OIL_Singleton,",OIL_GAS,R-8d503487,EUR,7.54,4.27,['Source_part']
M-d1ded350,TRA_Wood and S,TRANSMISSION_DISTRIBUTION,R-f6e72e90,USD,9.54,5.57,['Source_opportunity']
M-9df95d1a,TRA_Middleton-,TRANSMISSION_DISTRIBUTION,R-caa10b3e,AUD,8.54,5.84,['Source_do']
M-1910fb99,OIL_Davis-Cald,OIL_GAS,R-185542f8,USD,4.74,5.71,['Source_form']
M-d2c05b39,"TRA_Wagner, Po",TRANSMISSION_DISTRIBUTION,R-8e9b9bf0,EUR,7.05,6.86,['Source_majority']
M-a8ed2094,"TRA_Smith, Huf",TRANSMISSION_DISTRIBUTION,R-8e9b9bf0,CAD,2.19,9.81,['Source_card']
M-a542d377,"TRA_Foster, Re",TRANSMISSION_DISTRIBUTION,R-f4cdd33d,USD,7.56,7.6,['Source_parent']
M-4b758970,TRA_Cobb Inc,TRANSMISSION_DISTRIBUTION,R-89f8ed0d,EUR,5.46,1.55,['Source_action']
M-5ac1302e,TRA_Mullen PLC,TRANSMISSION_DISTRIBUTION,R-4f32dc0d,AUD,5.03,1.88,['Source_car']
M-8cc11ad9,"OIL_Rollins, P",OIL_GAS,R-cd499d9d,GBP,8.01,1.66,['Source_forward']
M-5df88f0e,TRA_Martinez-C,TRANSMISSION_DISTRIBUTION,R-1537d968,USD,5.02,1.9,['Source_and']
M-74d8943a,"TRA_Brown, Sch",TRANSMISSION_DISTRIBUTION,R-0fa3510c,CAD,3.35,1.09,['Source_subject']
M-fe9d7ccc,OIL_Foley Ltd,OIL_GAS,R-1820c4e3,USD,7.34,4.98,['Source_can']
M-01fced74,TRA_Campbell I,TRANSMISSION_DISTRIBUTION,R-9a82c577,AUD,7.68,9.93,['Source_until']
M-8702dd2c,OIL_Evans Ltd,OIL_GAS,R-d348fbed,AUD,3.07,6.68,['Source_main']
M-20ee5ec5,TRA_Morales LL,TRANSMISSION_DISTRIBUTION,R-2c775d9d,AUD,3.2,6.81,['Source_worker']
M-3c653081,"OIL_Pope, Schm",OIL_GAS,R-5bf78383,EUR,3.74,7.1,['Source_sometimes']
M-d2c803c2,TRA_Taylor-Gon,TRANSMISSION_DISTRIBUTION,R-cf5f86b9,CAD,1.56,7.81,['Source_director']
M-feb0cd73,"TRA_Bailey, Le",TRANSMISSION_DISTRIBUTION,R-50de8659,GBP,8.99,5.59,['Source_else']
M-4fb39a4b,TRA_Gomez PLC,TRANSMISSION_DISTRIBUTION,R-4da39053,USD,7.72,7.06,['Source_as']
M-71033f49,"OIL_Smith, Coo",OIL_GAS,R-c26f98df,CAD,3.75,7.18,['Source_TV']
M-92931027,TRA_Davis-Chen,TRANSMISSION_DISTRIBUTION,R-7415d05f,USD,7.75,2.92,['Source_film']
M-715f6c62,TRA_Wade-Mille,TRANSMISSION_DISTRIBUTION,R-2f557610,AUD,4.98,7.16,['Source_good']
M-d2ab0431,OIL_Hoover-All,OIL_GAS,R-7301dace,AUD,6.88,3.91,['Source_method']
M-4b1a66be,"OIL_Lopez, Ree",OIL_GAS,R-ca156c4e,EUR,8.6,6.49,['Source_blood']
M-693ef2e2,TRA_Roberts-Lo,TRANSMISSION_DISTRIBUTION,R-8921e0cd,AUD,9.82,6.88,['Source_respond']
M-b668185d,"TRA_Williams, ",TRANSMISSION_DISTRIBUTION,R-e72ff563,GBP,2.67,3.37,['Source_education']
M-f4fe25b9,OIL_Tucker-Bry,OIL_GAS,R-a25f4ec8,GBP,4.02,3.76,['Source_top']
M-611bd3ca,TRA_Stephens G,TRANSMISSION_DISTRIBUTION,R-41b1108f,GBP,4.77,4.83,['Source_space']
M-68116591,"OIL_Gray, Smit",OIL_GAS,R-ae40a2e1,USD,7.74,4.64,['Source_find']
M-ee6c7ec2,TRA_Boyd Group,TRANSMISSION_DISTRIBUTION,R-37c6f34a,EUR,9.76,7.9,['Source_surface']
M-744a91ab,OIL_Scott-Mont,OIL_GAS,R-d7d723d4,EUR,2.48,7.45,['Source_result']
M-63287fa9,OIL_Jones-Barr,OIL_GAS,R-6495e990,USD,3.56,8.12,['Source_price']
M-a7e07d47,"TRA_Murray, Ru",TRANSMISSION_DISTRIBUTION,R-0d35953a,EUR,8.08,6.56,['Source_democratic']
M-b6d93ac4,OIL_Nichols-Me,OIL_GAS,R-3f413466,USD,1.21,2.44,['Source_wide']
M-d8e63881,TRA_Ortiz-Bake,TRANSMISSION_DISTRIBUTION,R-cfac9304,AUD,4.96,9.74,['Source_hour']
M-00927832,OIL_Johnson Lt,OIL_GAS,R-bbebff2b,CAD,7.03,9.18,['Source_opportunity']
M-3639944d,"TRA_Smith, Hen",TRANSMISSION_DISTRIBUTION,R-291f9f30,AUD,6.07,1.53,['Source_everything']
M-f5e22e7c,OIL_Tucker and,OIL_GAS,R-1fecbd7b,GBP,5.61,4.94,['Source_knowledge']
M-7ff1c14d,TRA_Peck PLC,TRANSMISSION_DISTRIBUTION,R-c94095cf,EUR,8.87,1.67,['Source_turn']
M-a4ddf527,OIL_Baker LLC,OIL_GAS,R-f05d690e,CAD,8.33,8.87,['Source_require']
M-7f279a40,TRA_Chavez-Ric,TRANSMISSION_DISTRIBUTION,R-0fa3510c,EUR,5.84,4.94,['Source_particular']
M-1cfdaa15,TRA_Vargas and,TRANSMISSION_DISTRIBUTION,R-c23c25b5,GBP,5.79,8.36,['Source_with']
M-2300fa9b,TRA_Johnston P,TRANSMISSION_DISTRIBUTION,R-fd4252b4,USD,8.77,7.29,['Source_subject']
M-f8831a7d,TRA_Barnes Gro,TRANSMISSION_DISTRIBUTION,R-524329bd,GBP,9.1,5.01,['Source_ever']
M-2a0bb514,"TRA_Avila, Low",TRANSMISSION_DISTRIBUTION,R-9ccac495,GBP,4.95,5.15,['Source_produce']
M-49f05144,"TRA_Gillespie,",TRANSMISSION_DISTRIBUTION,R-27300e23,GBP,2.93,7.73,['Source_not']
M-9a90f5fb,TRA_Mays-Hicks,TRANSMISSION_DISTRIBUTION,R-9bdd3734,CAD,4.56,8.25,['Source_southern']
M-44580680,TRA_Pitts-Webs,TRANSMISSION_DISTRIBUTION,R-c50fb8c3,AUD,1.07,9.91,['Source_have']
M-20fc3a54,TRA_Foley and ,TRANSMISSION_DISTRIBUTION,R-e47ae86d,CAD,9.96,9.64,['Source_theory']
M-d70f3d9e,OIL_Medina-Oro,OIL_GAS,R-7598c667,AUD,5.17,6.17,['Source_century']
M-64273050,TRA_Martinez-A,TRANSMISSION_DISTRIBUTION,R-4daf18e0,USD,5.87,9.77,['Source_debate']
M-e23f2057,TRA_May Group,TRANSMISSION_DISTRIBUTION,R-7afcba5c,EUR,8.09,8.62,['Source_sure']
M-2fe4bb34,"TRA_Moyer, Gal",TRANSMISSION_DISTRIBUTION,R-111aef66,CAD,6.3,9.94,['Source_sometimes']
M-22b5f86b,TRA_Combs-Hoov,TRANSMISSION_DISTRIBUTION,R-4a280e27,CAD,8.27,5.19,['Source_stand']
M-ffb98543,"OIL_Cannon, Jo",OIL_GAS,R-51bed50d,EUR,6.68,1.66,['Source_detail']
M-191a015e,"TRA_Gordon, Mi",TRANSMISSION_DISTRIBUTION,R-400c6125,CAD,5.51,7.23,['Source_minute']
M-920ad210,OIL_Kelley Gro,OIL_GAS,R-eff29172,USD,4.31,3.64,['Source_reach']
M-6ad9f5b3,"OIL_Howard, Hu",OIL_GAS,R-ae84f317,USD,0.58,3.9,['Source_difficult']
M-d90e2b9d,TRA_Campbell-W,TRANSMISSION_DISTRIBUTION,R-7fb7c420,EUR,6.05,7.91,['Source_address']
M-0ab699d6,TRA_Davis-Love,TRANSMISSION_DISTRIBUTION,R-2f5c2e6f,EUR,7.81,6.17,['Source_point']
M-9151d2a9,OIL_Dean Inc,OIL_GAS,R-631fccf1,AUD,1.95,7.96,['Source_year']
M-7a617651,TRA_Lee-Peters,TRANSMISSION_DISTRIBUTION,R-0dca526f,USD,0.75,6.42,['Source_TV']
M-97052311,TRA_Costa-Lope,TRANSMISSION_DISTRIBUTION,R-9bd580b7,EUR,5.63,9.59,['Source_care']
M-39b68c3b,OIL_Anderson-B,OIL_GAS,R-c23c25b5,EUR,6.75,2.82,['Source_compare']
M-742874ab,TRA_Bradshaw I,TRANSMISSION_DISTRIBUTION,R-3d357913,GBP,2.71,9.28,['Source_real']
M-75485533,TRA_Huffman an,TRANSMISSION_DISTRIBUTION,R-a5a66ca3,EUR,8.84,9.5,['Source_wall']
M-0a0082f5,OIL_Carr Ltd,OIL_GAS,R-26367c65,CAD,0.74,8.81,['Source_read']
M-e5f09cca,OIL_Cole-Ander,OIL_GAS,R-9ec4c469,CAD,0.97,4.95,['Source_executive']
M-980d5e2e,TRA_Jones-Brow,TRANSMISSION_DISTRIBUTION,R-1a2e0446,CAD,6.11,2.12,['Source_road']
M-c294ddb2,TRA_Norris-Com,TRANSMISSION_DISTRIBUTION,R-caa42219,AUD,7.38,2.1,['Source_expert']
M-e64ee1f0,TRA_Cunningham,TRANSMISSION_DISTRIBUTION,R-362d8d7b,CAD,7.54,4.23,['Source_experience']
M-e07ab1b3,TRA_Cuevas-All,TRANSMISSION_DISTRIBUTION,R-b61ac128,EUR,9.86,8.2,['Source_ok']
M-dda55963,"TRA_Jones, How",TRANSMISSION_DISTRIBUTION,R-0a46c829,AUD,1.56,5.11,['Source_for']
M-a38a4e39,TRA_Blevins an,TRANSMISSION_DISTRIBUTION,R-eb24951e,CAD,4.3,8.72,['Source_charge']
