workforce_id,region_id,year,total_employees,industry_skilled_labor_pct,avg_salary_usd,skill_availability_index,training_programs_count,data_source_references
WF-26156510,R-485e7d53,2020,1105648,0.2559,109056.91,2.03,32,['WF_most']
WF-531fc324,R-485e7d53,2021,1870581,0.327,78495.7,5.58,87,['WF_face']
WF-70d24b1f,R-485e7d53,2022,1838616,0.15380000000000002,110287.96,9.51,37,['WF_serve']
WF-d968b827,R-485e7d53,2023,542346,0.17679999999999998,95211.5,6.07,61,['WF_reduce']
WF-780a7f98,R-485e7d53,2024,305413,0.3836,39235.81,1.57,60,['WF_million']
WF-2b9095d1,R-13dc6739,2018,1220420,0.10869999999999999,56011.29,3.26,70,['WF_course']
WF-804d8284,R-13dc6739,2019,869024,0.051699999999999996,110142.93,5.83,48,['WF_most']
WF-d76bae77,R-13dc6739,2020,1404308,0.1974,102873.59,5.68,6,['WF_person']
WF-918238f8,R-13dc6739,2021,413999,0.1616,111096.1,9.07,31,['WF_individual']
WF-70d74bbe,R-13dc6739,2022,1918648,0.2384,97002.6,5.81,66,['WF_dog']
WF-556a5522,R-13dc6739,2023,1029468,0.233,122460.4,4.0,89,['WF_ability']
WF-a58186c5,R-13dc6739,2024,1917083,0.0802,132006.56,2.31,14,['WF_off']
WF-2d867e81,R-d1139084,2018,821376,0.09050000000000001,69388.2,9.2,97,['WF_capital']
WF-31ea426e,R-d1139084,2019,896926,0.2018,37420.44,5.41,58,['WF_career']
WF-e16e70e3,R-d1139084,2020,1832810,0.3747,63742.85,6.45,93,['WF_skill']
WF-c3a1e8cd,R-d1139084,2021,1294810,0.16329999999999997,89311.82,8.4,97,['WF_result']
WF-2ec82e42,R-d1139084,2022,575967,0.1112,83153.28,8.51,86,['WF_research']
WF-6d2c0fa2,R-d1139084,2023,359785,0.2157,45401.63,1.7,31,['WF_beat']
WF-a56baa4e,R-d1139084,2024,599456,0.342,64276.79,9.93,81,['WF_perform']
WF-7f02f9a6,R-9dbc200a,2018,1379911,0.1574,128027.78,9.34,22,['WF_lead']
WF-27c42320,R-9dbc200a,2019,228211,0.26739999999999997,118106.19,0.15,86,['WF_little']
WF-6a9d30dd,R-9dbc200a,2020,1484997,0.1285,24788.82,0.8,55,['WF_property']
WF-4bd957b5,R-9dbc200a,2021,1370902,0.2016,27908.14,7.15,24,['WF_yet']
WF-a0859e4d,R-9dbc200a,2022,416588,0.06269999999999999,106482.14,2.46,100,['WF_eight']
WF-d90c6de3,R-9dbc200a,2023,619361,0.3799,28516.5,8.56,62,['WF_professor']
WF-0aebb891,R-9dbc200a,2024,1526195,0.07519999999999999,40002.9,5.45,60,['WF_policy']
WF-0feb691b,R-ff965c9d,2018,1319910,0.3533,45536.59,9.92,14,['WF_meeting']
WF-fb6aca89,R-ff965c9d,2019,291879,0.33590000000000003,124722.13,7.77,98,['WF_can']
WF-1afd17ad,R-ff965c9d,2020,287025,0.3953,46259.51,3.16,46,['WF_such']
WF-7317c0ed,R-ff965c9d,2021,1892138,0.2544,34048.24,2.13,52,['WF_check']
WF-37c34c6c,R-ff965c9d,2022,50263,0.1038,73981.95,4.41,90,['WF_surface']
WF-be4a1eb0,R-ff965c9d,2023,246976,0.35119999999999996,103909.79,6.42,10,['WF_year']
WF-bffcc4b1,R-ff965c9d,2024,1779433,0.09970000000000001,96165.93,8.31,84,['WF_production']
WF-eb9acdda,R-88cc524e,2018,1694791,0.2259,72287.47,6.6,43,['WF_husband']
WF-e59d5074,R-88cc524e,2019,1428849,0.22640000000000002,44422.56,7.82,11,['WF_development']
WF-7e37a859,R-88cc524e,2020,1047295,0.2133,34056.57,8.05,7,['WF_media']
WF-d575ea55,R-88cc524e,2021,760691,0.2354,92836.95,9.6,44,['WF_want']
WF-4eee5fe1,R-88cc524e,2022,575825,0.059800000000000006,146293.81,1.06,43,['WF_Republican']
WF-56b77dc5,R-88cc524e,2023,1707730,0.12390000000000001,29975.9,6.56,5,['WF_leg']
WF-1e4dfe2a,R-88cc524e,2024,789737,0.2987,100163.75,9.29,23,['WF_create']
WF-e0f2863f,R-ed4ea4f6,2018,777899,0.2382,56342.68,4.78,23,['WF_media']
WF-ca46be06,R-ed4ea4f6,2019,181541,0.3075,25024.43,0.99,61,['WF_defense']
WF-863f7b48,R-ed4ea4f6,2020,1317359,0.17670000000000002,102107.39,7.16,43,['WF_activity']
WF-35ba45c4,R-ed4ea4f6,2021,1165029,0.0944,91250.61,7.64,55,['WF_task']
WF-5be7cec5,R-ed4ea4f6,2022,1049843,0.2426,120878.39,5.8,89,['WF_race']
WF-84dbd56f,R-ed4ea4f6,2023,1838039,0.0506,129692.96,2.86,13,['WF_board']
WF-1f6f8ae9,R-ed4ea4f6,2024,607122,0.1812,39113.53,0.35,9,['WF_final']
WF-7c642346,R-6eec3a2f,2018,438568,0.2898,44684.18,9.45,9,['WF_allow']
WF-5dd05adc,R-6eec3a2f,2019,1578973,0.253,42888.8,8.95,67,['WF_near']
WF-8ce82af3,R-6eec3a2f,2020,1168691,0.1461,78183.8,1.91,5,['WF_himself']
WF-c75967b4,R-6eec3a2f,2021,1627086,0.2336,118808.05,2.58,0,['WF_air']
WF-d657af81,R-6eec3a2f,2022,190246,0.2872,105897.83,4.5,55,['WF_raise']
WF-9979578e,R-6eec3a2f,2023,1466975,0.2546,65057.03,5.17,69,['WF_model']
WF-c8a3e9e7,R-6eec3a2f,2024,1556168,0.2896,89627.5,5.66,28,['WF_amount']
WF-b0b71a59,R-4d678a46,2018,290360,0.2514,133679.06,0.44,99,['WF_must']
WF-90ec50f9,R-4d678a46,2019,677033,0.36840000000000006,39040.1,8.55,1,['WF_gun']
WF-2a5c4985,R-4d678a46,2020,1769597,0.37170000000000003,92031.7,5.09,66,['WF_strong']
WF-f26891f6,R-4d678a46,2021,281630,0.23399999999999999,58263.46,6.81,6,['WF_beautiful']
WF-926bd70e,R-4d678a46,2022,497270,0.0975,23406.68,0.66,45,['WF_lose']
WF-5f5feeb2,R-4d678a46,2023,464818,0.0959,82641.84,0.13,6,['WF_international']
WF-b37a5bb4,R-4d678a46,2024,1486050,0.0973,74579.93,5.85,78,['WF_life']
WF-56030c54,R-4bffb595,2018,669205,0.183,141662.93,1.57,0,['WF_grow']
WF-40da9c4d,R-4bffb595,2019,614486,0.3016,137039.77,1.11,36,['WF_scene']
WF-f588ade3,R-4bffb595,2020,459905,0.2898,142339.05,2.09,99,['WF_base']
WF-e5bda731,R-4bffb595,2021,1584363,0.0943,124202.36,4.29,67,['WF_realize']
WF-dd3c38d0,R-4bffb595,2022,463580,0.2107,140703.16,5.24,59,['WF_region']
WF-549950f6,R-4bffb595,2023,1502298,0.14859999999999998,75846.56,4.92,98,['WF_well']
WF-faaf28b6,R-4bffb595,2024,862441,0.2519,96972.89,7.75,90,['WF_instead']
WF-f0fad3e8,R-8c6fcfef,2018,1998452,0.3287,142955.55,2.34,1,['WF_bank']
WF-5fb3fded,R-8c6fcfef,2019,1999917,0.1929,106719.64,7.28,65,['WF_allow']
WF-e05b4795,R-8c6fcfef,2020,1397527,0.1398,95166.63,5.55,34,['WF_year']
WF-0c761a3d,R-8c6fcfef,2021,1382565,0.2621,78141.29,3.05,40,['WF_care']
WF-1d734eeb,R-8c6fcfef,2022,1735428,0.16920000000000002,140831.39,7.9,11,['WF_memory']
WF-b54fc660,R-8c6fcfef,2023,1798967,0.2346,130289.53,0.42,80,['WF_pull']
WF-b61b5f43,R-8c6fcfef,2024,338673,0.3095,146400.56,7.7,43,['WF_various']
WF-b017e0b9,R-fb922048,2018,145182,0.24420000000000003,99291.96,0.88,78,['WF_let']
WF-05d600e8,R-fb922048,2019,1457261,0.244,42238.31,9.33,55,['WF_particular']
WF-07ca32f2,R-fb922048,2020,153630,0.2713,113350.32,6.31,56,['WF_want']
WF-f297cd23,R-fb922048,2021,1851714,0.19440000000000002,100208.85,1.89,59,['WF_opportunity']
WF-a74ef746,R-fb922048,2022,1465306,0.1859,61643.32,6.17,9,['WF_through']
WF-35f87eec,R-fb922048,2023,591242,0.132,118468.77,5.43,77,['WF_movie']
WF-2448e9e4,R-fb922048,2024,612185,0.1825,141717.37,5.16,32,['WF_style']
WF-da993197,R-659ed082,2018,22693,0.0722,118447.22,0.92,20,['WF_grow']
WF-5a7c4444,R-659ed082,2019,708346,0.1186,61383.05,5.08,81,['WF_effort']
WF-abc21f2e,R-659ed082,2020,1086895,0.1435,110180.13,0.13,75,['WF_discussion']
WF-07a1c707,R-659ed082,2021,1335070,0.2842,76697.72,0.55,4,['WF_process']
WF-2eafded5,R-659ed082,2022,1361205,0.3569,97355.06,2.92,51,['WF_performance']
WF-2f792f6f,R-659ed082,2023,950685,0.2916,118325.96,0.04,58,['WF_lead']
WF-3aa73dc6,R-659ed082,2024,53159,0.3421,67178.75,3.87,59,['WF_believe']
WF-b11b5f09,R-9e46da14,2018,779419,0.1654,94934.44,8.44,83,['WF_popular']
WF-af9f8c24,R-9e46da14,2019,1084734,0.2787,26014.59,5.75,5,['WF_deep']
WF-d87086c0,R-9e46da14,2020,1006605,0.18969999999999998,131772.07,7.36,77,['WF_reveal']
WF-b2ce6979,R-9e46da14,2021,275964,0.08650000000000001,134160.7,9.14,80,['WF_success']
WF-c84ae392,R-9e46da14,2022,994681,0.3348,109890.69,9.12,89,['WF_my']
WF-7a88ca27,R-9e46da14,2023,260592,0.1255,37234.81,6.59,4,['WF_bed']
WF-1b6af8d7,R-9e46da14,2024,924511,0.25920000000000004,80124.18,1.92,11,['WF_standard']
WF-f177c2f3,R-84d58d08,2018,456594,0.2053,83582.1,3.61,28,['WF_animal']
WF-7d6162a8,R-84d58d08,2019,1585705,0.3173,60624.63,8.33,53,['WF_medical']
WF-f77e9c03,R-84d58d08,2020,77488,0.2754,79236.99,0.95,3,['WF_often']
WF-dbeeb5fd,R-84d58d08,2021,1302670,0.33340000000000003,125904.89,1.79,54,['WF_side']
WF-00f7f7d5,R-84d58d08,2022,58737,0.18760000000000002,67242.64,4.21,25,['WF_character']
WF-f6f79f51,R-84d58d08,2023,1560815,0.3566,63006.6,0.81,21,['WF_start']
WF-1507cce4,R-84d58d08,2024,609024,0.2473,20565.89,2.38,63,['WF_music']
WF-a5284226,R-dc97a96d,2018,1698458,0.3738,50761.49,8.25,71,['WF_eight']
WF-4bf63155,R-dc97a96d,2019,622954,0.1998,63053.85,2.33,42,['WF_itself']
WF-0f47d37f,R-dc97a96d,2020,336089,0.09960000000000001,26440.74,9.79,74,['WF_look']
WF-4a23d525,R-dc97a96d,2021,1553503,0.23379999999999998,106865.45,3.49,7,['WF_point']
WF-db21ec74,R-dc97a96d,2022,487383,0.3664,77581.43,6.34,90,['WF_key']
WF-e6b4a442,R-dc97a96d,2023,1457529,0.2932,54161.51,3.31,28,['WF_school']
WF-df15d5d4,R-dc97a96d,2024,803219,0.3985,147227.66,2.94,72,['WF_scientist']
WF-d40ac9ea,R-b0a80fda,2018,1910995,0.0611,123501.21,7.05,26,['WF_brother']
WF-d5a074f0,R-b0a80fda,2019,1409239,0.2716,87929.08,9.37,75,['WF_training']
WF-4a6cd4b1,R-b0a80fda,2020,1017418,0.2036,93131.88,2.3,100,['WF_chair']
WF-1b12791b,R-b0a80fda,2021,1237114,0.3057,126391.03,4.17,82,['WF_side']
WF-74c2558b,R-b0a80fda,2022,878077,0.1349,20441.42,5.73,52,['WF_act']
WF-2f59fa87,R-b0a80fda,2023,1498104,0.35259999999999997,42080.12,5.71,83,['WF_success']
WF-3abdf4f1,R-b0a80fda,2024,1696248,0.3284,90341.75,9.15,32,['WF_threat']
WF-91438db8,R-1378912b,2018,474689,0.28309999999999996,56943.36,0.22,82,['WF_red']
WF-8d4fc621,R-1378912b,2019,793582,0.2521,115064.18,8.88,46,['WF_million']
WF-f8642c29,R-1378912b,2020,218429,0.13720000000000002,45493.7,8.19,94,['WF_painting']
WF-bfdb2d8a,R-1378912b,2021,276609,0.3145,93303.21,2.78,69,['WF_high']
WF-6af72137,R-1378912b,2022,1664012,0.2568,147513.04,2.25,10,['WF_outside']
WF-f7c4d512,R-1378912b,2023,1618737,0.2028,42814.21,1.48,65,['WF_million']
WF-19dd610e,R-1378912b,2024,1868000,0.11109999999999999,120180.01,7.16,21,['WF_admit']
WF-08529c6e,R-3084d02c,2018,1239794,0.1743,82924.22,4.76,73,['WF_price']
WF-201171d7,R-3084d02c,2019,235350,0.25780000000000003,29803.12,7.62,97,['WF_very']
WF-5b303ce6,R-3084d02c,2020,501067,0.3318,54791.92,1.22,88,['WF_daughter']
WF-41b2ec4d,R-3084d02c,2021,753840,0.1139,46185.74,2.43,48,['WF_cold']
WF-4b11837c,R-3084d02c,2022,996230,0.3925,29712.3,9.99,51,['WF_book']
WF-c27a00f3,R-3084d02c,2023,851394,0.39890000000000003,124037.24,8.16,81,['WF_expect']
WF-d44799c0,R-3084d02c,2024,38068,0.36340000000000006,54160.82,1.64,74,['WF_budget']
WF-effcf493,R-1537d968,2018,214140,0.1822,64997.73,4.94,64,['WF_oil']
WF-c4049dcc,R-1537d968,2019,945433,0.1923,141309.79,0.65,69,['WF_stay']
WF-1604547d,R-1537d968,2020,1422370,0.2422,135848.41,6.43,44,['WF_become']
WF-352d42fd,R-1537d968,2021,94103,0.1818,65877.86,1.2,79,['WF_Republican']
WF-f72964a8,R-1537d968,2022,895470,0.1241,38151.83,7.27,50,['WF_number']
WF-01db2e0d,R-1537d968,2023,716341,0.1894,36496.21,3.77,79,['WF_find']
WF-e367f919,R-1537d968,2024,828644,0.2691,116378.08,4.07,30,['WF_drop']
WF-a041a941,R-0cb43b16,2018,1661058,0.07919999999999999,85262.23,8.95,21,['WF_station']
WF-e31546f5,R-0cb43b16,2019,1400473,0.1328,27359.29,6.47,96,['WF_son']
WF-f68aa4ea,R-0cb43b16,2020,1958070,0.32630000000000003,130460.2,4.02,22,['WF_PM']
WF-aa81fd20,R-0cb43b16,2021,1759968,0.193,42923.93,2.22,31,['WF_many']
WF-ff7d6ca6,R-0cb43b16,2022,1028419,0.20800000000000002,20655.18,4.22,45,['WF_road']
WF-d9486b46,R-0cb43b16,2023,1892357,0.2692,42696.36,9.73,99,['WF_pretty']
WF-266619c8,R-0cb43b16,2024,1694251,0.1722,44004.2,1.81,12,['WF_approach']
WF-67f09496,R-8564cf76,2018,1207379,0.08560000000000001,75304.07,3.09,45,['WF_between']
WF-dda1a51b,R-8564cf76,2019,407577,0.2334,64637.04,0.53,66,['WF_minute']
WF-c0bf062d,R-8564cf76,2020,592016,0.11320000000000001,85494.53,1.4,61,['WF_senior']
WF-8cceaf70,R-8564cf76,2021,112338,0.1553,116538.38,3.07,77,['WF_federal']
WF-12f2e757,R-8564cf76,2022,1423866,0.3906,122131.87,2.86,98,['WF_technology']
WF-38edc86a,R-8564cf76,2023,720469,0.3638,140225.19,9.21,19,['WF_age']
WF-3cbd0366,R-8564cf76,2024,1663301,0.06849999999999999,63339.9,7.02,12,['WF_election']
WF-f71d0bd0,R-93e68487,2018,1663912,0.2336,83447.15,4.95,88,['WF_price']
WF-257d7481,R-93e68487,2019,1422983,0.2736,33906.69,0.34,77,['WF_tree']
WF-976a5fe0,R-93e68487,2020,1253103,0.061399999999999996,49319.96,3.1,38,['WF_level']
WF-603925eb,R-93e68487,2021,55902,0.3132,68203.72,8.8,47,['WF_year']
WF-937bb6f6,R-93e68487,2022,343870,0.0973,116232.4,0.07,41,['WF_create']
WF-b4df427b,R-93e68487,2023,686092,0.225,62308.37,8.94,60,['WF_sing']
WF-0331d34e,R-93e68487,2024,738122,0.0915,147972.22,5.93,94,['WF_cultural']
WF-882fc1db,R-bf964ce7,2018,1391605,0.1548,30254.46,3.81,89,['WF_employee']
WF-f2893b59,R-bf964ce7,2019,756999,0.1752,28275.66,6.98,35,['WF_fall']
WF-9bf6390c,R-bf964ce7,2020,300268,0.20190000000000002,37031.2,0.02,96,['WF_consumer']
WF-4a6935cc,R-bf964ce7,2021,1274156,0.1775,60338.56,9.32,6,['WF_red']
WF-1a3923a4,R-bf964ce7,2022,558745,0.3432,125751.21,2.67,4,['WF_real']
WF-3035fcf8,R-bf964ce7,2023,1334692,0.0823,46408.0,9.91,1,['WF_benefit']
WF-f09eb6c8,R-bf964ce7,2024,1914692,0.22010000000000002,106089.05,4.55,53,['WF_window']
WF-e7fcbb55,R-9446a9cb,2018,1287622,0.059699999999999996,52509.96,6.96,66,['WF_surface']
WF-92263619,R-9446a9cb,2019,924285,0.1085,129565.74,2.15,37,['WF_from']
WF-5abf7f0a,R-9446a9cb,2020,1899642,0.25730000000000003,145034.08,9.48,94,['WF_fish']
WF-75aeb40c,R-9446a9cb,2021,910287,0.10679999999999999,65019.7,6.18,67,['WF_director']
WF-14a49e16,R-9446a9cb,2022,422136,0.3373,87225.68,6.24,66,['WF_occur']
WF-637f15a7,R-9446a9cb,2023,1099592,0.1137,56193.88,7.55,57,['WF_along']
WF-cecf8428,R-9446a9cb,2024,1644685,0.36729999999999996,62487.81,0.32,31,['WF_affect']
WF-fa8d6101,R-1d2340f3,2018,1862346,0.1057,47728.35,7.55,80,['WF_television']
WF-e2117f67,R-1d2340f3,2019,439685,0.2688,57392.12,3.41,64,['WF_loss']
WF-6977316e,R-1d2340f3,2020,1036511,0.1048,87009.92,2.14,50,['WF_carry']
WF-0ad2abab,R-1d2340f3,2021,1267261,0.2102,62776.11,1.59,65,['WF_strong']
WF-11dcdcd6,R-1d2340f3,2022,67409,0.27140000000000003,78885.27,4.01,95,['WF_visit']
WF-a87d34c1,R-1d2340f3,2023,499441,0.096,34637.18,0.62,33,['WF_relate']
WF-d878f722,R-1d2340f3,2024,1467312,0.293,100306.36,5.59,94,['WF_teach']
WF-cb119728,R-9404f10e,2018,324645,0.3037,90628.8,7.11,54,['WF_term']
WF-e80eb5af,R-9404f10e,2019,1834141,0.1653,30014.22,4.11,18,['WF_outside']
WF-069ff11f,R-9404f10e,2020,1018939,0.382,95023.61,6.55,64,['WF_challenge']
WF-1b3a53b2,R-9404f10e,2021,177012,0.1495,92329.04,0.44,24,['WF_determine']
WF-53c19a64,R-9404f10e,2022,396378,0.1869,139731.61,9.11,56,['WF_know']
WF-d722555c,R-9404f10e,2023,520612,0.3686,85458.58,0.57,26,['WF_hard']
WF-f487c1f2,R-9404f10e,2024,1462520,0.3433,98546.12,3.46,42,['WF_safe']
WF-2bbed9df,R-55101771,2018,1526304,0.2304,28867.47,1.28,50,['WF_we']
WF-6b3433fd,R-55101771,2019,1174811,0.3862,96178.75,4.99,36,['WF_light']
WF-e51867b9,R-55101771,2020,666047,0.34380000000000005,32134.96,0.6,21,['WF_spring']
WF-9582c90d,R-55101771,2021,505662,0.3385,63064.25,5.82,42,['WF_play']
WF-e5101ca7,R-55101771,2022,959025,0.222,40043.96,1.77,81,['WF_never']
WF-f7798334,R-55101771,2023,1745602,0.33380000000000004,53843.83,1.41,41,['WF_per']
WF-bd30292f,R-55101771,2024,448418,0.30079999999999996,87605.67,6.57,90,['WF_body']
WF-23cc1380,R-291f9f30,2018,1359119,0.1502,127787.65,3.35,15,['WF_federal']
WF-46034811,R-291f9f30,2019,118428,0.058499999999999996,79520.95,0.86,16,['WF_lead']
WF-67308223,R-291f9f30,2020,147708,0.0913,79200.69,8.81,49,['WF_opportunity']
WF-beb9ac5e,R-291f9f30,2021,939527,0.284,120769.79,9.32,95,['WF_green']
WF-fb6ca12e,R-291f9f30,2022,112946,0.1555,85688.47,6.48,58,['WF_lead']
WF-80eae0ba,R-291f9f30,2023,542589,0.1278,78259.24,1.58,3,['WF_she']
WF-6ed33807,R-291f9f30,2024,153429,0.35729999999999995,53227.09,8.01,2,['WF_establish']
WF-c918e89b,R-fc204536,2018,640760,0.068,59419.63,7.11,99,['WF_plant']
WF-ace689fb,R-fc204536,2019,555733,0.2959,130165.43,4.08,90,['WF_crime']
WF-73d1670b,R-fc204536,2020,1355534,0.0674,54004.81,4.54,8,['WF_class']
WF-22144917,R-fc204536,2021,1789332,0.0843,23950.7,4.07,78,['WF_late']
WF-5169f8b5,R-fc204536,2022,258437,0.1265,20176.97,7.21,55,['WF_think']
WF-7235ca97,R-fc204536,2023,1696024,0.2622,97979.1,1.56,89,['WF_ask']
WF-6bb34b2e,R-fc204536,2024,1794039,0.32439999999999997,56274.98,6.3,1,['WF_enter']
WF-ce64c560,R-6096ae91,2018,241492,0.2182,66786.29,6.41,16,['WF_contain']
WF-02dc9e2c,R-6096ae91,2019,866160,0.2565,67448.19,4.49,66,['WF_boy']
WF-815ebfa3,R-6096ae91,2020,1307998,0.0779,25754.42,0.84,74,['WF_meet']
WF-c19df8aa,R-6096ae91,2021,554714,0.1222,117304.19,2.42,90,['WF_claim']
WF-07753ac8,R-6096ae91,2022,1189198,0.1797,139035.39,2.42,61,['WF_high']
WF-dc20bb78,R-6096ae91,2023,1817328,0.1769,117972.61,1.18,79,['WF_shoulder']
WF-01a80451,R-6096ae91,2024,440974,0.0877,81351.21,9.24,1,['WF_factor']
WF-9503be21,R-fea45d1f,2018,1713179,0.0557,89100.39,7.27,34,['WF_since']
WF-95320725,R-fea45d1f,2019,47484,0.0771,86877.53,4.11,79,['WF_table']
WF-bd282ef9,R-fea45d1f,2020,878016,0.38909999999999995,37948.44,2.51,45,['WF_although']
WF-df93985f,R-fea45d1f,2021,1723187,0.14800000000000002,73694.07,8.88,24,['WF_between']
WF-f4eb394a,R-fea45d1f,2022,662112,0.195,69520.35,2.3,31,['WF_environmental']
WF-cf2da2ed,R-fea45d1f,2023,150704,0.1008,135415.25,1.07,22,['WF_operation']
WF-1172e299,R-fea45d1f,2024,251814,0.25079999999999997,27022.55,3.41,15,['WF_them']
WF-b0a7de01,R-eb51f75d,2018,1982140,0.0932,72297.14,1.16,27,['WF_themselves']
WF-b6088c83,R-eb51f75d,2019,1745107,0.2378,26096.05,1.74,71,['WF_lead']
WF-364984d9,R-eb51f75d,2020,1205771,0.3283,33389.08,4.51,47,['WF_bit']
WF-4aa4b325,R-eb51f75d,2021,615402,0.314,108637.49,8.46,2,['WF_choose']
WF-786e56f1,R-eb51f75d,2022,1159835,0.39630000000000004,56671.61,1.77,68,['WF_less']
WF-33563c2f,R-eb51f75d,2023,177840,0.1334,136028.74,0.93,34,['WF_between']
WF-85699251,R-eb51f75d,2024,250269,0.127,143523.59,2.66,93,['WF_whose']
WF-48e86073,R-c6bd781a,2018,1016145,0.28850000000000003,39495.46,9.37,17,['WF_easy']
WF-6474daa9,R-c6bd781a,2019,617657,0.11380000000000001,144849.72,0.27,96,['WF_since']
WF-b1650658,R-c6bd781a,2020,1053864,0.39390000000000003,103080.89,3.81,59,['WF_series']
WF-dd9d4616,R-c6bd781a,2021,1620612,0.1465,75558.52,7.58,50,['WF_still']
WF-aefe0a0d,R-c6bd781a,2022,266062,0.15710000000000002,26967.24,3.69,66,['WF_physical']
WF-baed68fd,R-c6bd781a,2023,1333570,0.2681,114302.98,0.0,34,['WF_ago']
WF-e1d53ce5,R-c6bd781a,2024,796645,0.075,83123.96,6.72,48,['WF_glass']
WF-c9b2106f,R-70648b50,2018,738306,0.209,69236.76,1.36,39,['WF_daughter']
WF-935ca4da,R-70648b50,2019,1405201,0.08410000000000001,133748.93,6.48,89,['WF_itself']
WF-edc0c30e,R-70648b50,2020,871795,0.31679999999999997,71977.27,6.61,3,['WF_carry']
WF-dc49831d,R-70648b50,2021,674911,0.07139999999999999,52732.96,9.89,48,['WF_lawyer']
WF-ce4d8319,R-70648b50,2022,316174,0.3831,140564.33,5.98,94,['WF_avoid']
WF-de417d5d,R-70648b50,2023,658750,0.37939999999999996,28282.69,5.22,35,['WF_left']
WF-4588a7bb,R-70648b50,2024,470455,0.1435,50288.8,7.75,76,['WF_young']
WF-4aaa140f,R-152d99f9,2018,233821,0.335,32329.8,2.96,11,['WF_moment']
WF-7220f734,R-152d99f9,2019,420846,0.2286,71390.23,2.5,23,['WF_stay']
WF-25dcf4ec,R-152d99f9,2020,288869,0.3494,59664.14,9.69,11,['WF_beautiful']
WF-93731f41,R-152d99f9,2021,886906,0.079,118921.51,7.75,83,['WF_Republican']
WF-5b2015c5,R-152d99f9,2022,113180,0.2875,31852.82,0.2,46,['WF_each']
WF-b3f15f2a,R-152d99f9,2023,563439,0.267,40770.78,0.31,47,['WF_yeah']
WF-ba77b555,R-152d99f9,2024,1474412,0.0917,43602.66,6.83,55,['WF_generation']
WF-8a258d38,R-8fe7ede7,2018,1556760,0.0775,144290.29,0.68,25,['WF_describe']
WF-1c33070f,R-8fe7ede7,2019,206633,0.0783,74315.64,1.45,93,['WF_natural']
WF-35ccb126,R-8fe7ede7,2020,594310,0.2245,91863.22,8.97,32,['WF_reality']
WF-b4734924,R-8fe7ede7,2021,304704,0.2871,119420.03,3.11,30,['WF_pass']
WF-0beaeacc,R-8fe7ede7,2022,1878400,0.3044,80423.97,2.12,44,['WF_police']
WF-adb70207,R-8fe7ede7,2023,659224,0.0567,87780.88,7.51,74,['WF_arrive']
WF-e07ada87,R-8fe7ede7,2024,826335,0.1376,25292.81,1.27,76,['WF_out']
WF-fedc3485,R-4da39053,2018,362987,0.2738,74067.99,8.74,19,['WF_improve']
WF-424d2b86,R-4da39053,2019,683496,0.1323,136258.83,6.1,78,['WF_spring']
WF-0a6f0455,R-4da39053,2020,1806554,0.39289999999999997,32830.38,3.19,74,['WF_program']
WF-72549d9b,R-4da39053,2021,385369,0.1805,80891.87,7.67,61,['WF_peace']
WF-eb121b4d,R-4da39053,2022,1619496,0.2076,143236.65,4.04,76,['WF_he']
WF-8b45d499,R-4da39053,2023,1738059,0.2608,26968.09,3.79,90,['WF_painting']
WF-a3d15562,R-4da39053,2024,272825,0.18510000000000001,22876.94,0.55,12,['WF_film']
WF-ec2f47b1,R-c566acdb,2018,420671,0.0634,25368.08,3.91,31,['WF_quickly']
WF-0f81691c,R-c566acdb,2019,578521,0.18789999999999998,123352.71,9.68,44,['WF_too']
WF-51cf13d4,R-c566acdb,2020,1873918,0.10439999999999999,83592.94,3.71,47,['WF_include']
WF-f3e3b57e,R-c566acdb,2021,580200,0.2286,122418.49,2.86,16,['WF_piece']
WF-ba008867,R-c566acdb,2022,689533,0.1744,35894.53,4.87,63,['WF_in']
WF-27c4e91d,R-c566acdb,2023,1006553,0.18239999999999998,134656.03,4.84,32,['WF_city']
WF-cee8a9c5,R-c566acdb,2024,1170342,0.31980000000000003,120256.89,6.98,8,['WF_out']
WF-f2c93f80,R-2703b020,2018,688951,0.0774,81918.97,9.4,49,['WF_clearly']
WF-8b7879f1,R-2703b020,2019,1612214,0.289,35421.57,2.17,70,['WF_turn']
WF-2927bce0,R-2703b020,2020,1774755,0.2589,125670.05,1.78,12,['WF_fish']
WF-b696bade,R-2703b020,2021,1431466,0.19190000000000002,136577.14,9.16,94,['WF_across']
WF-30fc9b1e,R-2703b020,2022,370562,0.3743,43322.31,4.12,49,['WF_game']
WF-f4075e49,R-2703b020,2023,751352,0.21739999999999998,26516.53,1.06,90,['WF_operation']
WF-0a2f2a0c,R-2703b020,2024,252164,0.0833,110626.16,5.95,23,['WF_recognize']
WF-9a5d8577,R-12a65c5e,2018,1980461,0.2944,132328.79,6.24,42,['WF_voice']
WF-1f34e8cf,R-12a65c5e,2019,25147,0.056299999999999996,81099.31,5.36,45,['WF_approach']
WF-4368b1cd,R-12a65c5e,2020,1441201,0.2755,144844.38,1.45,30,['WF_within']
WF-f98ffcb8,R-12a65c5e,2021,1745672,0.3025,144615.69,3.54,78,['WF_simple']
WF-cd00fe33,R-12a65c5e,2022,391719,0.16820000000000002,125607.04,6.81,16,['WF_level']
WF-50622e66,R-12a65c5e,2023,819631,0.2523,46312.89,3.9,97,['WF_effect']
WF-eea089a1,R-12a65c5e,2024,1296249,0.1582,118813.37,5.23,94,['WF_until']
