og_profile_id,market_id,total_proven_reserves_barrels,total_gas_reserves_bcfe,pipeline_miles,production_capacity_barrels_per_day,active_well_count,refining_capacity_barrels_per_day
OG-917fcb09,M-8cfe4f9b,2636.83,2912.46,10107.25,3194476.55,1169,486929.33
OG-57c77db9,M-8413bf20,9953.62,4637.04,5982.01,2427137.4,1001,1478835.36
OG-18a935a5,M-7b1c6c01,6256.33,980.32,14271.04,3436659.0,488,1870644.53
OG-337d4fd8,M-a3d01d24,7089.64,221.94,37917.58,4171428.24,1886,908314.83
OG-b24e23e2,M-2b47b129,5475.01,4090.87,41606.75,500262.09,1752,1063103.76
OG-5fa352bd,M-16bfc72f,929.3,1920.7,892.77,2169732.99,395,1138385.26
OG-378606c8,M-435d5024,9616.21,344.47,46434.31,2307066.9,1310,1331942.65
OG-556fcfb8,M-efa66cb9,1143.78,433.93,40288.84,137338.56,1653,1896409.28
OG-520fc0fe,M-498ce9da,616.85,4627.95,11815.11,2708793.8,503,1774758.83
OG-1ea32567,M-0f9160c3,9972.28,3402.82,45496.23,3852004.38,297,1595698.62
OG-00d84e0d,M-7f28b90d,6704.58,1785.83,30427.03,1583003.65,1612,716057.73
OG-60cb849f,M-72e3f23b,3102.99,3300.19,45180.71,3029014.67,1405,379320.47
OG-7a7cd10b,M-639b0ecc,2926.89,3903.59,34713.52,2617328.5,519,1184075.14
OG-d7038660,M-72efaeac,5659.99,1966.82,15342.94,84286.55,331,463851.97
OG-547f69b4,M-127d6c8c,7026.88,4839.53,7237.35,1128165.46,982,1267717.3
OG-71e8b490,M-9f79d16d,6234.17,1314.12,550.49,222914.28,1326,48115.13
OG-93c3693f,M-3e5efa73,1920.56,3377.67,38366.89,693060.41,1842,753239.14
OG-c03f49d1,M-5a524434,2422.88,1706.56,28837.07,3196179.27,1935,1755289.05
OG-759e343f,M-d29d2ff7,905.41,1920.9,35910.29,1133174.79,446,1839435.1
OG-16081ad4,M-51a283c0,1851.27,1926.15,49319.72,4100363.89,1951,1522273.94
OG-bf913996,M-3bd56c1e,5407.0,271.81,8941.35,1500440.63,807,783029.24
OG-9715b037,M-622fe6f1,6161.19,3524.54,11811.73,2787141.2,1131,690833.96
OG-adb02eab,M-eb95aeeb,3318.69,920.27,3717.65,3400801.73,239,1964009.91
OG-82ebaf61,M-219b216d,6996.72,4518.31,46238.4,3399300.94,1399,620894.04
OG-abe202ef,M-8a31a5f2,7740.18,2757.34,15536.66,2973574.12,18,893720.01
OG-71a4ba90,M-8ae30a7e,578.86,533.19,36404.35,3457121.01,1762,1941191.03
OG-604995d1,M-fb37641e,149.08,952.01,6776.64,514290.41,1344,904676.36
OG-95f106db,M-bd97b512,3288.77,3065.35,6740.69,3887085.82,1542,1793873.32
OG-8197c5b5,M-2b079b49,5974.03,4981.27,12093.06,373125.54,1978,1969844.19
OG-de1bfc07,M-0cd29dab,1767.7,3458.77,5336.07,262133.95,1320,974083.28
OG-b5177a60,M-79382018,5086.91,347.17,49363.99,4545594.22,1814,1195294.85
OG-7a6f34c8,M-0e273c0a,1731.5,1714.42,41638.86,1634333.39,741,1769359.9
OG-a39b7195,M-43d9f4d5,1153.09,2162.28,23192.23,3218323.3,1021,1525503.1
OG-92045075,M-92898173,4269.22,4635.53,32778.88,1058562.39,1447,47169.04
OG-40d9ff51,M-fa7e1ae8,1815.02,1751.26,23374.64,2147654.52,1721,1065541.68
OG-f8d5ae23,M-e4bfe5ef,6115.46,599.22,8253.41,1429072.15,338,198209.27
OG-375b2f72,M-7e6dc8f9,2086.95,1521.45,28876.33,3585457.73,1160,354990.71
OG-45aa27a6,M-b36caba3,6229.41,1843.96,19923.3,1752937.0,336,128799.54
OG-126baaec,M-98cbaa1b,9544.32,2993.66,36282.4,4225052.96,77,1167346.94
OG-1e811ffc,M-4ee4011e,7342.31,1526.69,14884.63,3753778.72,1030,729594.68
OG-3a1688e2,M-dbce98ba,2088.33,2200.57,42306.26,3776678.61,1568,1111726.69
OG-3d39bbc0,M-2f409096,7102.6,4116.39,17475.07,2087688.83,608,1539526.18
OG-56fc1b88,M-a103bea3,3545.4,2147.77,15621.1,2489052.11,865,1167530.42
OG-99fa6075,M-73362f50,8987.55,1623.06,24858.26,3614843.93,668,236105.39
OG-22218cf8,M-c49cf40a,4074.27,1833.13,41590.61,1982162.69,1236,1459663.21
OG-ca730013,M-52429157,5814.89,4617.67,43222.07,334035.73,776,1172209.33
OG-9666c080,M-efaa9530,62.4,3085.06,43681.62,4216653.77,855,1006655.92
OG-bd174992,M-9a086c49,37.75,4364.19,21266.32,1890141.9,1260,999538.83
OG-6ce0ebca,M-bf5bac94,3577.53,4241.91,27295.67,3926003.16,623,1377594.82
OG-6b00a63e,M-f0f90de4,4078.25,43.57,47601.52,1949312.23,1048,1408540.96
OG-1cdcedca,M-156872c7,8190.85,925.87,18595.47,3580413.69,219,835641.88
OG-90cc7302,M-6ae9e6de,7632.63,1657.9,42953.26,3148588.18,343,56178.03
OG-ddb82a02,M-8c40b44e,6149.3,910.77,8780.32,923028.82,1598,1627104.23
OG-aa6fb364,M-13ce03dd,5615.17,881.05,40859.95,3607204.31,553,1400179.13
OG-6dfca384,M-05d5dc40,3828.72,4936.17,42102.9,4490245.72,784,487718.38
OG-2cf424e6,M-94e22182,9563.79,488.66,43570.18,2557963.12,549,1180632.73
OG-919a0261,M-4ee84504,4718.2,467.14,33535.05,658637.09,1233,1895739.68
OG-520b1722,M-d103a13c,2765.23,3771.42,28037.26,1202756.8,1128,626982.05
OG-d37b597e,M-a4c3c447,8976.69,4949.68,11391.18,2501614.38,1363,587293.09
OG-30a8b0a2,M-c933e73f,6094.96,4181.57,34141.34,4216821.09,146,867081.11
OG-485cf584,M-175dd3b3,3481.01,4720.5,46116.3,3225998.34,1238,1424902.2
OG-1502ee75,M-066736b0,1440.1,2755.12,23700.38,3398069.16,172,260369.28
OG-946f8b54,M-1aef0d45,80.07,3468.09,3333.84,449983.78,1376,604554.81
OG-ae469a71,M-603b3694,5755.9,1254.65,3210.35,398720.84,1840,1214866.91
OG-f0e8833e,M-3a96a8e6,2395.78,2123.92,1321.51,2714378.38,1480,193501.28
OG-3edc40dd,M-b75e9de0,8705.01,1579.4,196.02,3363111.38,1548,645131.78
OG-91ee0ac7,M-8dbe5e74,7521.65,3179.2,5144.44,3272384.64,1852,1298029.91
OG-225709c3,M-2821ef05,2699.22,149.71,35257.25,3085420.85,761,1553308.14
OG-2c0d4170,M-431e1b5c,2087.29,4556.29,49603.96,1788698.05,1516,545831.34
OG-ed11ca6c,M-0327238d,899.23,3583.27,8187.34,3379858.82,1863,589521.8
OG-805772c1,M-33838f9a,907.15,2573.23,27289.9,4631168.08,843,641755.08
OG-f021e769,M-ff53c83e,5707.04,4167.47,27382.13,871167.68,683,70623.79
OG-55337796,M-bcb8990b,3738.92,605.96,49632.51,604865.42,108,1147957.66
OG-3cccc084,M-40555a88,4585.5,4176.22,37968.57,4906932.22,1722,1709864.03
OG-2b6c8423,M-670ceb64,8285.71,2900.51,18984.73,4513570.15,1766,1363844.21
OG-343c36ba,M-234f8552,935.83,3355.41,29368.69,564613.65,1567,730735.61
OG-92164455,M-7b14be8d,1014.75,4087.56,13164.59,4311386.69,429,760374.76
OG-54799369,M-c0468c1a,6013.46,4891.54,39252.17,2940249.45,756,1076652.85
OG-7828210a,M-166adb9e,1609.6,2320.48,3126.35,2046729.44,1278,1693232.26
OG-bc035b72,M-c4775928,8863.1,2085.13,41948.29,552985.72,777,777937.84
OG-1c3e06f8,M-fd3e40ff,6731.47,4456.85,29921.65,2175374.5,52,1701989.53
OG-8b4cfe5a,M-c5ca4dca,6453.58,2491.68,6264.69,54835.48,1467,451406.58
OG-491d9411,M-06037f6b,8144.42,3293.53,1404.91,3119926.58,1787,518386.3
OG-1bab0b3d,M-790e176d,9927.01,3545.27,19217.83,549280.63,1958,1562451.62
OG-9ef97a1d,M-893b1927,2062.89,1312.0,13104.63,974168.64,718,1854656.0
OG-fd9686b8,M-d6b3a1c4,6607.86,1010.19,23858.95,2835876.15,1058,1390285.47
OG-957cfb18,M-2f30078b,2693.03,3466.62,12174.98,2703519.59,979,1781308.23
OG-08fa1178,M-d803f989,5292.15,4354.83,5694.26,2579811.18,1299,1567132.56
OG-b545abbd,M-295b87a3,6888.26,3527.96,4415.94,3604568.63,488,1592947.48
OG-ce311196,M-066d0c44,6104.95,4388.29,46814.77,1043106.61,202,532632.85
OG-f5044af3,M-70c2c6e1,1672.58,416.87,45266.67,63247.79,962,1756708.73
OG-730d379b,M-d4b241ca,7622.86,731.31,25186.03,3859628.33,862,480738.59
OG-87ec8836,M-c440b5fa,7459.34,2431.71,40659.19,3229760.11,1733,1025831.38
OG-e8c95739,M-5348165a,695.23,3378.58,8649.95,3682074.62,1710,1015473.02
OG-7942b378,M-6ae518dc,1425.73,4397.16,15296.59,2595777.12,1359,1628427.06
OG-d8fa85a3,M-9a2cdb47,2399.83,1597.11,30206.03,2575021.21,1805,1556827.67
OG-9cead079,M-8125f6a3,989.96,4404.73,29327.14,2379578.84,1654,1518010.14
OG-3124231e,M-dfcea32a,8014.14,4862.22,33447.37,1704207.8,1284,1182816.73
OG-2339ca06,M-d414adf2,158.45,3910.88,31618.27,2556540.97,346,267089.22
OG-8dd0e2cb,M-28fc0f92,7650.98,2497.83,35339.78,2696336.51,1609,1307303.14
OG-6125f6e0,M-894e9242,9463.76,1123.52,31359.56,479294.3,1022,984896.78
OG-7f96c473,M-727e5d13,2764.95,1294.65,11247.05,4448675.75,131,1679415.28
OG-868ef5c8,M-16345aa1,7391.21,2370.24,8569.8,3536340.27,1318,182671.21
OG-1e8afd51,M-4cbdf845,2240.08,1237.19,17403.83,576978.02,846,1002166.12
OG-fa873522,M-763c6c77,7602.99,243.92,31427.12,1674028.06,329,1226784.72
OG-5cb859b9,M-d3dee677,9275.08,2437.68,20951.88,1840719.12,599,808685.35
OG-fb7c1077,M-29f0615b,822.52,1933.02,22611.59,3169731.62,864,329093.24
OG-da6f1695,M-5911faa5,5146.42,4725.6,41181.16,1339872.67,946,1679698.52
OG-acde55e5,M-be4a1301,6567.66,2169.21,35965.76,3181043.29,1377,1634538.19
OG-50422957,M-618b530c,3894.85,4142.37,6437.07,3782023.3,512,1777382.62
OG-f3778a90,M-6fca0985,3333.63,3168.6,5065.53,1199867.77,534,1848107.5
OG-160aa3d6,M-e7c9d80a,3775.99,4596.15,48941.95,4409662.29,1197,653120.58
OG-5cec2bcb,M-08b9f467,5903.11,4101.05,4176.85,4126460.86,594,1017959.93
OG-8183b9a5,M-9a96d530,5858.7,2971.44,17830.78,3343338.74,1487,1168315.41
OG-f10bb52b,M-0a23666d,7355.51,2201.5,17622.45,2331507.47,310,1317767.79
OG-ea8a9e87,M-d32425f5,7637.85,1451.33,12572.78,4172025.75,267,1358096.74
OG-f0857f5c,M-51a9c86c,4483.21,1809.99,11585.08,1286396.71,13,1882698.43
OG-8bb86f23,M-d4e84a9f,8134.96,1634.56,43656.12,1505982.37,634,841868.41
OG-4d092923,M-043ae8af,8011.63,2430.1,25864.73,3991266.3,1523,637084.47
OG-55b6cc72,M-24e8aa18,3177.57,3519.52,25605.33,2554525.63,1374,1594630.02
OG-06db8259,M-e41bafb3,2986.93,1596.83,907.86,2801735.02,479,1790240.64
OG-e4f7752d,M-229ae630,2507.52,4906.2,23809.18,2790968.06,327,153805.14
OG-9492ee8b,M-1d18bf54,9391.94,498.61,38854.18,3514822.08,1274,1896910.97
OG-63b33798,M-a997c2a2,3408.93,2639.4,30781.57,2438893.1,1000,1791021.13
OG-cc325481,M-e105ac0e,1333.74,3888.21,22092.86,610787.57,751,503467.06
OG-8b4f0283,M-8398a88a,1524.59,1294.35,8250.19,1587367.99,1571,1976681.9
OG-78d9bced,M-590907b4,24.99,1025.78,26376.41,1053608.27,1560,196784.46
OG-9dd142d6,M-cff1ddb2,2886.84,695.85,11517.62,4324891.9,942,1827595.96
OG-51d62573,M-45414617,445.23,1494.64,3488.51,2415599.94,453,1646375.87
OG-1c10fdac,M-9339134b,502.48,3377.2,42802.12,1181803.98,490,1191925.66
OG-5da7eeda,M-bf608f30,9247.49,2789.66,31369.36,4513403.16,1931,912639.14
OG-f5034026,M-7ca28401,2268.88,1870.39,4893.68,4214.49,709,1832217.8
OG-acf6aaed,M-88cc23c6,1900.0,3204.4,18317.03,3412247.22,1128,1785196.99
OG-30ffc5f6,M-a9689408,7857.92,4847.02,47212.14,796426.69,189,1055368.28
OG-17c760d6,M-7be068f1,2818.66,4939.17,38305.37,4395219.82,1499,122814.61
OG-fce122e0,M-5739f451,5237.96,3828.45,28217.88,3445671.16,1066,1946504.35
OG-d4d4dd92,M-83977184,6683.45,2643.57,45600.65,3995241.5,1242,1241089.22
OG-493d320b,M-2b33d4ae,1821.63,609.32,40904.26,3554189.62,491,571331.79
OG-b783e8c8,M-1fc94af2,7802.48,20.33,12797.59,1003170.64,1890,1176874.76
OG-9b3c5ca8,M-41ea7a89,6562.51,4910.23,17003.13,4053972.15,410,375986.24
OG-7162c055,M-938eeef5,5642.74,2274.18,4984.61,2979353.07,271,1251265.54
OG-d2a08d52,M-03621f6d,2711.18,4144.96,43590.91,3375225.57,451,371302.58
OG-201aaf3b,M-e4b4102b,1491.68,3878.13,41406.36,4855756.62,1722,1698409.55
OG-c7f4c904,M-f9cb52f2,8660.41,3068.41,4098.35,3702585.73,1572,919633.59
OG-fcb3e61e,M-7d626ce3,1124.8,971.65,6732.18,3240063.96,17,1315661.23
OG-6c01bc93,M-b5fbc5e2,6556.78,3328.06,38256.83,854364.39,531,960762.72
OG-3ead5b85,M-f00ea182,2398.78,2868.46,1468.73,2430212.55,1844,271593.81
OG-4f6bcab1,M-b6f118eb,9108.03,843.41,24813.15,4056086.02,1940,1176514.8
OG-d83b83db,M-54e53fee,9346.06,4923.5,2540.01,1517137.25,238,1138234.43
OG-718462fc,M-ee39e168,5036.18,4078.34,8999.05,3826415.99,585,582467.03
OG-9881f861,M-0fdfffe8,6238.63,890.65,1913.98,1920121.46,1203,1257389.86
OG-5e8cd863,M-c3104483,780.16,725.29,45305.34,1053308.02,194,1868039.31
OG-78c5e176,M-580d5a3b,5659.09,2470.09,28834.32,534598.93,840,717196.33
OG-a5ac5a22,M-5cb0d172,9142.21,4656.8,43967.42,242534.15,772,552814.22
OG-dc6bbc8d,M-183f1d85,9735.08,3759.63,23365.19,1949872.17,249,1331075.29
OG-e5de9a22,M-716f6515,1273.3,495.55,6923.91,4218208.06,763,185125.11
OG-d7a4213b,M-035bb588,9829.32,106.55,19327.48,2055598.7,1110,698277.23
OG-e16fbaf7,M-a6703862,8610.8,1203.38,38947.45,4929179.43,1326,474313.55
OG-06571ee1,M-25c66f6a,2708.61,3991.83,48578.05,4085395.63,196,1490428.26
OG-f16ce239,M-22a55a7a,5472.38,4011.63,18336.81,373584.06,805,454516.26
OG-b56cafef,M-4e44546f,484.11,890.02,8743.11,4024856.48,1107,318714.4
OG-d3778bd1,M-53b9dcb4,4076.41,4911.82,23755.23,671358.6,1700,227310.75
OG-5b863f3a,M-f59aa4ca,1402.07,3322.19,46714.88,3719938.19,431,1910105.63
OG-3e9e5871,M-fd958bf6,7203.65,273.06,19063.45,1163143.05,60,726494.63
OG-9315ad6b,M-9b30409c,3842.09,2277.26,14776.32,3613784.15,367,1353301.39
OG-8f35e8c1,M-28321b88,1609.09,4979.47,28809.15,1630715.79,1748,1779896.12
OG-1503a55d,M-4effaffa,3939.22,4769.07,37784.27,3362341.86,1022,752742.67
OG-a74ab51e,M-a7d3428e,8119.33,2168.16,4657.51,1853545.05,1851,1190740.08
OG-7faecaef,M-52074b1d,8425.32,1039.45,16949.43,1775642.97,1541,1850916.08
OG-8f7383eb,M-377c7baa,8894.84,801.2,46568.56,2205400.04,533,874540.34
OG-088cd3a6,M-c2be2ab1,4524.44,1926.04,42258.42,837650.87,1876,1396218.64
OG-d5285975,M-59bbd734,3904.51,2470.12,32218.61,2940613.05,578,1609688.53
OG-8f964237,M-b32b8021,9950.44,1683.32,8347.97,714944.23,1492,1513872.65
OG-88eaa5b3,M-88cdcacf,6923.92,1806.51,39097.45,1304361.33,311,733075.55
OG-3ed943f2,M-c8b1a234,6046.84,2666.68,18803.29,1147828.06,180,1235153.16
OG-ebc98d79,M-fc5ecd18,9427.35,3278.44,19938.07,3473325.84,397,580811.2
OG-e7c5ded1,M-e62b4d52,7509.81,2562.77,24316.64,4727536.75,151,217945.74
OG-6daf8aeb,M-c62f1267,473.41,1746.41,42301.26,1173524.12,1820,1132739.33
OG-7a7d7ea7,M-201603ab,3711.51,4635.64,4838.59,3711038.2,1507,1896749.2
OG-de0edb6d,M-79136dec,3186.31,4060.75,12790.63,467847.7,56,1353507.14
OG-733b7eb1,M-6f291128,2618.52,4204.69,23292.27,4878671.89,134,1407791.64
OG-a0cb6832,M-1c2dcb2e,4164.77,2744.82,26584.63,2559114.74,703,1055076.93
OG-615b10ba,M-8ce9dcc4,7486.03,4463.14,49302.52,3224817.9,1954,449584.9
OG-b9d391b3,M-18966559,2616.0,1321.92,28113.72,1865911.79,1265,898453.11
OG-f5916dac,M-8ad76262,5655.89,3808.49,24181.62,665796.03,1512,585604.4
OG-62d84334,M-4850c20b,1628.62,2908.73,49176.34,3656357.52,1746,607175.53
OG-4a68afde,M-47402a13,3852.08,846.21,23897.83,2018528.04,533,1170798.74
OG-b728c021,M-09395f83,4952.51,3362.75,16423.75,4034189.69,1832,1843814.65
OG-2ed5cffa,M-90ca6452,5229.74,3207.97,21583.88,4010506.19,1907,363443.24
OG-eeb456c2,M-e578cdb7,3181.19,293.07,25603.59,1668419.11,21,1087123.96
OG-a906ecbf,M-9c050154,4046.5,2201.01,33749.44,4624041.23,1229,523817.01
OG-2b080e45,M-a327e824,1092.0,4232.12,44766.61,4515060.75,1401,1811300.9
OG-404b0c46,M-008a58e9,1595.88,1424.18,24142.69,3228884.76,1325,1125806.56
OG-db555bb9,M-093d4760,5938.19,2326.16,8595.37,2196083.23,226,41524.22
OG-d123e61d,M-762f0a2a,94.36,743.01,39849.93,4806751.63,763,1737053.62
OG-0f3f7dc3,M-34ff7a2b,6409.89,960.76,3733.26,3832101.15,1745,972210.97
OG-bc4e957c,M-fda3b430,4529.44,1837.52,40741.71,208758.28,1481,492124.77
OG-7226a301,M-2b9ff18c,772.3,3423.18,1055.61,1443265.39,1662,815293.03
OG-a9fe5b2d,M-4bd4ba9d,7906.0,550.67,47891.78,789414.59,1165,1662704.53
OG-6b6a089b,M-34361889,6568.48,364.2,2914.27,2137416.45,681,1061641.72
OG-edff881d,M-29b73b0c,151.95,2845.77,36014.88,769314.68,1505,1544268.27
OG-4533f879,M-5fe9b1a1,7233.71,4463.37,13345.11,355157.69,197,912666.71
OG-12f8e229,M-6398c2d2,8326.42,4424.4,37533.52,4748088.73,1002,56886.69
OG-30421bb8,M-99e9e0fc,4604.45,2649.84,20634.8,2294894.62,126,1104226.24
OG-88c0cddb,M-210b3131,4766.15,3493.2,23816.17,4855524.02,226,1949429.89
OG-73f64f52,M-47c5a4df,8021.58,3975.33,22399.2,3048478.12,1014,619746.4
OG-d39b05e3,M-8da18c6b,9265.5,430.83,860.39,1999172.14,1257,1824294.35
OG-daa461d5,M-e6b85b78,8150.79,2358.54,2624.26,2972425.16,956,111037.56
OG-c8fc99fe,M-3202c8ad,5141.2,670.0,31504.5,3445617.5,825,763173.25
OG-24a6d47b,M-0fe3b532,8666.83,2725.45,18927.48,17161.38,1874,678125.93
OG-5b0d764b,M-5692bc52,2444.31,2274.3,373.34,312738.02,52,201371.05
OG-c027f34f,M-37fd800c,9192.98,3753.97,6663.8,584477.95,1448,792135.58
OG-ffb78b85,M-58888d93,8289.38,4371.12,47198.42,210145.93,206,1689891.91
OG-f91d9b0d,M-6cdb8ab5,367.23,4614.29,41620.11,3807086.41,1839,1092564.61
OG-dae7596b,M-128d7562,690.95,1900.23,9836.78,1343775.98,1214,224691.78
OG-e28fe493,M-d9c114bf,7831.16,4580.31,21846.69,2591291.26,986,1686332.26
OG-9b67ddcd,M-c11b789c,406.26,4903.86,14116.54,1525272.82,177,1583172.55
OG-70d8b006,M-d8bb9825,9401.97,4961.8,11507.13,898186.06,316,1487625.56
OG-0f6b7f55,M-7a372c2e,3634.39,2841.42,12901.69,676457.82,1996,1834255.77
OG-6ca5d1c8,M-55c180e7,9369.58,2539.28,19337.98,2163749.5,308,217986.96
OG-93e07b2f,M-1ad0b623,8983.45,2428.56,43388.16,780512.34,679,507117.97
OG-fda7cb15,M-c972cbb2,3021.21,4074.4,19554.23,1634870.43,2000,314940.74
OG-dcef8d2d,M-86a3b8f2,2761.39,3696.72,45057.44,419058.71,1071,1327087.71
OG-e1e52294,M-03e3e2ec,7929.74,4580.51,41699.85,1317609.3,1084,101752.08
OG-22f1c7b9,M-f436cf77,6956.21,4738.17,30903.54,4854535.25,14,1965770.93
OG-3f738562,M-d1b6a1f7,1714.59,716.84,12628.99,3836986.95,867,431323.81
OG-96b05691,M-cc4bafd7,9648.88,905.39,5812.66,2315266.4,666,575677.78
OG-b489c84c,M-2dc7c718,4431.89,4715.69,42201.02,4808493.98,324,5759.42
OG-967615d0,M-85016da4,176.16,459.59,10357.59,4010110.87,276,29678.48
OG-c78e458e,M-c402c1df,1067.61,2624.81,22508.14,4158678.74,1619,1633452.56
OG-d94c62ce,M-f90d9d30,2807.95,2595.13,8402.43,2551891.9,1011,1109724.26
OG-703ebe80,M-3838af33,4994.99,984.56,3135.96,4605951.93,1850,599268.96
OG-425acc7f,M-5629ef2b,4329.66,166.14,28951.57,1934079.41,811,1734059.83
OG-a83fe5d7,M-faa63d0f,7578.86,2190.6,28404.55,159200.38,330,1894695.59
OG-c3eb9bf4,M-2b106026,7093.5,4246.5,47276.34,1560121.19,1259,1196837.76
OG-6fd73d1e,M-6d6e453c,9070.18,3190.81,12888.07,3574139.07,261,1967984.95
OG-9dada239,M-353708f1,2985.07,4988.44,16415.89,1285901.29,1710,1940230.35
OG-9efd5a1b,M-64fe2608,6383.12,4245.03,36658.78,4546524.23,714,936080.66
OG-231b1f8b,M-971d15eb,7172.49,599.01,34408.92,4501114.51,932,223409.87
OG-58444f6f,M-7ae76518,1983.23,844.89,25124.17,2910484.54,1311,1684802.1
OG-bae8bd44,M-753cb931,5216.03,4246.06,38499.17,730962.89,1613,1553924.48
OG-066d143d,M-b52eff4a,8060.18,3839.88,21341.18,1602745.42,1558,1467535.93
OG-33f34fe2,M-c6b57e1f,6319.43,649.17,43069.13,3842628.91,1587,1598196.66
OG-fe51bdac,M-0c7e7ed6,9807.99,3446.08,17170.96,1376410.37,130,379020.38
OG-b454d576,M-964d0cf5,7298.1,3603.2,7808.41,501525.8,624,468127.75
OG-ea65da1a,M-ea0abac6,4163.01,3786.46,44629.66,2817719.94,745,1798342.14
OG-1fde7f56,M-51133ea3,2020.45,4950.43,8651.44,4892542.93,289,1960459.88
OG-6f9cc3d5,M-be99f1e9,3063.52,4782.53,36176.04,1092597.44,803,835052.31
OG-e037b3b4,M-1b8ae3ee,8092.48,4929.38,38720.93,2619754.23,1982,1468824.28
OG-1e371884,M-b6098b4d,4159.78,1830.57,24239.57,1843570.64,1248,1803358.84
OG-b798376c,M-42170905,1496.1,36.43,39371.84,1106184.82,1443,1229879.86
OG-fa5ab5f1,M-31176dab,17.23,1017.15,40483.3,2334163.81,822,147376.9
OG-d4d118b6,M-585812ca,6118.79,4501.98,33615.93,2409623.93,26,199498.0
OG-790448f9,M-9c6ab7c4,3113.95,454.84,46271.75,1781321.37,1591,1057126.87
OG-571c53b3,M-ca715b09,6370.72,4190.26,10632.6,1768930.16,1258,547379.87
OG-77cb2a18,M-ebf1c003,5492.65,574.64,27290.64,4376646.8,1893,810616.93
OG-78aa5690,M-dcce2b92,400.13,3881.15,18849.82,4491906.09,928,1761092.51
OG-4c93790c,M-54f39edc,3649.26,1851.93,21986.62,3712051.57,1552,1571348.24
OG-2e0f7016,M-b5cbc89a,1379.7,4360.05,18563.63,193324.18,1932,1207594.66
OG-fb3248ca,M-21b43f21,8296.3,319.98,32240.91,4274939.77,613,442698.74
OG-ae2ac2a4,M-3d3f3962,364.57,2302.56,11303.1,3750324.75,1397,750765.56
OG-7dc397a7,M-3e3973af,3975.83,1452.61,22351.12,2065911.07,396,1107664.18
OG-631ee166,M-9ccb203e,8343.79,2635.46,19163.28,989158.02,347,1742799.06
OG-ea95a326,M-5a1d7af1,8100.43,2091.74,11355.02,3207075.59,189,619482.35
OG-af462e2c,M-380456cc,800.82,316.41,17018.28,4297872.03,1040,1729316.99
OG-1ee0094e,M-8d74e9ef,8800.31,2383.94,3965.73,544783.21,1751,1953556.3
OG-b7ca6614,M-dfa2b733,1867.63,3608.82,14627.35,2960006.84,72,1588440.33
OG-84d04259,M-e1331a64,6705.93,4005.99,36540.3,4443161.87,586,1881058.87
OG-f98653fc,M-3f950278,5067.06,1016.87,45262.61,2531788.37,1537,127421.14
OG-7b93f359,M-ca8c5615,4977.25,3546.3,6761.49,2701533.62,1228,1666381.96
OG-4c9df12b,M-6119cf74,9083.71,4361.64,17820.41,1422646.24,981,519870.0
OG-8cdce487,M-b1026ea0,5580.88,2923.95,24454.04,1680907.6,1641,1017091.01
OG-dba10864,M-3d9e6843,5898.47,4007.63,8138.65,1526620.34,1682,1214636.57
OG-34f24f70,M-b69e3444,9125.81,2783.71,29500.6,893360.82,1905,1595423.27
OG-28f26eab,M-c64822d4,3405.27,3462.75,1367.7,3256493.18,582,303605.26
OG-71c0f39e,M-24fcb258,223.08,572.7,31827.1,3055824.91,252,219922.04
OG-8e39239c,M-5166efc6,8298.21,2371.38,26360.96,4001247.71,771,418276.74
OG-9fa25cbc,M-58409798,7391.7,3248.06,36078.9,2201487.24,1279,1093239.48
OG-f272823a,M-cf292629,3849.53,648.98,37216.18,2973182.08,1749,1570131.78
OG-e4e262d6,M-ae20eacc,2376.78,1698.64,12099.92,4647364.07,1720,17779.05
OG-18b3ccd0,M-fc2e20e3,7463.1,3147.89,6436.14,1732699.66,729,1884712.76
OG-af0334bf,M-c8134155,5952.51,4304.67,9205.93,3198353.31,829,1386693.35
OG-1d9bdc8c,M-9a8c6dfe,4549.76,4113.19,33426.24,1091762.43,369,1634461.92
OG-fc49f3c4,M-c13e4c3b,1589.6,1817.13,35983.66,2447993.1,75,246903.03
OG-f14f4d23,M-75bd7f55,9998.13,3693.07,5892.78,2225095.52,259,981575.65
OG-8ba6b036,M-d1c0bcab,6673.68,1830.55,9845.94,711204.03,612,1664781.53
OG-3d9e40c3,M-f877514e,6323.46,630.41,4372.85,2144272.3,642,623619.79
OG-653c7778,M-f9b7bbef,5536.41,4430.67,23806.07,2288590.95,150,462729.5
OG-32487241,M-47c296bc,9509.71,4421.22,10826.78,4480336.43,1380,1027485.27
OG-d60ded01,M-a48fc877,5848.95,4565.81,45703.42,3917511.24,580,1077495.48
OG-c0e3a8d8,M-7e2e74fb,7714.98,4971.35,16573.28,796087.27,1870,968335.23
OG-55e3e98a,M-fe830df2,6113.01,3932.39,9995.4,3893945.94,1762,250209.3
OG-6a2b507f,M-783d28f2,833.63,779.5,32223.68,3082314.23,1921,1099232.89
OG-30777399,M-9e6fa276,6612.76,3309.45,35198.44,2792217.72,323,1333617.52
OG-4d057cc4,M-eeba8b64,4726.44,1659.27,15758.83,1985688.65,910,1580578.57
OG-54e1fd2b,M-c0d57779,480.92,2953.71,43073.0,3743404.28,734,73223.19
OG-05aab824,M-99a22014,3844.44,3083.63,5236.89,4666225.95,273,1993635.76
OG-05a972db,M-ef48edee,5469.76,4829.38,36924.68,2590418.06,1167,1722570.21
OG-39f98849,M-c3aba945,2920.18,2107.65,41089.41,1183629.23,213,1531946.39
