id,claimNumber,claimDate,claimType,amountClaimed,amountSettled,status,policyID,policyHolderID,insurerID
claim_527,CL-31115,2025-11-28,Liability,4634.11,657.6,Pending Review,policy_543,holder_382,insurer_8
claim_528,CL-76323,2024-10-28,Water Damage,4320.57,3791.8,Settled,policy_408,holder_546,insurer_2
claim_529,CL-10921,2025-05-02,Vandalism,9796.19,9348.45,Open,policy_120,holder_49,insurer_9
claim_530,CL-80795,2025-02-14,Weather,6256.84,2201.63,Denied,policy_682,holder_266,insurer_5
claim_531,CL-52975,2023-05-14,Fire,2496.51,1315.03,Settled,policy_578,holder_330,insurer_1
claim_532,CL-59520,2026-04-23,Liability,17662.32,16729.57,Settled,policy_61,holder_272,insurer_3
claim_533,CL-99922,2024-01-18,Accident,21436.15,9935.28,Pending Review,policy_783,holder_402,insurer_1
claim_534,CL-42218,2024-11-28,Fire,17963.6,744.7,Denied,policy_329,holder_70,insurer_5
claim_535,CL-55411,2023-11-24,Accident,26471.71,26290.96,Pending Review,policy_1011,holder_2,insurer_1
claim_536,CL-14525,2023-04-27,Liability,22033.78,2974.7,Pending Review,policy_985,holder_553,insurer_8
claim_537,CL-67144,2022-05-22,Accident,21216.39,4694.9,Denied,policy_787,holder_246,insurer_6
claim_538,CL-31923,2025-02-02,Weather,15805.66,5849.97,Denied,policy_76,holder_133,insurer_9
claim_539,CL-69087,2024-07-09,Weather,23205.1,10751.06,Open,policy_675,holder_79,insurer_2
claim_540,CL-12626,2025-02-05,Fire,22664.96,15652.2,Denied,policy_743,holder_423,insurer_7
claim_541,CL-66576,2026-01-26,Fire,23034.32,20594.27,Pending Review,policy_823,holder_329,insurer_0
claim_542,CL-54943,2022-10-06,Fire,14721.67,1809.94,Open,policy_283,holder_348,insurer_6
claim_543,CL-75886,2024-07-28,Weather,13686.33,2050.29,Settled,policy_532,holder_547,insurer_3
claim_544,CL-51679,2024-11-15,Water Damage,1985.5,1429.08,Settled,policy_489,holder_339,insurer_4
claim_545,CL-79074,2023-01-02,Accident,12345.58,11940.05,Settled,policy_80,holder_417,insurer_9
claim_546,CL-51702,2025-01-17,Theft,9780.51,4813.18,Pending Review,policy_1037,holder_262,insurer_1
claim_547,CL-75937,2025-05-07,Liability,11165.06,1922.64,Open,policy_27,holder_275,insurer_2
claim_548,CL-15125,2023-11-23,Theft,19137.33,17135.23,Denied,policy_326,holder_443,insurer_8
claim_549,CL-42064,2024-11-03,Vandalism,25359.95,13298.23,Pending Review,policy_549,holder_133,insurer_9
claim_550,CL-95196,2025-02-19,Liability,17665.56,13776.96,Settled,policy_925,holder_353,insurer_0
claim_551,CL-85361,2025-06-01,Theft,7663.72,2370.88,Denied,policy_262,holder_578,insurer_1
claim_552,CL-99259,2024-05-15,Weather,19752.64,2039.89,Settled,policy_839,holder_495,insurer_0
claim_553,CL-75244,2025-10-02,Accident,24181.34,18465.96,Settled,policy_661,holder_368,insurer_8
claim_554,CL-85762,2024-05-28,Weather,22476.02,16849.06,Pending Review,policy_52,holder_430,insurer_3
claim_555,CL-69020,2023-09-20,Theft,14939.48,14306.7,Settled,policy_1000,holder_332,insurer_7
claim_556,CL-42307,2025-03-01,Weather,3767.94,2776.3,Denied,policy_435,holder_556,insurer_1
claim_557,CL-22884,2023-07-02,Liability,14349.48,8129.25,Pending Review,policy_1132,holder_584,insurer_1
claim_558,CL-10527,2025-06-09,Theft,17486.73,9659.81,Open,policy_154,holder_266,insurer_1
claim_559,CL-41863,2023-04-04,Water Damage,19950.73,4337.97,Settled,policy_550,holder_160,insurer_6
claim_560,CL-45132,2024-01-05,Theft,2591.41,1341.31,Denied,policy_1046,holder_10,insurer_7
claim_561,CL-41125,2024-09-02,Accident,22305.91,18532.35,Open,policy_329,holder_70,insurer_5
claim_562,CL-30139,2024-09-22,Liability,22969.71,6085.79,Pending Review,policy_631,holder_179,insurer_5
claim_563,CL-69397,2026-04-15,Vandalism,22090.53,2684.19,Pending Review,policy_285,holder_86,insurer_9
claim_564,CL-39552,2023-03-21,Theft,23766.95,22862.11,Pending Review,policy_1138,holder_117,insurer_5
claim_565,CL-75265,2024-12-31,Liability,28812.33,18594.97,Open,policy_1099,holder_544,insurer_4
claim_566,CL-41689,2025-01-12,Weather,7983.66,7316.84,Open,policy_520,holder_381,insurer_6
claim_567,CL-34841,2023-07-11,Accident,4954.7,2911.02,Pending Review,policy_78,holder_435,insurer_7
claim_568,CL-93173,2023-12-19,Vandalism,9739.35,3344.72,Pending Review,policy_795,holder_491,insurer_0
claim_569,CL-84266,2022-08-26,Fire,11263.46,2674.7,Denied,policy_175,holder_527,insurer_0
claim_570,CL-93237,2026-11-07,Vandalism,10729.53,3009.32,Open,policy_594,holder_287,insurer_5
claim_571,CL-67838,2023-08-15,Vandalism,6517.53,5075.42,Open,policy_464,holder_40,insurer_6
claim_572,CL-33043,2025-04-10,Theft,15188.21,6694.01,Settled,policy_545,holder_41,insurer_8
claim_573,CL-48062,2024-02-17,Accident,23507.76,4256.81,Open,policy_67,holder_583,insurer_5
claim_574,CL-23620,2025-01-11,Weather,2406.41,1705.61,Pending Review,policy_440,holder_176,insurer_9
claim_575,CL-73871,2024-12-21,Accident,8518.92,6123.45,Open,policy_783,holder_402,insurer_1
claim_576,CL-21172,2024-09-12,Weather,4661.53,1196.0,Open,policy_664,holder_560,insurer_4
claim_577,CL-14467,2024-01-20,Water Damage,5148.71,448.51,Open,policy_1069,holder_537,insurer_7
claim_578,CL-39328,2025-01-09,Accident,16789.78,13584.21,Settled,policy_338,holder_127,insurer_2
claim_579,CL-13696,2025-12-23,Theft,25075.69,9268.37,Settled,policy_351,holder_388,insurer_9
claim_580,CL-14322,2023-01-10,Vandalism,26595.96,21632.02,Settled,policy_673,holder_373,insurer_8
claim_581,CL-17795,2024-10-22,Water Damage,4304.86,1550.35,Settled,policy_545,holder_41,insurer_8
claim_582,CL-31126,2027-07-21,Theft,8907.78,3563.85,Settled,policy_1044,holder_587,insurer_5
claim_583,CL-74277,2023-10-25,Weather,10182.81,6511.59,Open,policy_584,holder_126,insurer_2
claim_584,CL-63254,2023-12-20,Accident,14891.67,1034.53,Settled,policy_1009,holder_408,insurer_7
claim_585,CL-86729,2023-08-07,Liability,23788.17,4025.68,Open,policy_729,holder_123,insurer_0
claim_586,CL-16480,2024-09-23,Liability,13984.12,11054.66,Open,policy_76,holder_133,insurer_9
claim_587,CL-58458,2022-10-15,Liability,28086.52,19875.94,Settled,policy_446,holder_83,insurer_9
claim_588,CL-99845,2024-04-25,Vandalism,20723.79,10189.64,Settled,policy_899,holder_535,insurer_3
claim_589,CL-76748,2023-04-14,Vandalism,3363.48,1847.35,Pending Review,policy_990,holder_141,insurer_2
claim_590,CL-64087,2024-10-10,Theft,20902.35,19612.58,Pending Review,policy_803,holder_86,insurer_3
claim_591,CL-86069,2025-06-28,Liability,14236.52,6918.78,Open,policy_542,holder_591,insurer_2
claim_592,CL-75147,2024-11-15,Fire,7504.61,4139.86,Denied,policy_66,holder_257,insurer_4
claim_593,CL-78386,2024-05-25,Vandalism,959.6,921.68,Pending Review,policy_145,holder_137,insurer_8
claim_594,CL-92609,2024-12-26,Water Damage,13510.1,7906.57,Open,policy_677,holder_497,insurer_8
claim_595,CL-85917,2024-10-30,Weather,1240.63,1228.51,Denied,policy_735,holder_378,insurer_4
claim_596,CL-58304,2024-04-15,Fire,15048.82,5588.87,Open,policy_297,holder_576,insurer_9
claim_597,CL-83126,2025-08-05,Water Damage,16140.41,10437.35,Denied,policy_540,holder_112,insurer_5
claim_598,CL-75734,2023-12-10,Vandalism,20037.27,14600.88,Pending Review,policy_1121,holder_85,insurer_9
claim_599,CL-34793,2026-07-14,Vandalism,5088.24,2183.1,Denied,policy_931,holder_81,insurer_6
claim_600,CL-44630,2022-08-30,Weather,18858.53,4954.51,Open,policy_1183,holder_44,insurer_6
claim_601,CL-53213,2023-12-28,Theft,9907.55,755.97,Denied,policy_695,holder_152,insurer_8
claim_602,CL-32513,2022-08-13,Vandalism,17713.26,3631.8,Pending Review,policy_192,holder_459,insurer_1
claim_603,CL-51813,2024-07-12,Theft,17940.19,15369.22,Denied,policy_938,holder_421,insurer_5
claim_604,CL-43148,2023-07-08,Weather,13539.2,6412.09,Denied,policy_825,holder_505,insurer_0
claim_605,CL-14553,2024-09-22,Accident,16082.53,1846.01,Settled,policy_1181,holder_126,insurer_1
claim_606,CL-23333,2023-03-08,Vandalism,22668.98,13630.37,Open,policy_231,holder_132,insurer_7
claim_607,CL-92892,2024-12-14,Liability,25226.41,6746.27,Settled,policy_850,holder_498,insurer_6
claim_608,CL-44828,2023-05-12,Fire,17046.54,10534.71,Open,policy_387,holder_166,insurer_6
claim_609,CL-10571,2023-07-26,Vandalism,1121.52,935.94,Settled,policy_245,holder_585,insurer_2
claim_610,CL-21913,2025-09-13,Liability,12605.57,5203.41,Settled,policy_520,holder_381,insurer_6
claim_611,CL-75545,2024-09-09,Fire,20495.78,7949.46,Settled,policy_928,holder_412,insurer_1
claim_612,CL-74885,2023-05-14,Accident,15872.72,2134.81,Pending Review,policy_404,holder_27,insurer_6
claim_613,CL-83544,2023-09-21,Vandalism,12505.33,6260.07,Denied,policy_1080,holder_528,insurer_5
claim_614,CL-56228,2022-08-27,Weather,9634.49,811.14,Open,policy_62,holder_157,insurer_5
claim_615,CL-17492,2024-08-22,Accident,28983.4,16100.14,Open,policy_485,holder_433,insurer_2
claim_616,CL-87872,2025-03-24,Liability,12268.85,11494.95,Open,policy_940,holder_145,insurer_8
claim_617,CL-48051,2025-04-20,Water Damage,29006.49,8812.47,Pending Review,policy_150,holder_284,insurer_2
claim_618,CL-25360,2025-03-25,Vandalism,8517.07,4459.79,Pending Review,policy_277,holder_72,insurer_4
claim_619,CL-98269,2023-12-27,Vandalism,7417.39,5817.2,Open,policy_203,holder_146,insurer_7
claim_620,CL-21930,2024-05-07,Accident,846.17,240.78,Settled,policy_1034,holder_205,insurer_9
claim_621,CL-34260,2022-12-31,Fire,28408.84,17041.02,Denied,policy_1022,holder_240,insurer_4
claim_622,CL-50363,2027-02-08,Fire,7574.92,1281.62,Open,policy_373,holder_439,insurer_4
claim_623,CL-42548,2026-12-07,Vandalism,1422.22,174.94,Pending Review,policy_290,holder_74,insurer_7
claim_624,CL-70301,2025-05-16,Weather,8777.01,3933.57,Settled,policy_1031,holder_63,insurer_4
claim_625,CL-58991,2022-11-05,Fire,28315.29,5507.92,Pending Review,policy_550,holder_160,insurer_6
claim_626,CL-23905,2023-06-27,Fire,17560.99,15360.62,Denied,policy_770,holder_59,insurer_9
claim_627,CL-24927,2024-06-25,Fire,2497.31,1430.78,Pending Review,policy_1121,holder_85,insurer_9
claim_628,CL-72530,2026-09-29,Vandalism,19008.36,5409.32,Settled,policy_717,holder_483,insurer_4
claim_629,CL-90362,2026-08-11,Theft,24313.58,17358.17,Denied,policy_831,holder_383,insurer_3
claim_630,CL-62144,2024-12-03,Weather,21393.93,12309.51,Settled,policy_998,holder_138,insurer_4
claim_631,CL-83578,2024-11-04,Theft,11014.11,5831.47,Pending Review,policy_478,holder_582,insurer_9
claim_632,CL-77567,2024-07-26,Theft,15078.66,14951.78,Open,policy_332,holder_368,insurer_2
claim_633,CL-34869,2023-05-02,Accident,27904.9,7225.66,Open,policy_629,holder_525,insurer_4
claim_634,CL-43614,2024-08-24,Liability,20583.04,14442.22,Settled,policy_506,holder_118,insurer_4
claim_635,CL-62785,2026-08-03,Theft,19367.03,14141.29,Open,policy_484,holder_450,insurer_7
claim_636,CL-91602,2023-07-22,Fire,7695.14,55.8,Open,policy_807,holder_179,insurer_4
claim_637,CL-40066,2022-12-02,Liability,6435.49,1899.87,Pending Review,policy_422,holder_9,insurer_9
claim_638,CL-95997,2025-03-23,Fire,1364.55,371.14,Pending Review,policy_931,holder_81,insurer_6
claim_639,CL-13728,2024-06-19,Accident,11896.08,10029.76,Pending Review,policy_827,holder_71,insurer_1
claim_640,CL-74513,2023-08-31,Fire,3754.42,649.96,Denied,policy_880,holder_337,insurer_2
claim_641,CL-53973,2023-10-15,Liability,9210.0,5135.96,Denied,policy_453,holder_596,insurer_2
claim_642,CL-13586,2024-07-26,Vandalism,26065.38,8059.77,Denied,policy_286,holder_360,insurer_6
claim_643,CL-32285,2024-08-28,Liability,25788.07,11334.99,Settled,policy_956,holder_174,insurer_3
claim_644,CL-93290,2025-12-27,Liability,4205.55,2147.24,Pending Review,policy_571,holder_587,insurer_9
claim_645,CL-43712,2024-10-11,Vandalism,14534.12,8930.73,Open,policy_379,holder_57,insurer_8
claim_646,CL-76067,2025-09-01,Weather,4182.75,40.26,Pending Review,policy_740,holder_587,insurer_7
claim_647,CL-37036,2024-04-19,Accident,10231.3,3946.44,Denied,policy_929,holder_555,insurer_6
claim_648,CL-35659,2025-10-03,Liability,16994.19,8088.72,Pending Review,policy_1169,holder_216,insurer_2
claim_649,CL-77366,2026-01-02,Weather,24746.44,5647.22,Denied,policy_165,holder_267,insurer_7
claim_650,CL-83589,2023-09-06,Accident,21946.96,7716.48,Settled,policy_765,holder_304,insurer_5
claim_651,CL-55706,2023-10-27,Accident,21349.7,13177.81,Pending Review,policy_769,holder_557,insurer_8
claim_652,CL-37470,2022-12-06,Vandalism,20198.98,19818.73,Denied,policy_817,holder_325,insurer_7
claim_653,CL-67220,2023-08-07,Liability,12717.61,10505.1,Pending Review,policy_1018,holder_193,insurer_2
claim_654,CL-53090,2024-02-26,Weather,21414.65,12247.94,Pending Review,policy_34,holder_134,insurer_5
claim_655,CL-97280,2026-08-01,Fire,1511.92,1327.66,Open,policy_663,holder_162,insurer_9
claim_656,CL-69777,2024-11-27,Fire,6116.4,2904.81,Denied,policy_977,holder_49,insurer_6
claim_657,CL-58924,2025-08-13,Vandalism,4238.02,3474.81,Settled,policy_180,holder_328,insurer_0
claim_658,CL-87760,2023-12-30,Water Damage,19302.82,10527.64,Pending Review,policy_677,holder_497,insurer_8
claim_659,CL-64618,2022-12-05,Fire,790.8,256.04,Pending Review,policy_1156,holder_529,insurer_7
claim_660,CL-41689,2026-02-10,Water Damage,2855.39,467.25,Open,policy_542,holder_591,insurer_2
claim_661,CL-58276,2024-11-06,Accident,21646.19,17123.91,Denied,policy_543,holder_382,insurer_8
claim_662,CL-75174,2024-12-31,Weather,11977.88,9077.36,Pending Review,policy_106,holder_530,insurer_1
claim_663,CL-30208,2025-05-21,Theft,1706.25,147.86,Denied,policy_842,holder_395,insurer_9
claim_664,CL-32426,2027-01-12,Water Damage,4981.49,3935.55,Settled,policy_1198,holder_64,insurer_3
claim_665,CL-79245,2024-10-23,Vandalism,23501.43,11177.2,Denied,policy_277,holder_72,insurer_4
claim_666,CL-30416,2022-03-20,Accident,19087.13,18542.4,Settled,policy_1100,holder_312,insurer_7
claim_667,CL-26754,2025-09-20,Vandalism,17930.27,14428.03,Pending Review,policy_123,holder_264,insurer_3
claim_668,CL-61833,2023-12-12,Weather,10636.63,2716.83,Settled,policy_401,holder_423,insurer_1
claim_669,CL-69703,2024-04-03,Accident,18327.43,15062.13,Pending Review,policy_1126,holder_2,insurer_9
claim_670,CL-91396,2024-02-24,Theft,10356.48,2383.7,Settled,policy_993,holder_307,insurer_6
claim_671,CL-46163,2025-10-29,Accident,28203.43,22798.83,Denied,policy_253,holder_503,insurer_1
claim_672,CL-42470,2024-12-05,Weather,20016.37,3728.28,Denied,policy_277,holder_72,insurer_4
claim_673,CL-90407,2023-03-25,Water Damage,23125.07,21808.66,Open,policy_6,holder_586,insurer_5
claim_674,CL-75972,2023-11-28,Liability,22660.89,5657.51,Pending Review,policy_1180,holder_365,insurer_8
claim_675,CL-76698,2023-03-26,Theft,29073.95,14237.22,Denied,policy_1187,holder_594,insurer_2
claim_676,CL-56921,2025-02-21,Weather,12802.81,7731.8,Open,policy_372,holder_208,insurer_4
claim_677,CL-65710,2023-10-07,Theft,26361.17,9311.97,Pending Review,policy_987,holder_278,insurer_0
claim_678,CL-45706,2024-03-21,Water Damage,28709.19,11163.73,Settled,policy_56,holder_26,insurer_0
claim_679,CL-44891,2023-10-15,Weather,11427.68,818.96,Settled,policy_1193,holder_570,insurer_7
claim_680,CL-32186,2025-07-16,Fire,4840.92,2956.42,Open,policy_25,holder_292,insurer_2
claim_681,CL-70955,2022-08-27,Fire,17201.21,673.95,Denied,policy_187,holder_182,insurer_5
claim_682,CL-22795,2025-03-02,Water Damage,27451.4,5812.73,Settled,policy_589,holder_562,insurer_9
claim_683,CL-50197,2024-05-07,Weather,905.3,179.28,Settled,policy_873,holder_279,insurer_6
claim_684,CL-38381,2024-04-24,Weather,6414.61,3692.03,Open,policy_397,holder_346,insurer_9
claim_685,CL-55147,2022-10-06,Vandalism,8153.32,4170.11,Denied,policy_344,holder_358,insurer_3
claim_686,CL-67640,2025-01-29,Liability,21137.28,2995.87,Settled,policy_1108,holder_187,insurer_7
claim_687,CL-40855,2022-11-06,Theft,24857.4,15095.89,Settled,policy_98,holder_459,insurer_2
claim_688,CL-48367,2024-10-08,Liability,16649.47,1677.25,Pending Review,policy_622,holder_130,insurer_9
claim_689,CL-54410,2024-11-02,Weather,23209.72,10109.27,Pending Review,policy_406,holder_505,insurer_2
claim_690,CL-24282,2026-06-26,Weather,29984.52,11211.53,Pending Review,policy_364,holder_446,insurer_9
claim_691,CL-44507,2026-01-22,Theft,27092.42,11482.78,Settled,policy_196,holder_472,insurer_7
claim_692,CL-48277,2024-07-13,Accident,27986.52,17412.05,Open,policy_118,holder_67,insurer_7
claim_693,CL-17285,2025-09-04,Fire,3332.41,813.07,Denied,policy_713,holder_337,insurer_1
claim_694,CL-80186,2026-05-23,Fire,25163.48,22732.85,Settled,policy_1181,holder_126,insurer_1
claim_695,CL-15660,2025-06-23,Theft,10854.03,2114.96,Settled,policy_642,holder_503,insurer_8
claim_696,CL-29065,2025-02-11,Fire,20375.03,12729.33,Open,policy_1177,holder_129,insurer_0
claim_697,CL-26591,2022-09-06,Water Damage,19358.15,15726.48,Settled,policy_751,holder_363,insurer_2
claim_698,CL-57709,2027-06-04,Vandalism,5782.63,2121.03,Denied,policy_522,holder_465,insurer_8
claim_699,CL-56754,2025-05-16,Accident,10859.35,1232.92,Open,policy_555,holder_24,insurer_5
claim_700,CL-90391,2024-09-06,Weather,2059.9,1907.61,Settled,policy_530,holder_201,insurer_1
claim_701,CL-80054,2024-04-03,Theft,16562.37,9867.81,Pending Review,policy_88,holder_247,insurer_8
claim_702,CL-60041,2023-06-20,Liability,14561.96,10166.76,Open,policy_254,holder_473,insurer_4
claim_703,CL-57673,2024-09-30,Fire,16455.49,8169.04,Pending Review,policy_44,holder_282,insurer_7
claim_704,CL-84025,2024-01-12,Liability,24865.29,6474.12,Pending Review,policy_1003,holder_76,insurer_9
claim_705,CL-30676,2024-05-12,Weather,4890.63,4851.48,Open,policy_340,holder_88,insurer_3
claim_706,CL-91433,2023-05-26,Water Damage,1776.64,1207.34,Open,policy_75,holder_385,insurer_1
claim_707,CL-30049,2023-09-01,Theft,8638.52,3687.02,Denied,policy_932,holder_111,insurer_7
claim_708,CL-92452,2025-01-16,Weather,12746.44,10979.98,Denied,policy_190,holder_278,insurer_7
claim_709,CL-56430,2023-01-30,Water Damage,25880.28,4543.03,Pending Review,policy_922,holder_298,insurer_7
claim_710,CL-72099,2026-10-21,Theft,18719.68,12004.42,Settled,policy_717,holder_483,insurer_4
claim_711,CL-66524,2022-10-30,Water Damage,16659.69,15696.25,Denied,policy_829,holder_251,insurer_5
claim_712,CL-23302,2023-06-27,Vandalism,14069.6,7191.52,Open,policy_426,holder_213,insurer_7
claim_713,CL-49790,2023-09-29,Vandalism,29371.91,12547.04,Denied,policy_742,holder_226,insurer_8
claim_714,CL-67086,2024-05-18,Fire,10116.71,9885.83,Settled,policy_495,holder_189,insurer_0
claim_715,CL-68595,2023-10-03,Accident,13102.53,1308.18,Open,policy_769,holder_557,insurer_8
claim_716,CL-58293,2025-12-29,Fire,3975.2,540.32,Open,policy_186,holder_13,insurer_2
claim_717,CL-13663,2026-02-09,Accident,20263.55,2110.75,Open,policy_141,holder_474,insurer_4
claim_718,CL-34492,2025-02-12,Fire,11158.21,2423.35,Pending Review,policy_1108,holder_187,insurer_7
claim_719,CL-84288,2024-06-14,Water Damage,12106.48,3321.57,Denied,policy_839,holder_495,insurer_0
claim_720,CL-15495,2023-04-07,Vandalism,25795.86,18625.01,Settled,policy_815,holder_46,insurer_7
claim_721,CL-89790,2024-08-16,Accident,21778.66,9624.2,Denied,policy_783,holder_402,insurer_1
claim_722,CL-98930,2024-06-19,Weather,19232.11,2133.63,Open,policy_929,holder_555,insurer_6
claim_723,CL-87145,2024-03-11,Liability,3366.94,2314.84,Settled,policy_104,holder_35,insurer_8
claim_724,CL-98142,2024-11-17,Fire,3458.83,643.65,Settled,policy_52,holder_430,insurer_3
claim_725,CL-44668,2023-04-23,Accident,16485.91,15505.37,Denied,policy_80,holder_417,insurer_9
claim_726,CL-63272,2025-08-17,Fire,19471.36,11230.55,Pending Review,policy_136,holder_143,insurer_5
claim_727,CL-31203,2025-08-25,Weather,15740.73,11694.84,Open,policy_489,holder_339,insurer_4
claim_728,CL-89513,2024-12-30,Vandalism,4142.16,3155.03,Open,policy_144,holder_206,insurer_4
claim_729,CL-75544,2025-04-20,Weather,998.88,35.38,Pending Review,policy_778,holder_427,insurer_3
claim_730,CL-47666,2022-07-25,Vandalism,13060.65,2204.85,Settled,policy_344,holder_358,insurer_3
claim_731,CL-16263,2023-10-31,Weather,14959.29,468.36,Denied,policy_15,holder_126,insurer_1
claim_732,CL-93069,2024-08-18,Accident,29744.54,5201.57,Pending Review,policy_1015,holder_203,insurer_3
claim_733,CL-32090,2024-01-11,Liability,16024.84,1344.96,Settled,policy_809,holder_218,insurer_0
claim_734,CL-26928,2024-04-26,Theft,12268.75,9376.81,Denied,policy_39,holder_94,insurer_0
claim_735,CL-41353,2024-02-07,Fire,11082.74,93.76,Denied,policy_188,holder_97,insurer_6
claim_736,CL-72401,2023-01-27,Fire,23822.89,20564.62,Denied,policy_183,holder_102,insurer_4
claim_737,CL-56437,2024-09-04,Water Damage,19314.9,17966.42,Settled,policy_46,holder_422,insurer_0
claim_738,CL-66474,2024-08-18,Accident,1793.63,1732.33,Denied,policy_311,holder_194,insurer_7
claim_739,CL-99258,2024-02-10,Fire,3655.28,3018.13,Pending Review,policy_268,holder_187,insurer_0
claim_740,CL-21748,2026-06-19,Theft,20590.56,187.73,Pending Review,policy_973,holder_465,insurer_3
claim_741,CL-93690,2024-04-22,Fire,16569.09,10153.27,Denied,policy_392,holder_445,insurer_9
claim_742,CL-84206,2025-08-13,Weather,23850.86,22921.27,Settled,policy_17,holder_217,insurer_1
claim_743,CL-74235,2025-01-07,Vandalism,1861.45,859.28,Settled,policy_986,holder_587,insurer_1
claim_744,CL-35567,2022-09-27,Liability,12811.77,775.44,Settled,policy_341,holder_175,insurer_4
claim_745,CL-72321,2023-06-20,Liability,6308.45,1682.3,Open,policy_881,holder_471,insurer_6
claim_746,CL-61823,2022-09-21,Theft,29983.08,23495.62,Pending Review,policy_265,holder_214,insurer_0
claim_747,CL-66917,2025-01-14,Vandalism,4700.97,319.27,Pending Review,policy_812,holder_307,insurer_4
claim_748,CL-36210,2023-08-20,Weather,26132.54,18532.26,Pending Review,policy_1075,holder_359,insurer_6
claim_749,CL-31525,2024-07-05,Vandalism,8129.86,1136.45,Pending Review,policy_30,holder_502,insurer_9
claim_750,CL-25710,2024-05-14,Liability,16226.75,13517.1,Denied,policy_67,holder_583,insurer_5
claim_751,CL-31255,2025-01-26,Liability,27831.59,14515.34,Settled,policy_1023,holder_229,insurer_8
claim_752,CL-49921,2025-11-23,Water Damage,17004.29,12062.09,Settled,policy_1181,holder_126,insurer_1
claim_753,CL-38110,2023-07-31,Vandalism,24192.67,6134.76,Settled,policy_1158,holder_270,insurer_3
claim_754,CL-77821,2022-07-20,Liability,27926.71,8030.85,Denied,policy_502,holder_267,insurer_2
claim_755,CL-63802,2025-10-11,Vandalism,25351.09,19858.87,Open,policy_577,holder_544,insurer_8
claim_756,CL-51293,2024-01-26,Theft,26329.39,18948.06,Pending Review,policy_1041,holder_416,insurer_5
claim_757,CL-12151,2023-09-05,Liability,27476.06,110.54,Open,policy_314,holder_67,insurer_1
claim_758,CL-99059,2023-09-06,Vandalism,4618.96,2649.91,Denied,policy_1035,holder_26,insurer_4
claim_759,CL-33801,2024-11-18,Liability,6038.79,1640.93,Denied,policy_863,holder_173,insurer_2
claim_760,CL-94066,2024-02-08,Vandalism,7601.57,587.75,Settled,policy_634,holder_197,insurer_6
claim_761,CL-87150,2023-01-06,Theft,1051.51,297.04,Open,policy_1093,holder_172,insurer_3
claim_762,CL-55983,2024-01-19,Fire,14333.81,3960.79,Settled,policy_56,holder_26,insurer_0
claim_763,CL-41472,2024-05-28,Vandalism,2796.15,974.34,Pending Review,policy_601,holder_8,insurer_4
claim_764,CL-63537,2025-04-30,Water Damage,17778.83,10249.28,Pending Review,policy_164,holder_154,insurer_3
claim_765,CL-82717,2024-09-24,Theft,6825.92,6802.84,Settled,policy_398,holder_575,insurer_7
claim_766,CL-41503,2023-10-08,Accident,17202.83,4659.54,Open,policy_1193,holder_570,insurer_7
claim_767,CL-37743,2023-10-19,Weather,2590.18,1609.99,Settled,policy_557,holder_202,insurer_6
claim_768,CL-23019,2023-03-17,Weather,14816.94,2464.26,Pending Review,policy_113,holder_452,insurer_7
claim_769,CL-31566,2022-05-01,Vandalism,22756.52,4478.8,Settled,policy_65,holder_514,insurer_1
claim_770,CL-40380,2025-08-25,Theft,27894.28,9366.01,Denied,policy_106,holder_530,insurer_1
claim_771,CL-84617,2024-09-01,Liability,24521.26,5532.25,Settled,policy_40,holder_515,insurer_4
claim_772,CL-93231,2024-10-31,Theft,15802.15,5127.77,Open,policy_908,holder_147,insurer_0
claim_773,CL-74530,2025-05-11,Weather,14998.51,14960.01,Denied,policy_435,holder_556,insurer_1
claim_774,CL-54451,2025-01-13,Weather,24305.75,13825.04,Open,policy_933,holder_125,insurer_1
claim_775,CL-74519,2023-06-03,Weather,11534.33,5601.1,Pending Review,policy_414,holder_400,insurer_2
claim_776,CL-22216,2023-06-07,Accident,15994.44,2570.58,Settled,policy_202,holder_169,insurer_6
claim_777,CL-89892,2023-12-04,Accident,7294.06,5337.42,Denied,policy_385,holder_432,insurer_1
claim_778,CL-83295,2023-12-20,Fire,10537.07,3279.68,Pending Review,policy_518,holder_412,insurer_0
claim_779,CL-88481,2025-03-15,Fire,6421.06,3828.38,Pending Review,policy_522,holder_465,insurer_8
claim_780,CL-20262,2024-08-20,Liability,15999.81,2983.76,Denied,policy_793,holder_16,insurer_4
claim_781,CL-93862,2023-06-13,Theft,1819.05,229.47,Pending Review,policy_387,holder_166,insurer_6
claim_782,CL-12270,2026-11-03,Weather,1369.4,715.5,Settled,policy_537,holder_310,insurer_6
claim_783,CL-72194,2022-05-17,Vandalism,29604.06,29331.46,Open,policy_345,holder_382,insurer_5
claim_784,CL-76675,2023-07-23,Water Damage,1345.93,558.68,Settled,policy_848,holder_511,insurer_8
claim_785,CL-47435,2025-01-22,Water Damage,9179.81,1202.09,Denied,policy_301,holder_104,insurer_0
claim_786,CL-52867,2023-07-02,Theft,14909.35,3821.68,Settled,policy_475,holder_554,insurer_5
claim_787,CL-12613,2023-07-28,Vandalism,10903.04,1671.68,Open,policy_995,holder_104,insurer_4
claim_788,CL-59925,2022-08-17,Theft,3673.91,2284.3,Settled,policy_575,holder_17,insurer_2
claim_789,CL-62103,2024-04-28,Accident,23589.41,21888.27,Settled,policy_1005,holder_2,insurer_0
claim_790,CL-11788,2025-05-24,Fire,4733.89,1440.5,Denied,policy_394,holder_193,insurer_1
